"X","hand.label","expert.ind","max.class","verified","username","description","hand.label_simplified"
915,"media","no","media",TRUE,"NPR","News. Arts & Life. Music & more. This is NPR. :detective: Securely send us news tips: https://t.co/qfEoMDe1Hw","media"
916,"media","no","media",TRUE,"ABC6","ABC6 provides news coverage that connects Southern New Englanders to helpful, trustworthy, and balanced information about the issues impacting our community.","media"
917,"media","no","media",TRUE,"ajc","Our journalists can keep you informed with real, fact-based news because of subscribers. Learn more: https://t.co/VnIn1RLW28 

For News tips and FAQs: https://t.co/syAWi1x4IM","media"
918,"media","no","media",TRUE,"jadewalker","Journalist. Editor of A Bit of Good News. Previously @nytimes, @ap, @huffpost. I write and break news... mostly at night. She/her. https://t.co/sE3AS1GdTQ","media"
919,"media","no","media",TRUE,"Ellen_E_Clarke","Assistant Managing Editor for features, visuals and production. @Tb_Times. Top result when you Google permullet and okay with it.","media"
920,"media","no","media",TRUE,"McFeely_Inforum","Columnist for @inforum. Host of """"The Mike McFeely Mess"""" podcast. Tips: Open DMs or mmcfeely@forumcomm.com","media"
921,"media","no","media",TRUE,"MediaCamille","senior editor @CBSNews. founder of Write Knox Press. author of """"The Sweetest Fruit,"""" available @amazon. wife + #boymom. @michiganstateu grad. runner.","media"
922,"media","yes","media",TRUE,"annenbcnews","Chief Environmental Affairs Correspondent, NBC News. Proud alumna of the University of Notre Dame. Bostonian/Detroiter/Brussels ex-pat living in NYC.","media"
923,"media","yes","media",TRUE,"DaveOFox13","Morning meteorologist for Good Day Tampa Bay.","media"
924,"media","no","media",TRUE,"WAOW","Welcome to News 9 WAOW's Twitter account. Email your news tips to news@waow.com. News for you from Wausau and central Wisconsin.","media"
925,"media","yes","media",TRUE,"BrandonOrrWPLG","Certified broadcast meteorologist at @WPLGLocal10 in Miami, FL.","media"
926,"media","no","media",TRUE,"WPLGLocal10","South Florida News, Weather, Entertainment, Sports from WPLG Local 10 Follow us on Instagram: https://t.co/IIfr4MFhzm","media"
927,"media","no","media",TRUE,"nbc6","South Florida's trusted source for Breaking News, Weather and Traffic. Watch us LIVE, 24/7 the #NBC6 app.","media"
928,"media","no","media",TRUE,"RachelFine","Host of #FineTime & #AskHoward for Howard Stern's @HowardTV, cast of @travelchannel's #ParanormalPaparazzi, @HuffingtonPost writer, @GetShittens owner","media"
929,"media","no","media",TRUE,"fox6now","WITI-TV FOX6 News in Milwaukee. Our Twitter account is managed by the FOX6 News Digital Team. Have a news tip? E-mail fox6news@fox.com.","media"
930,"media","no","media",TRUE,"cnni","Breaking news from around the world, plus business, style, travel, sport and entertainment. We #gothere.","media"
931,"media","yes","media",TRUE,"CNNweather","When weather is the news, you can count on CNN's team of experienced meteorologists to bring it to you first. #CNNWeather","media"
932,"media","no","media",TRUE,"tvNewsChristina","•COO, J Comm,Inc•Director of Outreach & Awareness-Jordan’s Guardian Angels•Advocate•2x Emmy Award Winning Journalist•Former CBS13 Anchor•Wife & Mommy•","media"
933,"media","no","media",TRUE,"WNEMTV5news","WNEM TV5 News -- Coverage You Can Count On","media"
934,"media","no","media",TRUE,"TonyFrangieM","Venezuelan-Lebanese journalist and polisci (BU 21). Bylines: @Politico, @Business, @theEconomist, @ForeignPolicy, others. Subscribe to Venezuela Weekly :backhand index pointing down: light skin tone::mango:","media"
935,"media","no","media",TRUE,"FoxNews","Follow America's #1 cable news network, delivering you breaking news, insightful analysis, and must-see videos. https://t.co/sXA1eVB5Gv","media"
936,"media","no","media",TRUE,"JeffWeinerOS","@OrlandoSentinel local news director. Tortured Jets fan. UCF alum. Email: jeweiner@orlandosentinel.com. DM for Signal.","media"
937,"media","no","media",TRUE,"TCPalmHasert","Visuals multimedia journalist for Treasure Coast Newspapers and @TCPalm, Part of the @USATodayNetwork @gannett","media"
938,"media","no","media",TRUE,"codonnell_Times","Health and medicine reporter for The Tampa Bay Times and as English as fish and chips. Millwall, Celtic, Barcelona.","media"
939,"media","yes","media",TRUE,"mb_dahlstrom","Environment Editor @YahooNewsAU. Living on Gadigal land. Registered native bird carer. Views are my own. he/his michael.dahlstrom@yahooinc.com","media"
940,"media","no","media",TRUE,"tperry518","Former @CBSNews White House Reporter covering all things @VP | @uva ‘13 :blue heart::orange heart: perryti@cbsnews.com","media"
941,"media","no","media",TRUE,"jacksongosnell","19 y/o news guy. I help keep people informed. Visit my website!","media"
942,"media","no","media",TRUE,"PamelaFalk","CBS News Correspondent ~ J.D. ColumbiaLaw ~ CBS News-CBS Radio-CBS Sports ~ PhD NYU ~ Complutense UMadrid https://t.co/Fy3XtacpR7","media"
943,"media","yes","media",TRUE,"KristenWeather","Meteorologist @tmj4 in SE Wisconsin. Lover of cats. @ualr & @msstate graduate. @nwas Sealholder.","media"
944,"media","yes","media",TRUE,"Nate_HH","Meteorologist @SpecNews1Triad in Raleigh/Greensboro. Weather contributor/editor @DFITakeover. Weather geek, sports fanatic, proud FSU alum. CBM #653","media"
945,"media","no","media",TRUE,"alana_austin","Washington Correspondent for @GrayDCnews covering the White House & Congress for 91 TV markets","media"
946,"media","no","media",TRUE,"malbertnews","Chief National Investigative Correspondent, @HearstTV; Peabody Award winner; fmr @CBSNews; @SAGAFTRA; Mail: 1100 13th St NW 950, DC 20005; malbert@hearst.com","media"
948,"media","no","media",TRUE,"LEX18News","Count on LEX 18 News for the best news, weather, and sports coverage in central Kentucky. LEX 18 is the official station for Big Blue Nation!","media"
949,"media","no","media",TRUE,"CBS6","Local news and beyond. We’d love to hear your story. Please note content tagged @CBS6 may be used by WTVR and Scripps Co. in both on-air and online reporting.","media"
950,"media","no","media",TRUE,"jaketapper","Dad; husband; anchor of @TheLeadCNN & @CNNSOTU; Author of @TheOutpostbook, @TheHellfireClub, and The @Devil_May_Dance; long-suffering Philly sports fan","media"
951,"media","no","media",TRUE,"CNNValencia","@CNN Correspondent. @ATLPressClub TV Reporter of Year 2020 @USCAnnenberg Alum. Founder #LatinoMediaAllStars. Born & raised in NELA #EagleRock :eagle::latin cross:","media"
952,"media","no","media",TRUE,"cnnarabic","World Wide News Leader, in Arabic","media"
953,"media","no","media",TRUE,"NewsHour","PBS NewsHour is one of the most trusted news programs on TV and online.","media"
955,"media","no","media",TRUE,"AngelinaWTSP","Anchor/Reporter @10TampaBay | Find me Weekend #Brightside - Weekday #Nightside :television: | @EmersonCollege Alum | Hablo Español :flag: Dominican Republic: | :e-mail: ASalcedo@10TampaBay.com","media"
956,"media","no","media",TRUE,"MiamiNewTimes","Miami's independent source for news, criticism, culture, and more since 1987.","media"
957,"media","no","media",TRUE,"jimstinson","Reporter, writer, biz freelance. Former White House reporter. BSBA, Boston Univ., MAJ, Indiana Univ. ... RTs = news. First Amendment absolutist.","media"
958,"media","no","media",TRUE,"DavidsonHiers","In prog, “Bad Farmer”:rainbow: FL journo/horse fan :horse: • @EdWriters • @TheNation • @BitterSouth • @TheFlamingoMag • @TDonline • @USATODAY • Manage @Student_Bylines","media"
959,"media","no","media",FALSE,"WFLANews","Tampa Bay's latest news and information. Listen anywhere on @iheartradio.","media"
960,"other-agg","no","media",FALSE,"Tampa_Live","Enjoy the Tampa news.","media"
961,"media","no","media",FALSE,"SamPutterman","Covering misinformation @PolitiFact. Former: @Bradentonherald @TB_Times. Fan of dogs, coffee, news & dogs. Tips: sputterman@poynter.org","media"
962,"media","no","media",FALSE,"vdeanfla","Freelance writer and editor for @HeraldTribune, Bluegrass Unlimited and @RoughReadymedia. Loves news, bluegrass music, Tampa Bay Rays. Florida halfback.","media"
963,"media","yes","media",FALSE,"DanHenryWeather","Meteorologist at Metro Wx Service. M.S. Applied Meteorology @msstate. Seen/heard: @FloridaStorms, @SNNTV, @NPR Not @Fox4Weather but he seems nice","media"
964,"media","no","media",FALSE,"RBallogg","writing || curating the curious || news reporter and feature writer @BradentonHerald || Tips: rballogg@bradenton.com","media"
965,"media","no","media",FALSE,"ami_islander","Award-winning community weekly newspaper on Anna Maria Island, Fla. Best news since 1992.","media"
966,"media","no","media",FALSE,"UncensoredScoop","Covering news impacting Sarasota county, National news, and international news","media"
968,"media","yes","media",FALSE,"JustinMosely","WSNN-TV Chief Meteorologist, AMS Approved, Floridian, covering the weather for over a decade on Florida's Suncoast! @SNNTV","media"
969,"media","no","media",FALSE,"SamanthaSonner","Morning News Producer | @NewhouseSU Broadcast and Digital Journalist Alum | Always looking for a good story | RT's are not endorsements","media"
970,"media","no","media",FALSE,"ChristiWomack","Writer and editor @meetmiles, USF alumna & Bulls fan, proud Rotarian, vegetarian, advocate for black cats.","media"
971,"other-agg","no","media",FALSE,"FLNewsHeadlines","Trending news from The Sunshine State 
https://t.co/NSQnKqhTlB 
https://t.co/d5MDCptNyw","media"
972,"media","no","media",FALSE,"JakePetersonTV","News Director WXLV","media"
973,"media","yes","media",FALSE,"weatherchaser5","BS Atmospheric Science - Ohio State, Meteorologist, Storm Chaser, Structure Hipster, Photographer and lover of all things travel. Grand Optimist","media"
975,"other-agg","no","media",FALSE,"NewsUpdate24Ext","We bring news and information from many sources also here on extra. Warning: Ongoing News Are Developing And Information May Change When The Situation Calm Down","media"
976,"other-agg","no","media",FALSE,"photonuttt","We are flooded with liberal news everywhere, here is the flip side of the issues.","media"
981,"media","no","media",FALSE,"TB_TimesCurso","Photography Director of News & Sports for @TB_Times photojournalist, father, husband, grandfather and all around good guy. @csuf alum","media"
982,"media","no","media",FALSE,"ObserverGroup","Your source for neighborhood news in Sarasota/Siesta Key, Longboat Key and East County.

https://t.co/eaf1UvWH5L","media"
983,"media","no","media",FALSE,"felixveganews","Journalist | Legal Correspondent | Attorney | USF Criminology Graduate #GoBulls | Manhattan is my 2nd home | Raised in Florida | Born in Red Bank, New Jersey","media"
984,"media","no","media",FALSE,"JenniferKveglis","The K is silent :shushing face: • @NBC2/@ABC7 Reporter","media"
987,"media","yes","media",FALSE,"TampaBaysJulie","Wife|Dog Mom|Realtor|Meteorologist #ILoveTampaBay #AdoptDontShop","media"
988,"media","no","media",FALSE,"MelissaHarmon1","Emmy winning producer & storyteller. Loves public media, mangoes, & vintage Pyrex. Daughter of a garage sailing goddess. Rts & :red heart: ≠ endorsement","media"
989,"media","no","media",FALSE,"WFLANightPhotog","Here giving you the News you need First!! WLFA's overnight Photojournalist. TRUST ME IM ALWAYS FIRST!!!!! AKA Night Crawler","media"
990,"tourbiz","no","media",FALSE,"greatthingstb","Listen to my show on our website, iTunes, Spotify and i:red heart:Radio for: :sushi::curry rice::shortcake::taco::pizza:Great Eats :stadium::beach with umbrella:Great Places and Great People :woman dancing: medium-dark skin tone:in Greater Tampa Bay!","tourbiz"
992,"media-acad","no","media",FALSE,"JCBua","WH Correspondent Reel Political News https://t.co/xBAt9AyuIe @BillClinton Admin Comm Dir; Fmr @SkyNews; Adj Prof @CUAPolitics Fmr Adj @Georgetown SFS","media"
993,"media","no","media",FALSE,"ATISH_WTSP","Executive Producer - @10TampaBay, @CBS. 22 years in TB. VP, @AAJA Florida. Journalist, content creator, team leader. Proud dad.","media"
996,"media","no","media",FALSE,"pdorsey","Incoming Publisher @theNewMexican - Frmr Pub: @Statesman, @HeraldTribune, @TDOnline. Support ur local newspaper. Enjoying adventure w/ my love Kecia","media"
997,"other-agg","no","media",FALSE,"Tampa_NC","Updated Tampa news,sports,


weather,entertainment,politics


and business information.","media"
999,"media","yes","media",FALSE,"blamarre","Meteorologist-in-Charge National Weather Service @NWSTampaBay #NWS #NOAA #weather #science #leadership #WaldenU #oceans #flwx #Florida #GulfofMexico #WestConn","media"
1004,"media","no","media",FALSE,"L_A_theRiver","Journaliste @TVASports :fleur-de-lis: / @AP Radio :flag: United States:. Bilingual dude in the MTL media jungle. Musique geek. Tweets 50-50, n’engagent que moi.","media"
1007,"other-agg","no","media",FALSE,"TCI_News","News and events in the Turks and Caicos Islands - 2 groups of islands in the Lucayan Archipelago and part of the Antilles islands. Photos copyright protected.","media"
1008,"other-agg","no","media",FALSE,"FULLFRAMEBUZZ","Your stories on the News. #fullframebuzz","media"
1011,"media","no","media",FALSE,"ClaytorReports","Author/Founder of @blacktrekking / Bilingual freelance reporter / Email: Stephanieclaytor@gmail.com Retweets aren’t endorsements","media"
1012,"media","no","media",FALSE,"DJNYC1","Journalist | SPJ & RTNDA Award Winner | 3x Emmy Nominee | Long-Suffering NY Giants Fan | Brooklyn native | Retweets are NOT endorsements | #BlackPantherStan |","media"
1013,"other-agg","no","media",FALSE,"BirdsUpdate","We deliver the latest Birds news everyday","media"
1014,"media","yes","media",FALSE,"1pascalphilippe","By Pascal Philippe, journalist, former staffer @courrierinter(Paris)
Wilderness and Politics on the Oceans.","media"
1016,"media","no","media",FALSE,"DaleWhiteHT","Dale White is a reporter for the Herald-Tribune Media Group.","media"
1017,"other-agg","no","media",FALSE,"progresivetrend","YOUR NATION & WORLD SOURCE NEWS  
 TRENDING THE NEWS YOU DONT WATCH IN YOUR CABLE TV TWEETS & RETWEETS MY FOLLOWERS POST YOUR OPINION IS IMPORTANT EVERYDAY!","media"
1018,"media","no","media",FALSE,"PghBradford","Good guy. Tries Hard. Loves the game. UFA sports writer. People Magazine Sexiest Man Alive runner-up (1996). Past: 215/610. Present: 412/724.","media"
1019,"media","no","media",FALSE,"RobFinnertyUSA","Don't give up. Don't ever give up. HOST OF WAKE UP AMERICA ON NEWSMAX:flag: United States:","media"
1021,"other-agg","no","media",FALSE,"IslandNS","Island News Service, a liberal voice for Democracy and Human Rights. Tybee Island, GA - Anna Maria Island, FL
Send us your Local Weather info #INSWeatherChat","media"
1022,"other-agg","no","media",FALSE,"dwatchnews","501c3 nonprofit-global news-service, Democracy Watch News covers #democracy #HumanRights #NVConflict #OSIF #PressFreedom #journalism #mediaethics #Environment","media"
1023,"media","no","media",FALSE,"CitrusChronicle","Citrus County's only local news source.","media"
1024,"media","no","media",FALSE,"BayNews9Jeff","Bay News 9 Anchor :television: | Tampa Bay :sun:| Writer :open book: (@WriteLikeUTalk) | Podcast :studio microphone:”Killer Fastball” | #GirlDad | Husband | :crocodile: Grad #UF | Cubs Fan :baseball:️ | Fantasy :baseball:️:american football::trophy:","media"
1025,"media","no","media",FALSE,"Path_ology","Fascinated by the evolving tools of storytelling, I am a journalist, editor and designer tweeting my opinions. Read more of my tweets at @DLDavidson111","media"
1026,"media","no","media",FALSE,"thatchrisford","Assistant News Director, News Channel 8 WFLA | 8 On Your Side | Father, husband, journalist, occasional troublemaker. | Retweets are not endorsements.","media"
1032,"media","no","media",FALSE,"shannonkdelaney","Planning Manager @MyNews13 | Fmr WOFL Assignment Editor & Digital Media | Opinions = my own | NY | :dog: | :envelope with arrow: Shannon.Delaney@charter.com","media"
1037,"media","no","media",FALSE,"_NadineYoung","Journalist• USF Grad •Jeremiah 29:11","media"
1038,"other-agg","no","media",FALSE,"cajunscientific","Providing education, historical information, scientific updates, and news!","media"
1039,"media","no","media",FALSE,"kathyleonsnntv","Anchor and Producer SNN Morning and Midday Edition","media"
1040,"media","no","media",FALSE,"WFLAmark","WFLA-TV serial snooper, muckraker, and writer of wrongs.Mizzou alum and family guy. I’m looking for the next big story. What's yours? mdouglas@wfla.com","media"
1042,"media","no","media",FALSE,"HeatherBaileyTV","Journalist | 3 x Emmy & AP Winning Producer |Opinions are my own | Sports Fanatic | :latin cross:","media"
1043,"media","no","media",FALSE,"LindaHurtadoFOX","reporter/news anchor","media"
1044,"other-agg","no","media",FALSE,"FloridaOracle","News, Sports, Weather and so much more from Florida and beyond.  Visit us at https://t.co/ML5DLV1uF8","media"
1047,"media","no","media",FALSE,"jackiekellytv","Multimedia Journalist | Previously @mysuncoast & @KVRRTV |
Rutgers University Alumni | PA native","media"
1048,"media","no","media",FALSE,"RadioRory","Florida-based National Correspondent for NBC News Radio.  Hear me on WFLA, WIOD, and on the iHeartRadio app!","media"
1049,"media","no","media",FALSE,"TrevorPettiford","Emmy:registered: Award winning broadcast journalist for Spectrum Bay News 9 with a focus on politics in St. Petersburg and affordable housing in Pinellas County.","media"
1050,"media","no","media",FALSE,"taraTV5","@Steelers fan living in #CLE, Emmy winning @wews producer, proud #NEOH native, #Pitt grad, coffee addict, wine lover... oh, and I kinda like @davematthewsbnd","media"
1052,"media","no","media",FALSE,"KLR_Editor","From Elizabeth NJ to Miami FL, with a long layover in DC. Head of News at McClatchy","media"
1053,"media","no","media",FALSE,"JSalomoneTV","Tampa, FL. Reporter @abcactionnews. Sarasota native. USF grad. Want me to look into something? Send me your ideas: julie.salomone@wfts.com","media"
1054,"other-agg","no","media",FALSE,"USRealityCheck","Top #News from the U.S. and around the #World :black small square: RT ≠ endorsement :black small square: #USRC :black small square: https://t.co/Qo8cdHz4qL","media"
1055,"media","no","media",FALSE,"Sentient_Media","Through independent journalism, we're creating awareness of agriculture's impact on the world around us.","media"
1057,"media","no","media",FALSE,"lori_rozsa","Helping the Washington Post cover Florida. We never run out of news in the Sunshine State. :sun:lori.rozsa@washpost.com @washingtonpost","media"
1058,"media","no","media",FALSE,"fcilurso","Planning Editor at Spectrum Bay News 9. News hound who loves sports and classic music.  Any opinions are my own and not necessarily those of my employer.","media"
1062,"media","no","media",FALSE,"GLCMag","North Central Florida’s Top Life Style magazine. Travel, business, super cars, fashion, recipes and more. Keep up with local events and plan your weekend.","media"
1064,"media","no","media",FALSE,"TPPCtv","Pets Teach Us So Much Radio Show hosted by Joseph & Robbin Everett on iTunes. Animal advocates, product influencers.","media"
1067,"media-tourbiz","no","media",FALSE,"TravelPulseCA","Travel industry news, videos and info on cruises,resorts, tours, airlines, destinations.","media"
1068,"media","no","media",FALSE,"newsline","Newsline is Breaking News from Around the World. Official source of news for https://t.co/P1mH8mz3l2","media"
1070,"media","no","media",FALSE,"AlexisTBBJ","Editor-in-chief, Tampa Bay Business Journal | To see my personal feed: @AlexisMuellner Tips/news: amuellner@bizjournals.com","media"
1071,"media","no","media",FALSE,"TheSuncoastNews","Covering local Suncoast news and some national news. Alumna @UofMaryland, Vet @DepNavy. Bringing back Truth In Media!","media"
1073,"media","no","media",FALSE,"alejandromeroTV","Multimedia Journalist. On-air Talent. University of Tampa Alumni. Pro Wrestling Enthusiast. :flag: Mexico:/:flag: United States:. RT/Like not endorsement.","media"
1074,"media","no","media",FALSE,"_jakeira","Florida A&M University Alum :snake: | 1908 | Journalist | @GMA | Opinions are my own.","media"
1075,"media","yes","media",FALSE,"DrDoreenD","Physician/Journalist/Environment; Host One Wonders WWPR1490; Volunteer Vaccinator; Cornell-Communications #LeadOnClimate #Environment #Media #Radio #FollowBack","media"
1076,"gov","no","media",FALSE,"paulvowens","President, 1000 Friends of Florida. Former Orlando Sentinel opinions editor. Stanford University MA journalism. U.S. Senate staffer.","gov"
1077,"media","no","media",FALSE,"craigtimes","THE STATE YOU'RE IN & MANATEE INSANITY both out in paperback now! Other books: NYT bestseller OH, FLORIDA! & CAT TALE. Columnist, Florida Phoenix. Florida man.","media"
1079,"media","yes","media",FALSE,"weatherbryan","Meteorologist, AMS Certified, Emmy awards for coverage of Hurricane Sandy & Irene, Undergrad degree from GT, Graduate degree from MS State.","media"
1080,"media","no","media",FALSE,"TerryWardWriter","Career journalist, Florida-based travel writer, scuba diver, mom. Bylines @CNN @NatGeo @lonelyplanet @AARP @scubadivingmag @CNTraveler On Insta @TerryWardWriter","media"
1081,"media","no","media",FALSE,"Libby0114","Libby Hendren is a producer at 10 Tampa Bay (WTSP) in St. Pete, FL. When she's not producing and writing, she likes to travel. See https://t.co/etW5hN44jQ.","media"
1083,"media","no","media",FALSE,"JeanGruss","I help entrepreneurs tell their stories. News veteran. Diver :diving mask:, runner :man running: I dive @activedivers, volunteer @coralcrf & @medals4mettle, run with @runadic.","media"
1084,"other-agg","no","media",FALSE,"TideAMI","Coverage from multiple news outlets and a variety of local sources to make sure you have ALL the news from around Anna Maria Island Florida. :beach with umbrella:","media"
1085,"other-agg","no","media",FALSE,"miamiinformer","Local Miami News and USA updates from A - Z, that's what you get from us.","media"
1086,"media","no","media",FALSE,"SarasotaMagazin","Sarasota's city magazine.","media"
1087,"media","no","media",FALSE,"McGMaeve","Journalist and podcast producer/writer/editor based in Miami","media"
1088,"media","yes","media",FALSE,"ScottyPowellWX","@WBTWNews13 Meteorologist • @CarolinaWxGroup podcast • Penn State Wx • SMI Meteorologist • NC Native • SC living • App State Alumn • :latin cross: • :flag in hole:️ • :water wave:","media"
1090,"media","no","media",FALSE,"NicCarbon","Freelance Editor Writer Blogger 
#WSET Award in Wines 
#Wine #Lifestyle #Travel #Sarasota #SRQ","media"
1092,"media","no","media",FALSE,"playbackcsrtv","""""PLAYBACK SOCIAL ENTREPRENEURS - an innovative news, business & entertainment program focused on issues of Social Responsibility and Sustainability.""""","media"
1093,"other-agg","yes","media",FALSE,"MicrobesInfo","Tweeting and RT-ing microbiology news, articles and comments relevant to aspects on bacteria, fungi, viruses and other microbes / microorganisms. Microbes are :flexed biceps:","media"
1094,"media","no","media",FALSE,"GabrielleArzola","Reporter at @CBSMiami | Foodie | :dog face: mom | Fluent in croquetas","media"
1098,"media","no","media",FALSE,"helnfitz","Professional journalist, reporter, news editor, editorial page editor with 30 years newspaper experience. Political science grad.","media"
1103,"media","no","media",FALSE,"NoDocumentaries","Writer, journalist, storyteller. Semi-retired trivia geek. Fantasy Football nerd. Aspiring wannabe Tetris master.","media"
1104,"media","no","media",FALSE,"CharlotteSunFla","Newspaper bringing you local breaking news and features for Charlotte County, Fla.","media"
1105,"media","no","media",FALSE,"sun_port","The newspaper of North Port, bringing you breaking news and features from North Port, Fla. #northportnow","media"
1106,"media","no","media",FALSE,"VeniceGondolier","The Venice Gondolier Sun is a twice-weekly newspaper that covers Venice, Fla., and the surrounding communities of Osprey, Laurel and Nokomis.","media"
1108,"media","no","media",FALSE,"BradentonPatch","Local news, alerts, events and more. We're your source for all things Bradenton.","media"
1109,"media","no","media",FALSE,"SarasotaPatch","Local news, alerts, events and more. We’re your source for all things Sarasota.","media"
1110,"other-agg","yes","media",FALSE,"ecobearwitness","Curated real #ecology #climate #environment #ukraine #humanrights #water #ocean #forest #indigenous #renewable #protest #AI #ESG #space #science #peace news","media"
1111,"media","no","media",FALSE,"radiocraigkopp","Radio man, Podcast man, Writer man","media"
1112,"media","no","media",FALSE,"Aunty__Em","10yrs newswriter Citytv; Prior: 15yrs freelance investigative journalist & Cultural Gadfly for analog mags. 15yrs in 'Merka after 35yrs observing from Canada.","media"
1114,"media","no","media",FALSE,"AlexisStargazer","The truth is naturally interesting. That's why I became a reporter.","media"
1115,"media","no","media",FALSE,"PuntaGordaSun","The Punta Gorda Sun is the daily newspaper for Punta Gorda, Florida and the surrounding area.","media"
1116,"media","no","media",FALSE,"Colleen_ham1","8 Time Emmy Award-Winning Producer/Director/Writer. Documentaries. Spent decades as a TV News reporter, producer, executive producer.","media"
1117,"other-agg","yes","media",FALSE,"EnvirHealthNews","Since 2002, Environmental Health News has covered the most important stories on environmental & health issues every day. Newsletters: https://t.co/xhlk4i5P3j","media"
1119,"media","no","media",FALSE,"Steph_Colombini","Health reporter for WUSF Public Media, Tampa Bay’s NPR station. Still a New Yorker. Live for live music! She/her","media"
1120,"media","yes","media",FALSE,"CoastalNews365","Coastal News Today & the American Shoreline Podcast Network. Daily news, podcasts, analysis, and stories for coastal and ocean citizens :palm tree::palm tree:","media"
1121,"media","no","media",FALSE,"Reportographer","I cover Manatee County news for the Sarasota Herald-Tribune, and anything else in Florida they let me write about!","media"
1122,"media","no","media",FALSE,"djinisinabottle","Rome-based reporter. Contributor @smithsonianmag.
Writing in @teenvogue @nytimes @natgeo @glamourmag + more.
Say :waving hand:: elizabeth@grafonwritingco.com.","media"
1124,"media","no","media",FALSE,"cyndilenz","Award winning documentary filmmaker, photographer, psychrn, crazed river warrior of the Indian River Lagoon. Editor & trouble maker at https://t.co/oyrEAwZCNa","media"
1127,"media","no","media",FALSE,"WDBOtraffic","Giving you triple team coverage of traffic every 6 minutes in the morning on Orlando's Morning News, & updates throughout the day.","media"
1128,"media","no","media",FALSE,"CharlieGotSazon",":optical disk: curating @AnnexMiami ++++ @Proibidae305 :house: Resident Selector The Boombox Miami :microphone: Host of """"For The Record"""" on @MCR_Radio :admission tickets: https://t.co/3KkUrQmyrR USA","media"
1130,"media","no","media",FALSE,"StandForBetter","Producer of The @goodtroubleshow.  Subscribe on YouTube at:  https://t.co/CKCDdfRuiY…","media"
1134,"media","no","media",FALSE,"KeyWestGwen","Covering the Florida Keys for @WLRN. All-purpose reporter with a standup comedy side hustle @comedykeywest. gfilosa@wlrnnews.org https://t.co/Am0xin6wBA","media"
1136,"media","no","media",FALSE,"DylanAbad13","WFLA Digital Content Producer","media"
1137,"media","no","media",FALSE,"haltman","Senior staff writer for @thewarzonewire, former MilitaryTimes senior managing editor, military reporter @TB_Times","media"
1138,"media","no","media",FALSE,"ValezkaSNN","Reporter - Multimedia Journalist @SNNTV | @USouthFlorida Alum | #GoBolts | :high voltage:️:collision:","media"
1139,"media","yes","media",FALSE,"TCPEnvironment","Breaking and in-depth environment coverage from @TCPalm journalists along Florida’s Treasure Coast :deciduous tree:","media"
1141,"media","yes","media",FALSE,"garyglx5","Chicago - Great Lakes Now, an initiative of Detroit Public TV. Occasionally, book reviews. No expectations. No awards. Tweets, mine.","media"
1143,"media","no","media",FALSE,"Wendilanetv","TV Reporter @wfts Iowa grown #GoHawks in Florida, loves animals, dogs, cooking #vegan, wine, travel, and trying to make a positive difference in the world.","media"
1144,"other-agg","no","media",FALSE,"PulpNews","The Fastest Crime News Updates on the Planet!","media"
1145,"media","no","media",FALSE,"PalmHarborPatch","Local news, alerts, events and more. We’re your source for all things Palm Harbor.","media"
1146,"media","no","media",FALSE,"LargoPatch","Local news, alerts, events and more. We’re your source for all things Largo.","media"
1147,"media","no","media",FALSE,"DunedinPatch","Local news, alerts, events and more. We’re your source for all things Dunedin.","media"
1148,"media","no","media",FALSE,"SouthTampaPatch","Local news, alerts, events and more. We’re your source for all things South Tampa.","media"
1149,"media","no","media",FALSE,"GulfportPatch","Local news, alerts, events and more. We’re your source for all things Gulfport.","media"
1150,"media","no","media",FALSE,"SemHeightsPatch","Local news, alerts, events and more. We’re your source for all things Seminole Heights.","media"
1151,"media","no","media",FALSE,"SHarborPatch","Local news, alerts, events and more. We’re your source for all things Safety Harbor.","media"
1152,"media","no","media",FALSE,"EastLakePatch","Local news, alerts, events and more. We’re your source for all things East Lake.","media"
1153,"media","no","media",FALSE,"LutzFLPatch","Local news, alerts, events and more. We’re your source for all things Lutz.","media"
1154,"media","no","media",FALSE,"PinellasPatch","Local news, alerts, events and more. We're your source for all things Pinellas.","media"
1156,"media","no","media",FALSE,"danuscripts","Associate Editor, Trending & Features @hearstcmg. I like motorbikes and books. Let’s watch a star war. RT ≠ endorsement. Tips: Daniel.Figueroa@hearstmediact.com","media"
1157,"media","no","media",FALSE,"TarponSprgPatch","Local news, alerts, events and more. We’re your source for all things Tarpon Springs.","media"
1159,"media","no","media",FALSE,"topgreyhound","40 years parimutuel industry including Greyhound trainer, sports writer and on-air handicapper. Avid greyhound adoption promoter. No fake news. just the facts.","media"
1161,"gov","no","media",FALSE,"PinellasGov","Pinellas County government's latest news, events, photos, video and general information. We're on the #GulfOfMexico and #TampaBay on the west coast of #Florida.","gov"
1163,"media","no","media",FALSE,"ProducerJackie","(she/her) Born & raised FL woman. Gator Grad & @CNN Line Producer. Just trying to visit all 7 continents.","media"
1166,"media","no","media",FALSE,"ChampaBayMel","Tampa girl:palm tree:Love our FL beaches:sun:Dog mom Longtime @WFLA Anchor • @LSU wife/@UF hubs Positivity• Say hi:backhand index pointing down: I:red heart:@TBLightning @Buccaneers melaniekmichael@gmail.com","media"
1167,"other-agg","no","media",FALSE,"Plaguelizer","The most trending news about the Plague app as collected by Trendolizer","media"
