"username","description","hand.label_simplified"
"AndyParas","News Director, @fox55fortwayne. """"May or may not be notable"""" Past: @mycbs4 @abcnews4 @postandcourier. @ballstate alum. Welcome great story ideas: aparas@wfft.com","media"
"elizabarclay","Climate editor @nytopinion. Formerly: science, health, and climate editor @voxdotcom.","media"
"JMatter_TV","Anchor + Reporter at @fox5dc, @UNCHussman Alum, Miss NC Intl 2016, veteran advocate, dog mom, coffee lover, -RTs ≠endorsement","media"
"GarofaloWX","Award-Winning Sr. Meteorologist & Space/Science Correspondent at News 12☀️ Singer 🎶 #DresstheWX *OPINIONS MY OWN* #RocketGirl LIBN 2022 """"Top 40 Under 40""""","media"
"RebeccaABC7","News Reporter for ABC7’s @mysuncoast! Story idea? Send tips to rfernandez@wwsb.tv","media"
"PBPoliticsFins","Politics and Business Editor of the Palm Beach Post https://t.co/VmqbHOWYzA","media"
"CallieKhouri","Writer, Director, Producer, Appreciative listener.
https://t.co/rZphQMVBR6","other"
"Fox13Politics","Craig Patrick is Political Editor & Chief Investigator of FOX 13 Tampa Bay.","media"
"KevinWhitelaw1","Brussels bureau chief, Bloomberg News. Previous stints at CQ, NPR, US News & World Report.","media"
"Chemnipot","EPA climate change reporter with E&ENews. I also cover the UNFCCC.","media"
"JoelKirkland2","Enterprise editor for @eenewsupdates @politico. Climate, energy, technology, public health. Dad. Chicago-born. Writing it down.","media"
"ManuelQ","Editor of E&E Daily @EENewsUpdates. Former public radio, @ABC13News, @ABC17News. @AmericanU @Mizzou @sesolion","media"
"KevinBogardus","@EENewsUpdates reporter covering agencies. Loves ML, Iz, Mac, FOIA, FARA, LDA, QPR & @penguild Retweets ≠ endorsements. Story tips? Ping kbogardus at https://t.co/D2jnMyO6Lt","media"
"LisaGreenbergTV","Morning Anchor @Fox4Now, SWFL • Emmy-nominated, hometown journalist • @UF grad • sushi lover • I sing 24/7 • tip? wanna be pals? -- lisa.greenberg@fox4now.com","media"
"TheDailyFray","Land, water, air, space. Motion. Editor for https://t.co/IAja233rh5; multimedia editor for Sarasota @heraldtribune. Member of the Society of Environmental Journalists.","media"
"rchristiepbp","Executive Editor of The Palm Beach Post; Deputy Regional Editor for USAT Network-Florida. I LOVE news! ... Tweet @ me! BTW, retweets are NOT an endorsement.","media"
"jaxdotcom","Sharing the latest news and information from The Florida Times-Union and https://t.co/KGFlby7PeC. Follow @LOCALiQJax for media and marketing solutions.","media"
"PaulRogersSJMN","Journalist covering environmental and science news for the San Jose Mercury News.","media"
"HT_GunWriter","Chief editor of @2AFDN Investigative Journalism Project, former newspaperman, tactical shooter, Army vet, ex-LEO, 1*, Rum snob.    
https://t.co/N0qCqGxIns","media"
"emily_lecoz","Investigations @USATODAY. Past Deputy I-Team Editor @HeraldTribune. Wisconsin. France. Mississippi. Florida.","media"
"vboey","Reporter for FOX Orlando, Wife, President of AAJA FL, Journalism Mentor, Orange Cty Asian Committee member. Opinions are my own. Retweets are not endorsements.","media"
"garywhite13","Reporter at The Ledger. Fla. native. Newsroom leader for @newsguild. Retweets don't imply agreement. News tips: gary.white@theledger.com or 863-802-7518.","media"
"NewsbySmiley","Washington editor for @MiamiHerald and @McClatchy. There's always a Florida connection. Tips at dsmiley@miamiherald.com 305-376-2284","media"
"hannahwinston","journalist testing the west coast waters | she/her | previously: @pbpost, @UF, and many more | Floridian in the PNW | say hi: hannahwinston (at) gmail 👋","media"
"AMontgomery_998","VP of Audio @Slate. Ex @NPR. Journalist, writer, citizen, mom of a beautiful autistic kid. She/her. All opinions mine. All facts matter.","media"
"ThuyLanNews","She/her. Wisconsinite. Two parts, one name.
Assistant news director @wbir. 
Previous stops in Tampa, Buffalo, Bakersfield. @cronkite_asu alum.","media"
"DaniCHurtado_","@ABC13houston journalist.🎥 @UFJSchool Grad. 🐊 Former: @mysuncoast @KFYRTV @WUFTNews Have a tip? Daniela.C.Hurtado@abc.com ❤️: 🇻🇪🇺🇸","media"
"hakaimagazine","An award-winning online magazine connecting you with stories about science and societies from coasts around the world. 🌊 (“HACK-eye"""")","media"
"therealjsolo","Capitol bureau reporter for the @timesunion","media"
"MadisonAlworth","Correspondent @FoxBusiness. Previously @10TampaBay, @cheddar, @TODAYshow. Yale Class of 2015, Co-founder and former editor of YTV","media"
"RBrown_HTOpin","Opinion Editor for the Sarasota Herald-Tribune. A Cleveland, OH native who loves the Jacksonville Jaguars and Man United. roger.brown@heraldtribune.com","media"
"SteveBenderWx","Girl dad • FOX Weather Meteorologist/Correspondent • Outdoor Junkie • Nature and Wildlife Nerd | Story ideas: steve.bender@fox.com","media"
"WFLAWalt","Investigative reporter for WFLA in Tampa. Searching for the ghost of Tom Joad. Send tips to wbuteau@wfla.com","media"
"hannah_dineen","@10TampaBay Nightside reporter • Previously @NEWSCENTERMaine • EMMY nominated storyteller • Colby College alumn • Washed-up ice hockey player","media"
"SamDiazReporter","Reporter for @telemundo49. Covering #Manatee & #Sarasota. Storyteller. Tealover. RTs ≠ endorsements. | Periodista. Hija de la Blanqui y LeLoLai born & raised.","media"
"AShipleyWX","@fox4now Meteorologist|Retired Student-Athlete|@FloridaTech Alumni|FMR @cbs4rgv, @KEZI9, & @NewsCenter1|Jesus+Nothing=Everything","media"
"TrentAricTV","Morning Meteorologist at @Fox4Now in Southwest Florida. Outdoor Enthusiast and Nature Lover. Father to a 5 year old ball of energy.","media"
"JacquiJerasTV","On-Camera Meteorologist: The Weather Channel. 
Love weather, space, and chocolate. Runner, Mom, Midwest roots. 
 CBM & NWA seals.","media"
"wsls","Thank you for stopping by @WSLS -- the place to go for local stories, the latest breaking news, weather updates, sports and more. 
Email: news@wsls.com","media"
"steflugli","journalist @theklc journal & @planetavenuson 📰🕵🏼‍♀️ kenji’s mom 🐾 🇻🇪 she/hers","media"
"KatieWallsTV","Two-time Emmy winner | AMS Certified Meteorologist | Meteorology Degrees from FSU & Penn State | Mom & Wife | 0 Tolerance for Trolling/Insults/Cursing","media"
"chrisearlSWFL","6/10/11 pm Anchor, @Fox4Now in SWFL after 25 years in IA-WI-MN-KS stations.  Wisconsin ‘97.  3x novelist. Ian survivor, decent chef, meh tennis player.","media"
"NatalieWTSP","📺 Meteorologist on @10TampaBay | 6 & 11pm on #Nightside","media"
"Omar_fromPR","breaking news reporter via @miamiherald (Sun-Thu, p.m.) - orodriguezortiz@miamiherald.com | text: (305) 376-2218 @oneheraldguild 🇵🇷","media"
"billritter7","Anchor at Eyewitness News on Channel 7 WABC-TV in New York City. Re-Tweets are not endorsements #RealNews","media"
"kslnewsradio","Utah's #1 radio station. Stream live at https://t.co/QIu8QvnnAN. Send story ideas to digitalcontentradio@bonneville.com. Text NEWS to 57500 for breaking news updates","media"
"KwallevandWDAY","WDAY TV News Reporter since 1983. Journalism Adjunct at MSUM. Proud Otter Tail Co. native. National Edward R. Murrow Awards and Emmys for doc/special projects.","media"
"GrayHall6abc","Emmy Award winning Anchor/Reporter","media"
"JMichaelsNews","National Correspondent @weatherchannel • Whisk(e)y Enthusiast • Sailor • ‘JMichaelsNews’ On All Social Media • Connect: Justin.Michaels@weathergroup.com","media"
"JerryWVTM13","Chief Meteorologist at @WVTM13. Arrived here back in July of 1987, Still loving Birmingham and Alabama! Links and RTs aren't endorsements. Opinions are my own.","media"
"WVTM13","#WVTM13, your home for central Alabama breaking news, sports and weather.","media"
"johnupton","@ClimateCentral editor — collaborating with scientists and with local newsrooms, coproducing print, digital, radio and TV features informed by new climate data.","media"
"WFLAKeith","WFLA TV News Anchor/Reporter","media"
"ChloeNordquist","@ScrippsNews National Journalist, based in CO | @Cronkite_ASU Grad | Adventurer | Often found w/ camera, caffeine & skis | chloe.nordquist@scripps.com","media"
"ryanegorman","Morning show host on @WFLANews. Host of iHeartRadio Communities and national news events for @iHeartRadio. 🎙 🇺🇸","media"
"BrionaArradondo","Weekend PM Anchor & PM Reporter for @Fox13news | Emmy-winning journalist | Atlanta native | @berrycollege @AmericanU alum | Consumer of many pop culture fandoms","media"
"RobbinSimmons7","Mother| Anchor/Reporter| 🇺🇸/🇮🇹| Emmy winner| @WSVN @uiowa/@MedillSchool| IG:@RobbinSimmons7💕💚","media"
"alisonannyoung","Curtis B. Hurley Chair in Public Affairs Reporting, Missouri School of Journalism DC Program + investigative reporter alisonyoungreports@gmail.com DM for Signal","acad"
"billscher","Politics Editor for the Washington @Monthly. Also, contributor @politico @realclearnews, @DMZShow, When America Worked podcast. (Avi by @Jess_Sassenach.)","media"
"TomoNewsUS","Your best source for animated news.","media"
"MBakerTBTimes","College football reporter for the Tampa Bay Times. Indiana native. Northwestern grad. AP Top 25 & Heisman voter. mbaker@tampabay.com","media"
"KatieLSanders","@politifact managing editor, based at @poynter","media"
"Desi_Stennett","Senior Reporter @orlandosentinel writing about race, identity and inequality. Reach me: dstennett@orlandosentinel.com FAMU grad. She/Her.","media"
"PNS_FL","We're an independent news service. Our stories examine the effects of policy on areas that often receive too little coverage. https://t.co/Q3hBzCVNbj","media"
"PNS_News","Public News Service, a Certified B Corporation, lifts voices often unheard in mainstream media to 50 million+ news lovers per week. #NewsThatMatters","media"
"microsoftnews","Trusted news from the world's best journalists.","media"
"gelles","Executive Producer @MeetThePress","media"
"Jackson_Dill","Meteorologist at @WSVN 7 News || Former: @CNN || University of Miami Alumnus 🙌 || New Englander turned Floridian","media"
"TimesDan","Courts and criminal justice reporter for the @TB_Times. Storyteller. Trial watcher. Submitter of public records requests. Man about town. I hate Twitter.","media"
"HMNorthey","Reporter @POLITICO's E&E News covering 'critical' mining, EVs, water. Michigander. Fmly @LSJNews, @MichiganRadio, @ICFJ, @KnightCenter. hnorthey@eenews.net","media"
"ijournal","We've got property/casualty insurance news covered. We are the highest P/C news site in the world.","media"
"Whitleyweather","Chief Meteorologist @wmbbtv, Follower of Christ. Opinions are my own.","media"
"meghabuda","👩‍💻 Senior Engagement Editor, @TB_Times. 🥪 Formerly: Food and Drink Editor, @cl_tampabay. Views are mine.","media"
"DaylinaMiller","Journalist @NPR @WUSF | nonbinary | queer | member of @TransJa | ADHD | #KidneyDonor 💚 | tabletop gamer | horror enthusiast | atheist witch","media"
"producedbylex","journalist | @FAMU_1887 alumna | previously @greenvillenews @tennessean |","media"
"RobAbramowitz","Broadcaster: @NYCFC & @NYJets radio, @NFLonCBS, @EspecialistasDD HBO +. Ex-ESPN Dep/Int & Radio. Gringo de nacimiento, chilango de corazón. https://t.co/m0R2HzUl8Y","media"
"Cindy_Banyai_FL","Host of Dr. Cindy Speaks on Big Mouth Media | 2022 Democratic Nominee US House of Representatives #FL19 #OurWater #OurHealth #OurCommunity | Official Page","media"
"sportsguymarv","📺Journalism is MY 🅿️urpose | https://t.co/XpY3zkFatW | Ω Ψ Φ 💜⚡️ | 2x AP Award winning journo | LEHG😮 | RTs aren’t endorsements|📍478 🎤 | 👟head","media"
"MJVentrice","PhD 🌴 Meteorologist | Software Engineer | Energy & Commodities | Co-Founder @FFWeatherGuys | Gamer @Twitch https://t.co/Exo72kWRUu | Girl Dad | My thoughts only","other"
"wattsupbrent","Chief Meteorologist at WDBJ7.  Science communicator 🎅🏻Christmas baby 👈🏻Southpaw🎹Pianist 🥁Drummer🥃Tea Obsessed🏖Travel⛵️Paddling","media"
"ABC6","ABC6 provides news coverage that connects Southern New Englanders to helpful, trustworthy, and balanced information about the issues impacting our community.","media"
"jadewalker","Journalist. Editor of A Bit of Good News. Previously @nytimes, @ap, @huffpost. I write and break news... mostly at night. She/her. https://t.co/sE3AS1GdTQ","media"
"Ellen_E_Clarke","Assistant Managing Editor for features, visuals and production. @Tb_Times. Top result when you Google permullet and okay with it.","media"
"McFeely_Inforum","Columnist for @inforum. Host of """"The Mike McFeely Mess"""" podcast. Tips: Open DMs or mmcfeely@forumcomm.com","media"
"MediaCamille","senior editor @CBSNews. founder of Write Knox Press. author of """"The Sweetest Fruit,"""" available @amazon. wife + #boymom. @michiganstateu grad. runner.","media"
"annenbcnews","Chief Environmental Affairs Correspondent, NBC News. Proud alumna of the University of Notre Dame. Bostonian/Detroiter/Brussels ex-pat living in NYC.","media"
"DaveOFox13","Morning meteorologist for Good Day Tampa Bay.","media"
"WAOW","Welcome to News 9 WAOW's Twitter account. Email your news tips to news@waow.com. News for you from Wausau and central Wisconsin.","media"
"BrandonOrrWPLG","Certified broadcast meteorologist at @WPLGLocal10 in Miami, FL.","media"
"RachelFine","Host of #FineTime & #AskHoward for Howard Stern's @HowardTV, cast of @travelchannel's #ParanormalPaparazzi, @HuffingtonPost writer, @GetShittens owner","media"
"fox6now","WITI-TV FOX6 News in Milwaukee. Our Twitter account is managed by the FOX6 News Digital Team. Have a news tip? E-mail fox6news@fox.com.","media"
"tvNewsChristina","•COO, J Comm,Inc•Director of Outreach & Awareness-Jordan’s Guardian Angels•Advocate•2x Emmy Award Winning Journalist•Former CBS13 Anchor•Wife & Mommy•","media"
"WNEMTV5news","WNEM TV5 News -- Coverage You Can Count On","media"
"TonyFrangieM","Venezuelan-Lebanese journalist and polisci (BU 21). Bylines: @Politico, @Business, @theEconomist, @ForeignPolicy, others. Subscribe to Venezuela Weekly 👇🏻🥭","media"
"JeffWeinerOS","@OrlandoSentinel local news director. Tortured Jets fan. UCF alum. Email: jeweiner@orlandosentinel.com. DM for Signal.","media"
"TCPalmHasert","Visuals multimedia journalist for Treasure Coast Newspapers and @TCPalm, Part of the @USATodayNetwork @gannett","media"
"codonnell_Times","Health and medicine reporter for The Tampa Bay Times and as English as fish and chips. Millwall, Celtic, Barcelona.","media"
"mb_dahlstrom","Environment Editor @YahooNewsAU. Living on Gadigal land. Registered native bird carer. Views are my own. he/his michael.dahlstrom@yahooinc.com","media"
"tperry518","Former @CBSNews White House Reporter covering all things @VP | @uva ‘13 💙🧡 perryti@cbsnews.com","media"
"jacksongosnell","19 y/o news guy. I help keep people informed. Visit my website!","media"
"PamelaFalk","CBS News Correspondent ~ J.D. ColumbiaLaw ~ CBS News-CBS Radio-CBS Sports ~ PhD NYU ~ Complutense UMadrid https://t.co/Fy3XtacpR7","media"
"KristenWeather","Meteorologist @tmj4 in SE Wisconsin. Lover of cats. @ualr & @msstate graduate. @nwas Sealholder.","media"
"Nate_HH","Meteorologist @SpecNews1Triad in Raleigh/Greensboro. Weather contributor/editor @DFITakeover. Weather geek, sports fanatic, proud FSU alum. CBM #653","media"
"alana_austin","Washington Correspondent for @GrayDCnews covering the White House & Congress for 91 TV markets","media"
"malbertnews","Chief National Investigative Correspondent, @HearstTV; Peabody Award winner; fmr @CBSNews; @SAGAFTRA; Mail: 1100 13th St NW 950, DC 20005; malbert@hearst.com","media"
"micheleari","Great grand daughter of the tailor to last Russian Czar. New Music w/John Ashton The Psychedelic Furs. Peripatetic. Press/Radio presspufferfish@gmail.com","other"
"CNNValencia","@CNN Correspondent. @ATLPressClub TV Reporter of Year 2020 @USCAnnenberg Alum. Founder #LatinoMediaAllStars. Born & raised in NELA #EagleRock 🦅✝️","media"
"justrunfuller","Trail & Ultra Running. Host of the Florida Trail Runners Podcast (@ftrunnerspod), and Race Director for @SkunkApeEvents!","other"
"AngelinaWTSP","Anchor/Reporter @10TampaBay | Find me Weekend #Brightside - Weekday #Nightside 📺 | @EmersonCollege Alum | Hablo Español 🇩🇴 | 📧 ASalcedo@10TampaBay.com","media"
"jimstinson","Reporter, writer, biz freelance. Former White House reporter. BSBA, Boston Univ., MAJ, Indiana Univ. ... RTs = news. First Amendment absolutist.","media"
"DavidsonHiers","In prog, “Bad Farmer”🌈 FL journo/horse fan 🐎 • @EdWriters • @TheNation • @BitterSouth • @TheFlamingoMag • @TDonline • @USATODAY • Manage @Student_Bylines","media"
"WFLANews","Tampa Bay's latest news and information. Listen anywhere on @iheartradio.","media"
"Tampa_Live","Enjoy the Tampa news.","media"
"SamPutterman","Covering misinformation @PolitiFact. Former: @Bradentonherald @TB_Times. Fan of dogs, coffee, news & dogs. Tips: sputterman@poynter.org","media"
"vdeanfla","Freelance writer and editor for @HeraldTribune, Bluegrass Unlimited and @RoughReadymedia. Loves news, bluegrass music, Tampa Bay Rays. Florida halfback.","media"
"DanHenryWeather","Meteorologist at Metro Wx Service. M.S. Applied Meteorology @msstate. Seen/heard: @FloridaStorms, @SNNTV, @NPR Not @Fox4Weather but he seems nice","media"
"RBallogg","writing || curating the curious || news reporter and feature writer @BradentonHerald || Tips: rballogg@bradenton.com","media"
"ami_islander","Award-winning community weekly newspaper on Anna Maria Island, Fla. Best news since 1992.","media"
"UncensoredScoop","Covering news impacting Sarasota county, National news, and international news","media"
"carioka411","Weather News History Travel","other"
"JustinMosely","WSNN-TV Chief Meteorologist, AMS Approved, Floridian, covering the weather for over a decade on Florida's Suncoast! @SNNTV","media"
"SamanthaSonner","Morning News Producer | @NewhouseSU Broadcast and Digital Journalist Alum | Always looking for a good story | RT's are not endorsements","media"
"ChristiWomack","Writer and editor @meetmiles, USF alumna & Bulls fan, proud Rotarian, vegetarian, advocate for black cats.","media"
"FLNewsHeadlines","Trending news from The Sunshine State 
https://t.co/NSQnKqhTlB 
https://t.co/d5MDCptNyw","media"
"JakePetersonTV","News Director WXLV","media"
"weatherchaser5","BS Atmospheric Science - Ohio State, Meteorologist, Storm Chaser, Structure Hipster, Photographer and lover of all things travel. Grand Optimist","media"
"gatorpk321","Daily horseplayer. 2X NHC qualifier 2023. First-Party Plaintiff Insurance Attorney. Nationwide Policy and Insurance Coverage Consultant. Sober 4/14/21.","other"
"NewsUpdate24Ext","We bring news and information from many sources also here on extra. Warning: Ongoing News Are Developing And Information May Change When The Situation Calm Down","media"
"photonuttt","We are flooded with liberal news everywhere, here is the flip side of the issues.","media"
"vinmannix","After nearly 50 years in journalism in Florida, this ol' Lakeland Muskie is retired, but keeping his hand in writing.","other"
"nocovfefe","Wish to be reincarnated as an investigative journalist. Equality! Paying attention. Resistance, persistence... resilience. Black lives matter.","other"
"SimplySCrafts","Fighting #MS | ‘FORMER’ Digital Producer with: @theweatherchanel @Fox5atl | NBC & ABC in 2008 | Autism Advocate | https://t.co/tl5ifNd4Eu","other"
"NancyCa83503222","Snarky Nurse . Happily married for 28 years . Semi political with shades of reality TV . No DM's please.
Follow me, I'll follow you!!","other"
"TB_TimesCurso","Photography Director of News & Sports for @TB_Times photojournalist, father, husband, grandfather and all around good guy. @csuf alum","media"
"ObserverGroup","Your source for neighborhood news in Sarasota/Siesta Key, Longboat Key and East County.

https://t.co/eaf1UvWH5L","media"
"felixveganews","Journalist | Legal Correspondent | Attorney | USF Criminology Graduate #GoBulls | Manhattan is my 2nd home | Raised in Florida | Born in Red Bank, New Jersey","media"
"JenniferKveglis","The K is silent 🤫 • @NBC2/@ABC7 Reporter","media"
"KyleSasserRE","Tampa Bay Realtor and Home Expert, host of Great Things Tampa Bay podcast.","other"
"TeslaBernard","Retired. Former Television Reporter, Meteorologist, Drone Pilot for News Channel 8 in Tampa, FL. Former Tesla Advisor. Plays Pickleball and Tennis.","other"
"TampaBaysJulie","Wife|Dog Mom|Realtor|Meteorologist #ILoveTampaBay #AdoptDontShop","media"
"MelissaHarmon1","Emmy winning producer & storyteller. Loves public media, mangoes, & vintage Pyrex. Daughter of a garage sailing goddess. Rts & ❤️ ≠ endorsement","media"
"WFLANightPhotog","Here giving you the News you need First!! WLFA's overnight Photojournalist. TRUST ME IM ALWAYS FIRST!!!!! AKA Night Crawler","media"
"greatthingstb","Listen to my show on our website, iTunes, Spotify and i❤️Radio for: 🍣🍛🍰🌮🍕Great Eats 🏟🏖Great Places and Great People 💃🏾in Greater Tampa Bay!","tourbiz"
"caputo_felecia","Loves supernatural tv show on CW ,America and dogs","other"
"JCBua","WH Correspondent Reel Political News https://t.co/xBAt9AyuIe @BillClinton Admin Comm Dir; Fmr @SkyNews; Adj Prof @CUAPolitics Fmr Adj @Georgetown SFS","media"
"ATISH_WTSP","Executive Producer - @10TampaBay, @CBS. 22 years in TB. VP, @AAJA Florida. Journalist, content creator, team leader. Proud dad.","media"
"laurenverno","Emmy award winning journalist turned cyber defender.","other"
"BRhodes83","@ColoradoStateU grad - Former producer at @10TampaBay and @koaa - PR pro - Sports enthusiast - Fluent in Emoji/Gif - Handstands - Tweets/RT's are my own opinion","other"
"pdorsey","Incoming Publisher @theNewMexican - Frmr Pub: @Statesman, @HeraldTribune, @TDOnline. Support ur local newspaper. Enjoying adventure w/ my love Kecia","media"
"Tampa_NC","Updated Tampa news,sports,


weather,entertainment,politics


and business information.","media"
"tigermacri","I am a small town man who enjoys classic television, Animals, and Computers.","other"
"blamarre","Meteorologist-in-Charge National Weather Service @NWSTampaBay #NWS #NOAA #weather #science #leadership #WaldenU #oceans #flwx #Florida #GulfofMexico #WestConn","media"
"kathidiamant","Author of Kafka's Last Love, Director of the Kafka Project, Actress, TV broadcaster, obsessed with Franz Kafka, who can change your life. In a good way.","other"
"premmell","Patty McCabe-Remmel
Citizen. Editor. Boomer.
I saw all the good bands first.","other"
"ktesk1","Guitarist time 2 time  -Everyday is a GIFT •Steve Clark fan ! Family , Sports, Sports Radio& Sopranos Fanatic •aliases JohnVolsBB","other"
"ScharkieChamp","▶ L♥ve competitive fishing

▶ Follow pro tournament news

▶ L♥ve the Champion in all of us!

  Everybody says, ʻHiʼ  scharkiechamp@gmail.com","other"
"L_A_theRiver","Journaliste @TVASports ⚜️ / @AP Radio 🇺🇸. Bilingual dude in the MTL media jungle. Musique geek. Tweets 50-50, n’engagent que moi.","media"
"tonyv561","South Florida husband and dad. 
Breaking News, Local Reporters and Weather. 
Politicians, Police, Dogs and Babies.","other"
"laura711hender","Proud mom who likes reality TV a bit too much!","other"
"TCI_News","News and events in the Turks and Caicos Islands - 2 groups of islands in the Lucayan Archipelago and part of the Antilles islands. Photos copyright protected.","media"
"FULLFRAMEBUZZ","Your stories on the News. #fullframebuzz","media"
"jasminow","8 ___________✍🏻️ Painter-Art💜Animal lover 🐾🐾 MSU- 🎬🎥 Producer . Blue ticks are lame https://t.co/lJ3c3UwnzC","other"
"FOX13careforce","Helping out and giving back all across the Tampa Bay area. Backed by the power of FOX 13 News.","other"
"ClaytorReports","Author/Founder of @blacktrekking / Bilingual freelance reporter / Email: Stephanieclaytor@gmail.com Retweets aren’t endorsements","media"
"DJNYC1","Journalist | SPJ & RTNDA Award Winner | 3x Emmy Nominee | Long-Suffering NY Giants Fan | Brooklyn native | Retweets are NOT endorsements | #BlackPantherStan |","media"
"BirdsUpdate","We deliver the latest Birds news everyday","media"
"1pascalphilippe","By Pascal Philippe, journalist, former staffer @courrierinter(Paris)
Wilderness and Politics on the Oceans.","media"
"BertMoreno100","Proud Cuban American whose parents immigrated to the US legally. Journalism is dead! Cable outlets, legacy networks and print media are a joke! 90% Democrats.","other"
"DaleWhiteHT","Dale White is a reporter for the Herald-Tribune Media Group.","media"
"progresivetrend","YOUR NATION & WORLD SOURCE NEWS  
 TRENDING THE NEWS YOU DONT WATCH IN YOUR CABLE TV TWEETS & RETWEETS MY FOLLOWERS POST YOUR OPINION IS IMPORTANT EVERYDAY!","media"
"PghBradford","Good guy. Tries Hard. Loves the game. UFA sports writer. People Magazine Sexiest Man Alive runner-up (1996). Past: 215/610. Present: 412/724.","media"
"RobFinnertyUSA","Don't give up. Don't ever give up. HOST OF WAKE UP AMERICA ON NEWSMAX🇺🇸","media"
"XtyMiller","Mom | Grandma | Trauma Warrior 🌺 Sharing peace, love, music, nature, quotes & news with the world. #Maui #NorCal #cPTSD #MentalHealth #Psychology #iSpeakMyMind","other"
"IslandNS","Island News Service, a liberal voice for Democracy and Human Rights. Tybee Island, GA - Anna Maria Island, FL
Send us your Local Weather info #INSWeatherChat","media"
"dwatchnews","501c3 nonprofit-global news-service, Democracy Watch News covers #democracy #HumanRights #NVConflict #OSIF #PressFreedom #journalism #mediaethics #Environment","media"
"CitrusChronicle","Citrus County's only local news source.","media"
"BayNews9Jeff","Bay News 9 Anchor 📺 | Tampa Bay ☀️| Writer 📖 (@WriteLikeUTalk) | Podcast 🎙”Killer Fastball” | #GirlDad | Husband | 🐊 Grad #UF | Cubs Fan ⚾️ | Fantasy ⚾️🏈🏆","media"
"Path_ology","Fascinated by the evolving tools of storytelling, I am a journalist, editor and designer tweeting my opinions. Read more of my tweets at @DLDavidson111","media"
"thatchrisford","Assistant News Director, News Channel 8 WFLA | 8 On Your Side | Father, husband, journalist, occasional troublemaker. | Retweets are not endorsements.","media"
"raspmarytea","We lose ourselves in the things we love, we find ourselves there too. News junkie & pop culture fan. 📚⚽️🎶📺🎮🐕🌿🍄🏳️‍🌈🏳️‍⚧️","other"
"WMN4SRVL","Best in feminist, pro-LGBT, anti-nuclear, anti-racist, anti-capitalist, & environmental news and activism from around the world & web. #Resistance #AZ #UK🌵","other"
"TerriE1001","CUNY alumni, Software Engineer - Retired

- Brooklyn, NYC girl 
- Member of https://t.co/qetKUaJlXx 
- Moderate news junkie 

#TheResistance
#BLM","other"
"Yo_AdrianG","TV | Film | Music Videos | 🏳️‍🌈 | He/Him","other"
"dpfrazier22","Psychic Medium Paranormal group Animal Rescuer Founder of Spiritlight .We Talk to Spirits! Native Weddings,Haunted Tours,On My Ghost Story A&E,Reiki,Minister","other"
"shannonkdelaney","Planning Manager @MyNews13 | Fmr WOFL Assignment Editor & Digital Media | Opinions = my own | NY | 🐕 | 📩 Shannon.Delaney@charter.com","media"
"MichelleDelNigr","Watches too much TV ❤️ Believes in ghosts ❤️ #CountryMusic ❤️#BRAVO ❤️ #Days ❤️
Most of all my spoiled rotten #Yorkie #Gizzy💕🐾
Visit me #Poshmark @gizzysmom67","other"
"JoeBugBuster","Technologist, Blogger, Writer. 

#NostalgiaChat co-founder & host: Sundays, 4 PM PT, Midnight UTC.","other"
"KZazula","love current news. especially when it pertains to humanity. and animals and just being the best person I can. love my soaps. not guilty pleasure lol cookin","other"
"CrazyCatLadyFL","STAR-FLEET Verified 🖖 #RWU 
Animals Cats, Dogs, 🐾 #PetsResist 
💞 #EARTH 🌎
💗 📚 🎭 🎬 TV 🍹 🥧 ✈️ 🎼 
LOVE 1 Another 💜 #PRINCE ☔️
HATE tRump👹
#RESISTANCE☮️⚖️🗽🇺🇸","other"
"_NadineYoung","Journalist• USF Grad •Jeremiah 29:11","media"
"cajunscientific","Providing education, historical information, scientific updates, and news!","media"
"kathyleonsnntv","Anchor and Producer SNN Morning and Midday Edition","media"
"WFLAmark","WFLA-TV serial snooper, muckraker, and writer of wrongs.Mizzou alum and family guy. I’m looking for the next big story. What's yours? mdouglas@wfla.com","media"
"williamtspence","Psychic, Evidential Medium, Ekam Deeksha Giver, Reiki Practitioner, C.N.A.","other"
"HeatherBaileyTV","Journalist | 3 x Emmy & AP Winning Producer |Opinions are my own | Sports Fanatic | ✝️","media"
"LindaHurtadoFOX","reporter/news anchor","media"
"FloridaOracle","News, Sports, Weather and so much more from Florida and beyond.  Visit us at https://t.co/ML5DLV1uF8","media"
"mquack29","Technical Director for Emmy award-winning Your Morning on Spectrum News 1 Albany, New York sports fan, pop culture enthusiast, all around nerd/geek","other"
"mwilliams4679","Government & Politics Government & Politics News News Opinion News Weather","other"
"jackiekellytv","Multimedia Journalist | Previously @mysuncoast & @KVRRTV |
Rutgers University Alumni | PA native","media"
"RadioRory","Florida-based National Correspondent for NBC News Radio.  Hear me on WFLA, WIOD, and on the iHeartRadio app!","media"
"TrevorPettiford","Emmy® Award winning broadcast journalist for Spectrum Bay News 9 with a focus on politics in St. Petersburg and affordable housing in Pinellas County.","media"
"taraTV5","@Steelers fan living in #CLE, Emmy winning @wews producer, proud #NEOH native, #Pitt grad, coffee addict, wine lover... oh, and I kinda like @davematthewsbnd","media"
"MissDiva721","I'm a model/Actress. I was acting since 4 and I doing a small speaking role for Walk on water: The movie. As one of the sorority girls. And a TV series extra.","other"
