hand.label,hand.label_simplified,expert.ind,username,description
other,other,no,goldbearex,"I love all creatures, am roommate to a really cool cat. Plus 4 dogs. And my hero Brady and Giselle, my rats & their 14 https://t.co/9b6GH0FfFD more fraternization"
other,other,no,RobbieM93927968,"I Love My Wife,Life Fine Cigars and the Tampa Bay Lightning!😎🏒🍻⚡️ Cigar Enthusiast"
other,other,no,SpookySigns,It's not EVER going to be over without accountability #ExGOP #NoOneIsAboveTheLaw #Satire Retweets ≠ endorsement
other,other,no,SunnyDays024,"Born in the year of the TIGER 🐅 Loves Animals ❤ Cat Mom of 5 😻
#HowDareYou #MMIW BIDEN-HARRIS WON
#BlueCrew 💙💙💙"
other,other,no,Qu33nnL,Straight Forward NO SUGAR COATING
other,other,no,TestGaugeFL,"Your local Test Gauge Inc location! 

For all your backflow needs, visit https://t.co/kxc50cV28w"
other,other,no,SueLake17,"NO DM. I won't answer. Christian, wife, mother, grandmother and great grandmother. I love Jesus and my family. #JesusChristisLord #BackTheBlue #Maranatha."
other,other,no,buddaprotocol,Bankrupt Industrialist
other,other,no,ShamuFlyer,"Selective pro/ anti-cap, animal welfare, supporter of AZA accredited, Eagle Scout, psychology major, aspiring orca trainer, and #1 Shamu Superfan #SeaWorldSquad"
other,other,no,ShannonDonovanx,Jersey born-Florida grown📍 SPC Alum 🔱
other,other,no,Tami_Tampa,"EVERYTHING IS AT STAKE
The future health of our Citizens, our Democracy and our Planet. #SaveHer #RejectHateVote #WeVoteChange
#SaveThePlanet
#AllAboutTheVote"
other,other,no,Whoopiee_,Queen bees /worker bee fancy clothes for fancy people . 🌸🌼
other,other,no,mallyskok,"Principal of Interior Design and Award Winning Fabric Design Company. Internationally published, member of Design Leadership Network. Curious, Liberal, Traveler"
other,other,no,bayoumoonbeam97,"Equality for all, compassion and laughter. Love my honey,my dog, and my friends- at home & abroad. Today is a gift,appreciate it. #GoodTrouble #LGBTQIA"
other,other,no,manavseth,Engineer. Intellectual Property Law. Reader. Market Technical Studies. Cricket.
other,other,no,WJoelBravo,"🐶 Dad,🏡-Owner, Struggling Fan @ManUtd @LaTri ⚽️ Politico @MoveOn, BOD @Lambdasdotcom Prev: @SunriseMvmt, @FLImmigrant, & @RepDMP. Views are my own 👋🏽"
other,other,no,ellnhank,#VOTEBLUE  #noLists #AbortionIsHealthcare #AbortionRightsAreHumanRights
other,other,no,KamarenHolland,😶😕😑
other,other,no,Cktara246,#WomensRights #ScienceMatters #FactsMatter #Resist #BlueCrew #RightMatters #Climatestrike #MenToo Still here for the email lady Proud Democrat
other,other,no,4Kittties,"Retired, Volunteer, and Cat lover."
other,other,no,philipdavison,"Proud liberal, gay dad/grandfather doing what I can to fight the orange cancerous growth on our democracy & his traitorous co-conspirators/enablers in the GOP."
other,other,no,2corndogsmcgee,"driving down the highway, corndog in each hand, smashmouth bumpin out the stereo.......paradise"
acad,acad,yes,ebarbara12,"vaccinated biologist, enjoys critical thinking, loves to share knowledge preference for BLUE#UniteBlue, 💙RBG in my heart. NO DMs"
other,other,no,12sec317,"Music, travel, food... la vie est belle/Life is beautiful."
other,other,no,PortlyNord,I am willing to give you a heads up on the Enochic literature and the noblest of German hops
other,other,no,OldestVocation,Author: The Oldest Vocation; Mystic & Pilgrim #MargeryKempe. Fmr Assoc Dean @HarvardDivinity. Alumna @BCHistoryDept @SmithCollege. Now: #1950s all over again ↩️
other,other,no,craigansonn,🌞Pisces 🌑Scorpio ↑ Gemini
other,other,no,Jmdbfl_7622,Democracy & America first. 🇺🇸 🏳️‍🌈 🚫DMs. #resist #BLM. Love animals ❤️ VoteBlue2022. GOP are terrorists destroying people’s freedoms they disagree with.
other,other,no,TinaMorphis,"We've learned that quiet isn't always peace –– 
@TheAmandaGorman
BA Journalism Do not go gentle into that good night  #Resistance  #KHive"
other,other,no,PISSEDMF,Mission to END Prohibition of Cannabis #Legalize #LegalizeCannabis #CannabisJusticeNOW #Decriminalize #Truth #Facts #Resistance #FLTG
other,other,no,LittleDogsMedia,"creative/#gamedev: storycentric game #iFiction(edu/humr/adv)
Fmr MSFT, AMD, AMZN, Govt. Unreal 4/5 supporter. 30 years in the fight! trolls/toxics blocked"
other,other,no,MitchellSsfhs,"Librarian, cook and cat person with dog friends (she/hers)"
other,other,no,Iamnotabot1950,"I served proudly and honorably in the Marines from 1970 to 1974. 
I am a proud supporter of Democracy and I really am tired of repugnants bullshit."
other,other,no,lifebelowwate12,"💙 Adolescents committed to protect marine life. 💙
🐟 We share our actions for this, recycling tips, reducing water 
     consumption and more. 🐟"
other,other,no,CheryalHutson,"I am retired, and happily so. 100% Trump!  Ultra MAGA. Dog Mom, Parrot Mom, and Cat Mom. Can't wait for our President to get back! 
No DM's Please"
other,other,no,JAWD_FL,If I can get my head under the water i'm diving.
other,other,no,lsnsweet16,"From WI to UT to CO to FL to WI, the views I express here are my own."
other,other,no,Upschittscreek1,"🌊🌊#Resist Animal lover🐈🐕🐔🦃 🦆mini farm, reuse, repurpose, recycle,take no bullschitt, paranormal, nature, RPh, empath
stand for what's right
screw the Gop"
other,other,no,TOTShowChorus,"Toast of Tampa Show Chorus, a chapter of Sweet Adelines International, is a world-renowned women's chorus singing popular music in four-part acappella harmony."
other,other,no,WakeLakeAustin,water baby. art and nature lover. politically progressive. absurdist humor admired. love this life and queso. what would I do without queso?
acad,acad,yes,Eri_Bemr,"Cheerful and dynamic, passionate about science and in love with dancing. Postdoc at @Leibniz_IGB. #chytrids #cyanobacteria #ecotoxicology 🇲🇽"
other,other,no,drfarmertx,Chicagoan living in North Texas ✍🏼 Missing a son and brother who passed in 2016 🙏🏼
other,other,no,Belinha1961,"Bay Area career woman & mom. Liberal! Love the beach, my family & equality. Fighting for justice."
other,other,no,seacatspot,"Chill cat, cruising the coasts. On sabbatical from the Enterprise."
other,other,no,coast4life,Politically Independent 🌺 Born & Raised in California 🌺 Married 🌺 3 Kids 🌺 No DM’s
other,other,no,SmithBlindlib5,"I support women’s Right’s, LGBTQ Ally, Vote Democrat, Progressive, Support Disability Rights, Equal Rights for all, I love animals! I do not donate!"
other,other,no,SaraJewel88,"I'm shy, random, a bookworm, history buff, nerd, loving, caring, kind, stubborn. I am a former 911 Dispatcher and I back the Blue 100% 🖤💙🖤 God is number 1 ☺"
other,other,no,guyhancock,"consultant, educator, veterinarian"
other,other,no,zenyatta4ever,"It was going so well... 
#GeneralStrike #Womenstrike #Nationalstrike #boycottUS
#resist #ratverified"
other,other,no,We_Love_Books,We Promote Authors/Books  @STLBook_Club @STLBookClub2  @iquitsmokingcig @author_rea @RayaKhedker❤️ DMs 🌊 🌻No War🌻
other,other,no,allender_ann,"Retired teacher, dog lover, reader. J&K are working hard for the people. We have to  be the hope and the change. Donate & work locally. At Spoutible same name."
other,other,no,FreeStateKaren,"“We have to free half of the human race, the women, so that they can help to free the other half.” - Emmeline Pankhurst."
other,other,no,yeahbutnoright,"put this in my bio, letters lower case"
other,other,no,ASaintL,"“If Stupidity got us into this mess, then why can't it get us out?”
—Will Rogers
Mastodon:
A. St-Laurent
@stellersJ22@mas.to 
Counter Social:
A_St_Laurent"
other,other,no,mothergooseAZ,"mother earth,civil rights, #uniteblue #RESIST 🌊#GunReformNOW #JoeBiden2024, right to choose,"
other,other,no,SRQFlare,"UM sports, Softball legend, golfer"
other,other,no,LaneLeisa,"oneracethehumanrace!  IAmHopeful!

You may say I'm a dreamer
But I'm not the only one
I hope someday you'll join us and the world will live as ONE 🌎 JL"
other,other,no,JaimeMorrill,"Trumpism is a brain injury
#FBR
Soros pays the rent!!!
Just Google idiot and you will see your President..."
other,other,no,putorrican,"Dad, husband, brother. 
Lover of pernil and kimchi. 
ARMY & NAVY veteran 🪖⚓
Live & let live 🖖🏽 
🎶it was all a dream🎶"
other,other,no,madscientress,"Rather sarcastic, cynical, and fallible human with idealistic tendencies."
other,other,no,MEUonamission,"Advocate for the poor, migrants, homeless, elderly & animals. Loathe the GOP in their greed & racism. Love my doggies. Go Canes, Go Dolphins! God is AWESOME!"
other,other,no,MariaEvaJP,"Proud mom and grandmom, Creative thinker, INFJ-A, Michigan Graduate, human rights advocate, inventor,business woman, No DM’s please"
other,other,no,DawnMarieChin,"EX-GOP 
TripleNine
Pro-Life by CHOICE & by LUXURY
Boomer (Don't blame us all for the fallout. A FEW of us ARE repenting for our sins. Too few, but a few.)"
other,other,no,SharonWalkLoud,"Vote like it's your daughters uterus the GOP is grabbing .  81,283,485 picked Joe to lead us. Fully vaxed. No Bots. All other Follows reciprocated. No DM's."
other,other,no,RaySeaman,"❤️ Sara's husband
🌳 Land agent and investor in Florida
🏡 Aspiring builder of small multifamily properties
👨🏼‍💻 Web designer for good causes"
acad,acad,yes,gossamerLL,12 year GIST cancer survivor. Animal lover. PhD in Microbiology. Isolated and characterized Heliobacterium modesticaldum #VoteBlue2022 #GetVaccinated NoDMs
other,other,no,Indi_Tx27,"Inspired by #Beto
 #ForThePeople, Fighting for our #Democracy"
other,other,no,AlbertoWorks,"@LADbible. Previously @Newsflare Speaks: 🇬🇧🇪🇸🇵🇹(🇧🇷) & Catalan. Views are mine, not those of my employer."
other,other,no,and_driftwood,"ᕼ O ᗰ E  ᗪ E ᑕ O ᖇ  ᴍᴀᴅᴇ ɪɴ  ᖴ ᒪ O ᖇ I ᗪ ᗩ ▪︎
ʜᴀɴᴅᴄʀᴀꜰᴛᴇᴅ ᴅᴇꜱɪɢɴꜱ ꜰᴏʀ ᴇᴠᴇʀʏ ʀᴏᴏᴍ

▪︎Imperfect Environmentalist 🌍🌲🌊 ✌▪︎
#handmade #coastaldecor #femalefounder"
other-int,other-int,no-int,EyR84,不提郭先生的或保持中立态度的都是鬼，是个人就不可能不提及不关注郭先生，爆料革命已经是这个时代最大的政治事件。
other,other,no,Bean_of_Boston,"Twitter: “Add a bio to your profile”😊 Me: “Fuck you, I won’t do what you tell me!”😡"
other,other,no,detroitrueblue,"I don't have time or the patience for """"Lions, Tigers or Bears"""" so I'll delete you with the quickest."
other,other,no,MarieMaulorico,done. Muskmelon can have it all
other,other,no,ArtClinton5,"20 year Veteran USAF MSGT. Accountability, Integrity, Justice for all. Art Clinton @humanssuck on POST. IMAGINE ALL THE PEOPLE https://t.co/c5z1fzrMRj"
other,other,no,paulmcclintock,"Long retired K9 LEO■
HACKER STILL UNFOLLOWING
HUNDREDS that FOLLOW ME!
🛑🛑🛑🛑🛑🛑🛑🛑🛑🛑
TWITTER: PLEASE REFOLLOW ALL THAT FOLLOW ME!

@TWITTER SUPPORT 🛑"
other,other,no,jmjlyons,"Onetime Bernie Bro, Sarcastic asshole, #M4AORBust, ALT @jonjon1492 Teamster, #3rdPartyvoter Bad Faith Actor, part time BeerBassador"
other,other,no,learyfantpa,"I'm not dead, I'm pining for the fjords!
Happily married
I know what the first rule of Fight Club is
Veteran
Been there, done that, got the T-shirt
Dude abides!"
other,other,no,cdtswa,Life - Lessons - Leadership
other-int,other-int,no-int,IRMOSA3,"Devuélveme  todas mis cosas, 
la cobardía te la puedes quedar
éso, es cosa tuya... IRMOSA 💋"
other,other,no,Christsavedme77,"missionary by Grace. Jesus Christ saved me from my sins, He is the Only & True Savior for all who confess Him as Lord! & He is Coming again very soon amen!"
other,other,no,jmreycroft,"Southern girl married to Boston guy! RN, RRT-NPS. USAF brat. Lover of critters, three cats that own me 🐱🐈🐱✌(I want a dragon) 😎  #TheResistance"
other,other,no,kins__khaleesi,"hoping for a better 2021 for humans, non human animals, and the planet we share"
other,other,no,Bvibn14,"Eat something, not someone 

#BAZINGA! 🌱"
other,other,no,CWhitsitt,"If life really is a highway, I generally prefer the middle lane--though the fast, the slow,and the exits all have their uses!"
other,other,no,RyanJenot,Teaching Operations @Poynter. Worked @WPRI & @WFLA. Proud Lyndon State alum (now NVU-Lyndon.) Love Vermont. Red Sox & Bears fan.
other,other,no,bluerosefantast,Fangirl | Gisher | cat mom | taker of photos and lover of art | She/Her
other,other,no,rxflg,"Politics, art, music, & literature! Please 
#Resist 💙Progressive  #Arizona  #fem2 #LGBT ally #BlackLivesMattter #KeepItPublic #ProChoice  🐕❤"
other,other,no,inresista1,Since January 20th - #BidenHarris2020 - from #Europe - #BlueWave - #globalwarming is reality - #blacklivesmatter - #feminist - #FBR - #theResistance
other,other,no,onevoice2,"Just as soon as Musk reinstates Trump follow me on 'Counter Social 

Together, we can CHANGE this world for the better."
other,other,no,beckster54,"Louisiana girl, Texas woman. Attorney, counselor, advice-giver, & deal junkie; mentor & friend; wife, mom, stepmom, & grandmother; Pilates maven. #TurnTexasBlue"
other,other,no,JayJayBunny_,Libra. UCF AlumKnight. 🤎 Black Women. @_jaiskitchen
other-int,other-int,no-int,Basl87,Fluye...
other,other,no,DearBubbie,Tribel: https://t.co/2NaQya9vwt…  Causes: STOP Guardian Abuse (protect Mom & Dad); Safe Dog/Cat Foods; #VoteBlue NO DM'S!!!
other,other,no,VesuviaAdelia,I can't be bothered with it. From me you get actuality. But maybe on a different platform that starts with M.
other,other,no,ASubalpine,In any form of attack it is essential to assail your opponent from behind.
other,other,no,EricHeggie,"Current: @UAW CAP Dept. Past: @ActiveRetirees, @Teamsters, Campaigns. TX State Alum. Opinions my own, do not reflect my employer's, and only authorized by me."
other,other,no,KTERR079,Always looking for hearts in the ordinary.❤️ Sunflowers make me happy.😊🌻
other,other,no,vickihickory,"liberal, love Palestinian husband.retired RN and looking forward to get rid of Rubio,Scott and DeathSantis.I have the time now! do not AcceptDM 🇺🇦"
other,other,no,OwdensMama,"Wife, Mom, Friend, Fighter for democracy. 🌊❄️🌊 #resistance #voteblue #bluewave"
other,other,no,vickidisloyal,🏳️‍🌈**Language warning** #BlackLivesMatter #vaxed 🏳️‍🌈
other,other,no,AnnaNyc6,Proud Taino. #IamAnna #IamAWoman #IamAMother #IamAChristian #IamAnAmerican #BackTheBlueNYPD #AllBlackLivesMatter #BidenGone2024 #RonDeSantis2024
other,other,no,StephanieSarkis,"Author, board-cert. counselor; @UF & @NasaSocial alum; @AMHCA1 diplomate.  #ToxicRelationships book out now https://t.co/G3Q8SZnekt"
other,other,no,KayeMenner,KAYE MENNER PHOTOGRAPHY -  #GiftIdeas #FineArt #WallArt #Photography for sale:  #Prints #Canvas #Framed #Metal #Acrylic #Products - reasonable prices
other,other,no,Infolissamangi1,"I stand for the Constitution, and truth."
other,other,no,stevecstny,"Veteran, retired systems analyst, widower , #VoteBlue, No DMs please"
other,other,no,AngryLatinos,"Felicity, Fraternity, Honesty, Liturgy, Melancholy, Predictability, Punctuality, Quality, Romantically, Serendipity, Serenity, Simplicity,Tranquility, Infinity."
other,other,no,DMartwick,Lover of Life
other,other,no,JCrochunis,"Love my country, Joe Biden Is NOT My President PERIOD!!! #MAGA🇺🇸#VOTERID  #1776  # My Gender Preferred Pronoun is #Outie"
other,other,no,dp270,USAF Veteran. Engineer. National Security professional. Missile and space geek.
other,other,no,rweis71489,Former Republican embarrassed by Trump and this corrupt @GOP with it’s greed and bigotry. Take them down America! #TrumpIsPutinsBitch #resist #PRU #FBR #WTP
other,other,no,OmgjodiC,"Mom with a Podcast-funny, fun and direct because I am a jersey girl. Come laugh with me and be heard!"
other,other,no,iamukasa,"Tech Entrepreneur ||
Innovator ||
CEO @misssophiebot ||
Noisemaker @yasigiales ||
Lousy poker player"
other,other,no,FredSan56422496,“Little Bluefish in a big Red Pond” 🌊🌈🌊🚫No Drilling🐶Rescue Dad #LegalizeWeed 👨‍🍳#LoveSurfEat 🖤#BLM #punksnotdead #LedZepplin #VoteBlue #GQPClownShow
other,other,no,ChilenC,God Is My Best Friend 💕
other,other,no,orangescumbag,Trump (was)miserable failure! this horrible nightmare is just about over Thank you Voters who chose dignity and respect over a sick rambling imbecile.
other,other,no,rslaxer1,"""""Right matters. The truth matters. Otherwise we're lost."""" @RepAdamSchiff"
other,other,no,Madmom42004988,Mother and wife. My home is animal loving multicultural and multiracial.💔
other,other,no,DRLDeBoer,SM: drldeboer / Rebellious Scot / NHL #GOBOLTS - NASCAR #KyleBusch🎱 - Footy⚽️ #Rowdies #SUFC 🏳️‍🌈🇪🇺🏴󠁧󠁢󠁳󠁣󠁴󠁿🏴󠁧󠁢󠁥󠁮󠁧󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🇮🇱🇵🇸🇺🇦
other,other,no,cangia48,"#ImpeachedForLife
N.E. expat.   #SwingLeftColorado #GoodTrouble
 Rarely cursed prior to 2016. #VoteBlueToSaveYourLife"
other,other,no,picsoftheduck,Pictures posted to Instagram from Duck Commander. Everything's ducky.
other,other,no,TufileMuhammad,"#I'M A MAN OF HONESTY WITHOUT EGO. 
Medical Student(UCH,Magway)"
other,other,no,celticlas,"#CancerSucks #VoteBlue 'With Malice toward none with charity for all' A. Lincoln #LFC #YNWA #Resist #FBR
🌊🌊🇺🇸🇮🇪🗽 🌊🌊🇺🇸🇮🇪🗽"
other,other,no,MemeBurk,RetiredSci.Teacher;Progrsve;#BLM MEdCounseling;GreenPeace;#RESIST WildlifeHabitatCreator; #IAmAntifa #ClimateCrisisIsHere #ProtectLivingThings#BidenHarris
other,other,no,mjd1735,Arbitrageur of knowledge.
other,other,no,robdag700,Retired and traveling the world
other,other,no,kathleencd631,"Love gardening, music, the earth and  the creatures that share it with us. #blm #peaceandlove #VoteBlue  #resist  #legalizeIt NO LISTS PLEASE! ✌❤♀️ ♎ 💨🌳"
other,other,no,DrKenWilcox,"Psych Doctor working in developing nations for child protection & advocacy & in the USA for equality, awareness & clinical/forensic work & model
DrDrew@usa.com"
other,other,no,Brendag38323989,wife mother grandmother patriotic love our soldiers & police & nra conservative Christian not pc voted Trump wake up USA lock up Hillary & Soros for treason
other,other,no,kmorga1,"EX Republican, who realized, once I started paying attention, that I was really never one of them!   #HandMarkedPaperBallots. ✍️."
other,other,no,kathyod7777,Politics Technology & Science
other,other,no,Bilscott,"ODU/VCU/Duke,Dad. dog lover, Redskins, NASCAR. MLB RAYS Fan."
other,other,no,AveryBa76515372,The greatness of America is the right to protest for rights. - MLK #resistance
other,other,no,HIHKatharine,Retired Mom of Fur Babies 🐾 Extreme Star Trek Enthusiast🖖 Vegetarian 🥕🥦 DEMOCRAT 🌊 Unabashed Atheist ☮️ SAINT BERNARDS ARE MY ❤️❤️
other,other,no,katezut,"former teacher, Democrat for democracy,"
other,other,no,stainrodisgod,"Work in IT. All round sports fan, mainly golf and ice hockey (Glasgow Clan, Tampa Bay Lightning)."
other,other,no,meowwsss,Voice & echo of voiceless.           Retweets for @Dragofix & his following.
other,other,no,FL_MJB,"Internet marketing professional, traveler, online faculty, runner and tennis player"
other,other,no,farfoff,she / hers
other,other,no,joleonbusby,A Nigga With Ambition... J. Busby
other,other,no,kittyc313,Mom to 2 wonderful kids who wants better world for all✌🏼🇮🇹🇳🇴🇺🇸 #MAGA I💜🇺🇸 IFBAP #TRUMP2024 #LetsGOBrandon Trumplican & pro🇺🇸 🦁s 🤝! #JohnnyDeppNFT
other,other,no,NickseaNick,"I like rock & roll, sheepshead, live able world, equality and justice for the all, and dogs 🐶"
other,other,no,jlhatty,"Mother, Grandmother, Teacher, Attorney, Christian but not Evangelical Right ... Time 2 Act for truth. The Rolex belonged to his late son, Beau."
other,other,no,biden_ever,@biden_ever's account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.
other,other,no,TheDigitalEcos,We will try to discover the #Digital Ecosystem using a #Social channel. 📰
other,other,no,teddysmother,"Semi-retired Clinical Social Worker. Liberal. Mother, grandmother. Woking to rid our country of political liars, cheaters and https://t.co/yfUXHezev5 DM"
other,other,no,briannagoulet_,22🥂Florida 🌊 ☀️ Hobbyist Wildlife Photographer 🦅: @briannagouletphoto 👩🏻‍🏫 Pursuing BSC in Zoology & Pre-Vet Medicine at UCF
acad,acad,yes,renytysonmoore,"Marine mammals, bio-logging, bioacoustics, photo-ID, rstats. She/her/hers"
other,other,no,jccallahanATX,Texas State mass comm grad. Fan of noir and anything B&W. My AP Stylebook is my other Bible. I re-tweet great tweets. #beagles rule... 🐕
other,other,no,JoseDamian666gg,"OUT MAGAS, PRO VACCINES, OUT CHAVISTAS/ 🌊BIG BLUE DEMOCRAT WAVE"
other,other,no,SophiaSRQ8,"Florida Resident, Still America, land of the free, home of the brave!"
other,other,no,ItsJust_Rebby,Aro/Ace/Bi.💬🎮👾♊️📚(ᵔᴥᵔ)
other,other,no,Jenny25056491,"I care about the ocean,the dolphins  the earth and all animals. anti captivity #tweet4taiji.Against cruelty to animals. Views are my own  #DontBuyATicket"
other,other,no,GwenTacheny,Passionate teacher of the most special kids. Mom of 4 great people- GMa to 6 & baker of chicken pot pie.#Resist #VoteBlueToProtectWomen #TrumpLies #NoDM’s
other,other,no,vindotfm,jersey 23
other,other,no,doofusbrane,leaving 4chan soon.
acad,acad,yes,anidoldan,Geologist towards energy transition ⚡️🌱 Univ. of St Andrews 🏴󠁧󠁢󠁳󠁣󠁴󠁿 MSc Geochemistry. Working in the mine waste area 🤓🇦🇷
other,other,no,cvivian86,"Communications pro at UF/IFAS, Gator, choral singer, cat lover. Opinions my own/RTs not endorsements and I dissent, 6/25/22. *talitha kuom*"
other,other,no,Dr_Sharabi,🧠🫀🫁
other,other,no,QueenG719,Just a Child of God Trying to Do Right🙏🏽#IStandWithBiden #voteblue22and24  #Staywoke #BLM #FBR #BLUEWaveWarrior🌊🌊🌊 #PresidentBidenVicePresidentHarris🙌🏾
other,other,no,tomf107,Somebody's Gotta Do It
other,other,no,LaraLovesCrows,"Loves crows, camels & laughing. NRA is for Gun Manufacturers. GOP uses religion to distract the masses while robbing them blind. No Lists!"
other,other,no,katemccloudsays,"The right is always wrong.
Mama wore Army boots.
Daddy was a pipe fitter.
I'm a reader. 
 
#ruralbroadband"
other,other,no,epidatageek,Epidemiologist. Foreign policy and current events nerd. Too many pets. Superpowers: misremembered quotes & useless facts. https://t.co/S5MzMyPXp8
other,other,no,AUnited2021,An independent that loves his country more than a political party.
other,other,no,yarnophile4real,"Knitting, Resistance, Equality for All 🏳️‍⚧️🏳️‍🌈 & History. Still masking. Get vaxxed or stay home! She/Her."
other,other,no,cbharra,Design
other,other,no,Bikingisfun2,"America works best when we say Union - Hell YES! No Direct messages unless you want to be blocked. Yes, I mean you!"
other,other,no,Afsana20734673,"WhatsApp = +8801755214978
Email = afsanaperveenmuskey@gmail.com"
other-int,other-int,no-int,RobertFClovis,"信言不美，美言不信。
善者不辯，辯者不善。
知者不博，博者不知。"
other,other,no,swimforlife_sue,"its sunny and raining... 
a blue dot in a red state...
all my senators are creepy...
bucs, rays and LIGHTNING for sports."
other,other,no,viewsfordays,Mother of 2 scientists.  Bay Area native. Retired technology communications professional. #ClimateChangeIsReal #Science On Mastodon @dawnhumphrey@sfba.social
other,other,no,PolimexG,"Support Complex Packaging & Labeling Projects & Deliver Results on Time!
𝙄𝙣𝙦𝙪𝙞𝙧𝙞𝙚𝙨: 𝙤𝙧𝙙𝙚𝙧@𝙥𝙤𝙡𝙞𝙢𝙚𝙭𝙜𝙧𝙤𝙪𝙥.𝙘𝙤𝙢"
other,other,no,IdaCardinal,Here to troll the Dotard. My account @CardinalIda seems to be in Twitter limbo. #stilldefiant
other,other,yes,thekyniche,"Certified #Weather Geek!! #kywx #BBN, #Photography, #Nature, #Sunrise, #Sunset, #Astronomy, #Astrophotography, #WKYTwxWatchers #NWS ##WYMTwxWatcher"
other,other,no,Kyle38534194,Understanding Differences
other,other,no,vevgar,"Head of Latina Care Project.. Work w/ the Less Fortunate, Walk w/the Lord, & believe in our United States. #Resist #IMPOTUS"
other,other,no,irjohnson1,what kind of shithole mother would call her 17 year old shotgun toting son a “good boy”
other,other,no,geansray,Future Energy Efficiency Coordinator
other-agg-bot,bot,yes,IamtheGreeny,"Hello humans, I am Greeny the sparrow
and I'm an environmentalist
I retweet the tweets with the #savetheplanet
I was created by Jigyasu"
other,other,no,KimiMischke,"Designer for good, nasty woman, grey hairs are my own, ski like a girl and persist. she/her and mom of they/them"
other,other,no,sinkmaster,"Happily Married, Love life, sports, music,and travel. Do what you like and like what you do."
other,other,no,ninna721,"Always been a Democrat, never knew I was so liberal til I joined Twitter. I take retweeting very seriously"
other,other,no,gramyc44,"God, Family, Country, 44yrs. married 1A  2A MILITARY  VETS  MAGA  KAG2024  PATRIOT TRUMP PROISRAEL  BUILDTHEWALL TEAMSTALLION"
other,other,no,Photo_Dreams,"Lifestyle - Portrait - Landscape Photographer...
Follow me on Instagram!

Instagram: https://t.co/GuFfyInkta…"
other,other,no,Lawrence_n_DC,American. DC Native. Protestant Christian. Proud Democrat down to the bone. RESISTANCE to tyrants is obedience to God! We shall prevail!
other,other,no,grey_sister,Baba Yaga is coming!
other,other,no,BioBag,🌱Original Compostable Bags 🏡Certified 100% Compostable 🌎 Let’s keep organic waste from landfills 💚 Fight Climate Change  🛒At stores near you & Amazon!
other,other,no,shugckb9,"Enjoying the American dream, proud to be an RN, rescue mom, wife, and Stern fan. GET VACCINATED"
other,other,no,CallMeSignaUra,"☮40yr R but against New GOP, Country over party. No DMs, Won't engage MAGAts or bots just Block.
VOTE LIKE YOUR LIFE DEPENDS ON IT, BECAUSE IT DOES. VOTE 💙🛑❤️"
other,other,no,AgingInParadise,"Suzy Brenner, Executive Director, The Paradise Center, 546 Bay Isles Road, Longboat Key, FL 34228"
other,other,no,thesouthishotin,Family Girl
other,other,no,antichrista,"Brief cameo in a montage of the collapse ✨Videos & Podcasts @Panic✨ Formerly: Co-Founder @HelloCivil (RIP), Designer @RogueAmoeba | BLM | she/her"
other,other,no,DrCaveatLector,"It's Latin, bitches! Pic not me, but I do love a llama. Historian, Texan, Democrat, daughter."
other,other,no,kate_curated,"Museum educator and dog mom, all opinions my own, she/her"
other,other,no,OzonaPressure,Pressure washing is the simplest and most efficient strategy to clean the exterior of your house.
other,other,no,ijanis51,Advocate 4 animals. No 2 captivity! No 2 hunting 4 conservation! No 2 legalized ivory or rhino horn sales! People lover. Gramma of 2. #NotMyPresident  🌊🌊🌊
other,other,no,davidsongc,The GOP's trickle-down economics scam has led to democracy-destroying wealth inequality. #ClimateCrisis #RuleOfLaw ⚖️ #Civics #BLM WVU💛💙
other,other,no,M5224Cook,"working with high risk families. Advocate for social justice. dog lover, grandma!"
other,other,no,AvA4Bleue,@AvA4Bleue@mastodon.world#VoteBlue 🇺🇸 #Pro-choice #GunReform🧡 #wtpblue team B&B 🥓 🥃 #Dems4USA #StandWithUkraine🇺🇦
other,other,no,berrysname,PRESIDENT JOE BIDEN KAMALA HARRIS VICE PRESIDENT 2020;;  DEMOCRATIC FAMILY ;;;;VOTE BLUE ALL THE WAY;;;;GRANDMOTHER TO HELP THE YOUNG PEOPLE WITH THERE LIVES;;;
other,other,no,BustedCherries,All About .... #TheU #FinsUp #BBN #LakeShow #Dodgers #Hunting #Fishing #Cryptocurrency #Marijuana #Cannabis #Indica #Sativa #CBD #Florida 🍒#CherriesSticky🍒
other,other,no,MicheleRZR,"Wife, Mother, Grandmother, Canadian Veteran 🇨🇦 Off-Road Vehicle enthusiast and animal lover. 🐶🐈🦎 Occasionally do a little gardening."
other,other,no,Dloissr,"Ex high school teacher, mother, grandma & great grandma. I was born in Canada,my Mom was born in the USA and I was proud of that dual heritage prior to Trump!"
other,other,no,Americancrawl,"Proud Democrat, Proud Liberal. 🌊🌊🌊 #Resist, No Hate. Choose Love.❤️Vote Blue💙#BLM"
other,other,no,RiemanRiema1,on sabbatical
other,other,no,mysecondresist,politics books and yarn
other,other,no,pianoman123046,"#NEVERFORGETJANUARY6TH 
THE @GOP IS A DOMESTIC TERRORIST  ORGANIZATION 

😷 *Please No Lists*
 #CancelFox  #DeleteFacebook #TheBigLie #TaxTheChurch"
