"username","hand.label_simplified","description","max.class","single.label"
"happyhomemaker2","other","I have immunity issues. I have hobbies I do in my spare time and I enjoy going on social media. I enjoy coloring apps to meditate because it shuts off my brain.","other","other"
"gemini3","other","also at  @gemini3@mstdn.social Retired Grandma #RESIST Love my 2 doodles.Nature gives me life.. Common Sense Gun Control #No Lists","other","other"
"courtneyelchin","other","do it all with luv","other","other"
"UFexplore","acad","Exploring how @UF researchers shape the state, nation and world. #UFresearch","other","other"
"MiloseG","other","Anti-Trump for the planet earth.","other","other"
"pam_murakami","other","Electrical engineer for 30 yrs.  renewable energy just taking off, nasty crick on my left side.  Just blogging and healing.","other","other"
"Hemorn1","other","West Coast Liberal. Proud Nephrogy RN. Mom to rescued GSD and lover of everything L.A. No DMs. No Crypto. No Lists.","other","other"
"H2OneWorld","other","Even in the vast & mysterious reaches of the sea we are brought back to the fundamental truth that nothing lives to itself. -Rachel Carson #environment #climate","other","other"
"ElizaBGraphics","other","engineer, B.S. Physics, M.S. management, child of a Marine (WW2), wife of a Marine (Vietnam), mother, grandmother #coccidioidomycosis  #fibromyalgia #Lupus","other","other"
"bobfran46461801","other","🌈
#FBR

#BlueWave
#StandWithUkraine 🇺🇦 
#VoteBlue
Boston Sport Teams
#Resist
#StopGunViolence
INTP, Gemini, Navy Veteran, Eagle Scout","other","other"
"MAGA_time1992","other","I am not a troll.","other","other"
"Mr_Florida31","other","MIA Sports Fanatic!","other","other"
"SusanBush1","other","#BrooklynResistance 🇺🇸 #BlackLivesMatter BIDEN/HARRIS 2020","other","other"
"DeereShopping","other","Love animals, music, books and the Rocky Mountains!  Animal and environmental advocate. 
#VoteBlue","other","other"
"kelhuntslight","other","Mom, K K, #WeRtheResistance. A change is coming. HOPE is eternal goal #GoVote 💪💙🌊 Look for the moments that put warmth in your heart and hold it close.","other","other"
"PickleRick4Pres","other","Pickle Rick for President, but #Bernie2020 in the right reality. 🇺🇸","other","other"
"j_nada6","other","Bring out your dead.","other","other"
"therealjenmedia","other","Animals, art, books, boxing, chocolate, comedy, more chocolate, loud music, real people & being horizontal doing absolutely nothing. I tweet quotes.","other","other"
"GoldDragonfly9","other","Age: 31","other","other"
"marktheright","other","you vill eat de bugs and you vill like it","other","other"
"TonyMarx4","other","Proud liberal raised to know what is right and what is wrong. Go Lunchpail Joe and Momala Kamala!! We must never EVER forget Trump enablers","other","other"
"momoloco666","other","@momoloco everywhere else","other","other"
"raven66612","other","#WereStillHere   #StrongerTogether
#BuildBackBetter  #NoDAPL Vet, Liberal Atheist, Pro-Choice, support LGBT and BLM.   #TheResistance.  Lists=Block","other","other"
"ezrasf","other","E = mc^2 ... Ezra = meaningless commentary squared","other","other"
"paschof","other","Grateful late - 60 something who feels blessed to be in this world of mine.","other","other"
"JustMoi32","other","Animal lover. Bookworm. Lover of history, politics, and study of psychology and science. Voting is not just a right but a duty in a democratic society.","other","other"
"theofficialporp","other","What would the world be like if politicians based their choices on science, reason, and objective data? Tweets by Joe P. of PORP.","other","other"
"PutAhPriceOnIt","other","#BlackLivesMatter Vote Every 2 Years #Atheist #MerrickTheBitchGarland Until they convict Trump it’s a Civil War #TheBigLie","other","other"
"FinestLuxe","other","Luxury Travel Marketing at it's Finest - We link to YOUR Website - You handle the customer direct! Check Us out!","other","other"
"ACI001","other","@giants #Bleedblue @utahjazz #fucktrump #resistance 
Stir us from our Wanton slumber, mitigate our ruin, call us all to arms and order. #tool","other","other"
"cholt55","other","Investigator/criminologist /compassion with license to rage/ #Resist/#equality🌈/ love animals. #ClimateChange #gunControl #BlueCrew💙💙🏳️‍🌈","other","other"
"2Concussions","other","♿️Married and disabled mom of young children","other","other"
"Derekcurati6","other","video games movies cars nickiminaj foxybrown favorite rappers and Keyshia cole brandy and Monica r&b favorite music artists","other","other"
"mary_swilling","other","Grammy,atheist,historian,Anti-Racist💙Anti-facist💙
NOTE TO AMERICANS: Social Security & Medicare have no effect on the national budget! Republicans are liars!","other","other"
"PhillipLashley4","other","Freethinker#FBR Unable to eat the shit-sandwiches served by the GQP #420 #","other","other"
"summerasana","other","May or may not be notable. Erring on the side of not.","other","other"
"sparksonly","other","Perpetually tired. A real-life Grinch. @ratedrllc @ratedenterprise","other","other"
"bocajoes","other","#GG33","other","other"
"NancyJLevine","other","New job—activist","other","other"
"lambertdavid17","other","AMERICAN BORN","other","other"
"zeldt","other","Humanist, bleeding brain Progressive
#TheResistance","other","other"
"GameMasterPOW","other","#RealChristian #ExpandTheCourts #BackTheBlue #M4A #VapingSavesLives #ExRepublican #SmallBizOwner #AbolishPrimaries #GetVaccinated #MAGAWillBeBlocked","other","other"
"ashwood7","other","ER Vet Tech Manager🐾 / Makeup 💄/#MrsColson / #teamAP💚 / $ashcol88","other","other"
"Lowlow44Loretta","other","Grandma of 5 two in my custody the last one straight from the hospital hardest thing for me was the getting up at night for bottles I haven't done that in 22yrs","other","other"
"TheTideRolls","other","Believer in fairness, equality and opportunity for all. Lifelong Democrat. Fan of the Crimson Tide and Commanders. #Resist #BLM Support 🇺🇦🌻","other","other"
"Diana4Blue","other","❤ Family ❤TB❤️Animals🐕🏇🐐 🏈 #GoBucs 🏈 #GoGators 🐐🐐🐐🐐🐐RESIST.🇺🇦 ☠️👁❌️NO DMs❌️👁☠️","other","other"
"serowid","other","visual artist | graphic designer","other","other"
"Messe3Christina","other","|NOVA Graduate👩🏻‍🎓|Girlfriend to @CoreyWRocks 7/19/2014 😘🧡|Soon-to-be-fiancé of @CoreyWRocks 2023💍|Music/Movie Buff🎤🎬|@HokieSports Fan 🦃|NOVA ‘16 🎓|","other","other"
"MrChew3131","other","It was always the Jags","other","other"
"mousymama","other","Trump 100%LOVE MY COUNTRY NO LISTS NO DIR. MESS NO PORN.SPEAK MY MIND - DONT LIKE -TOO BAD  I SPEAK TRUTH...THE BEST IS YET TO COME love outdoors n fishing","other","other"
"DoubleNW","other","F+D=R 
PowerOfTheUniverse BBQ
Ocean 🌊
🏀🎾🥎📻📚🎼🏌Psychology😀
#SacTown Fans R MY PPL🟣
Nerdy👍
Holidays👎Luv a Good Story👀
Support 4 #UniParty👏👏","other","other"
"lmich2010","other","Post:  https://t.co/nG3mNi5GwK

Instagram: https://t.co/GPsKHfWwZQ

No DMs please.","other","other"
"lpbrown7","other","#ImStillWithHer #ShePersisted","other","other"
"ResistanceHack","other","Lover, fighter, activist, specialist, futurist, entrepreneur. Focus on the positive to get the best out of your life. Be strong. Don't give up.","other","other"
"JordanKnash","other","Prosecute the Insurrectionists leaders! 
Democracy broken for one is broken for all. 
Glory to Ukraine! 🏳️‍🌈 ally 
 Happily married to @AdultOnWeb","other","other"
"kelliwildman","other","Born a Chevy Girl ❤ my choice is the SS, my 1st car was a '68 SS Camaro w/a 327 Corvette engine in it, my parents had no clue they bought me a Race Car @ 16","other","other"
"reMirth","other","“Better to remain silent and be thought a fool than to speak out and remove all doubt.”

(Painting by artist, Jane Newland.)","other","other"
"Nutyear","other","eat shit 🖕🏾🖕🏾","other","other"
"somuchtodo2","other","Proud member of #TheResistance #Vote BlueToSaveDemocracy #BlueCrew","other","other"
"j86981245","other","Register to vote and do not miss a primary, mid-term, etc. You are voting for tomorrow, the next generations who deserve the same things we grew up with.","other","other"
"MichaelJMo","other","All that is necessary for the triumph of evil is that good men do nothing. (Edmund Burke)","other","other"
"DensJewel","other","Fighting to make this planet habitable for my grand kids. 
#ClimateChangeIsReal
#WomenOfTheResistance. #VoteBlueNoMatterWho
#Tre45son #ImpeachTheMF","other","other"
"DGRFlorida","other","Official Deep Green Resistance Florida! You can find us on FB: https://t.co/mvnhylwMkI To find out more about this movement go to: http://t.co/nG2ib01BPW","other","other"
"beverlyNOTMYPRE","other","mother,grandmother","other","other"
"Hoodbilly_Rolla","other","RN4L. Old Metal Head. Novice Guitar Player.
Don't give a fuck about your politics or religion!!
 NO DM'S!!","other","other"
"4sachie","other","Prairie State girl living in the south","other","other"
"Kat_0435","other","Life Long Democrat💙Adopt Don’t Shop🐶😺Love All Animals💗Save the Planet🌎#Women Rights #BLM #LGBTQ #SaveTheBees and Butterflies 🐝🦋💙Broncos🧡Love Movies🍿","other","other"
"BrianMayhem1965","other","Conservative, greyhound dad, THE Buckeyes, Trump supporter, MAGA. When you sit in the middle of the road, you get hit from both directions. BLM are terrorists.","other","other"
"SRO66793954","other","VOTE them OUT, FLIP it BLUE, and SAVE our DEMOCRACY is the HOPE!!!","other","other"
"GJConservative","other","Army Veteran 🇺🇸🪖 🇺🇸Patriot Retired🎗️Beat Cancer - No DM’s- IFBAP 🇺🇸Happily Married Father Grandpa 🏄🏻‍♂️ MAGA 1A 2A VFW Lifetime Member","other","other"
"Cgoinggal","other","Tweet-track of what happened for my kids to learn from when they are older.  Here's to hoping it is not a trail of breadcrumbs to find their way back from.","other","other"
"JBColpetzer","other","Formerly, @Jefree6 @ExecVPLogistics , C.E.O. C.P.O. STEM, S.RI. S.M.I. Sustainability , Inventor , Maker, w/ interests in physics. & philosophy","other","other"
"albanyresist","other","Pragmatic progressive. Lover of life. Orwell was right. Join me on Mastodon - link below. #Albany #Truth #BuildBackBetter","other","other"
"CA_Lady","other","Hugenot, Säämi, English, German, African #RebelScum #Kamala4VP #Biden2020 #NoMalarkey #NotATroll ie I do not earn money for tweets.","other","other"
"debbie2debbie1","other","I'm a political junkie, impeachment hopeful, I'm into sports, hot romance novels","other","other"
"MaryGuzman","other","filmmaker, theater director","other","other"
"EnchantressSahr","other","Feisty Latina sinking her teeth into the world. Loved Owned & worshiped Can't Find what you're looking for? Get it at https://t.co/IzYnIRT8IY","other","other"
"clairewitz1","other","Mom, activist, MBA, won the husband lottery. @MomsDemand volunteer","other","other"
"GulfCoastKelly","other","marketer, business owner, beach lover, rule hater, dream chaser, move maker, mother, coach and friend","other","other"
"Inlitenedspirit","other","Oracle card illuminations with Mel.","other","other"
"spin_tor","other","SAHM of twins who is generally very angry about politics. No lists, please.","other","other"
"Claudiadabreu12","other-int","Mãe, esposa, filha. Direita sempre. 
tempos sombrios.","other","other"
"Trend_Snips","other","Software","other","other"
"SNL_Leigh","other","Garden gnome, #artist #mom #polymath #DogLover #foodie #runner #globaltraveler... Views are my own","other","other"
"wolf_cine","other","Badwolf303 @marcibadwolf303@mastodon.world CineWolf@Discord #BMovieManiacs","other","other"
"ChiefExecBear","other","Founder & former CEB Build-A-Bear Workshop. Inspirator of @DelmarDivine and investor in entrepreneurs. Views & opinions expressed are completely my own.","other","other"
"oliviaahh31","other","Soy de aquí y soy de alla. Making ⚽ & Latinx digital content. 🇲🇽. ✶✶✶✶. Currently @CBSSportsGolazo, formerly @COPA90US","other","other"
"ResisterPatti","other","Humanist, Fordham U CLC, NYC alum, retired federal (GSA) asset manager, NO DMs VOTE BLUE IN 22, 2023, 2024 and beyond","other","other"
"ClimateElf","other","💙Wild Horses & Wild Places 💙Science & Climate Crisis💙Women’s Rights💙BLM 💙LGBTQ+💙Truth Matters💙Stronger Together💙Vote Blue💙 https://t.co/nvrc7hPd2o","other","other"
"BooConley","other","Attorney, USMC Vet, Black Belt, Photographer & would be author! Love Animals, Boating, Water, Traveling, Reading. Respect differences. Vaxxed. Boosted.","other","other"
"KimBNorman","other","Always in search of coffee, chocolate, and sunny days by the water. Boy mom x2","other","other"
"algeaissues","other","Everything you need to know about Algae on your Florida Coast and what that means for you","other","other"
"JanetRetired1","other","Retired from the rat race.Taking one day at a time.
Proud American.🇺🇸🇺🇸🇺🇸🇺🇸
Love our President Trump.🇺🇸👏🙏🏻
Supports Military 🗽Proud Military mom!","other","other"
"Qu3_pid","other","NC ↔️ Murrland / DUH-greed👨🏽‍🎓 /dope business owner / yea, Aquarius♒️ / followed by a couple dope celebrities / ɪᴏɴᴛ really ʙᴇ ᴛᴀʟʙᴏᴛ ɴᴜɴ 🤪/ GIF King 😉","other","other"
"7ru7th","other","stop lying","other","other"
"SlackjawMcGraw","other","I'm that teacher they warned you about. I spend my days indoctrinating your kids with nonsense about quadratics and other mathematical wizardry.","other","other"
"YahooLarkin","other","Another Healy -Rae
Teacher 30 years at St.Paul the Apostle,  Yonkers, NY
Ours is one of the 20 schools axed by Archdiocese of NY.","other","other"
"TinaMCannon","other","Netflix American BBQ Showdown Winner, Food Network, Discovery Network, Celebrity Chef","other","other"
"sjcarl","other","Mom to an amazing millennial and 2 dogs. New Grandma! Gratefully retired. Environmentalist, gardener, volunteer, learner, sports fan. #Resisted","other","other"
"tomheaney","other","to be at peace in the truth
#EveryDayisEarthDay
#BloomWhereYourePlanted
#Democrat 
#VoteBlueToSaveDemocracy","other","other"
"NewDay_121","other","#TYT #AEW #CrimsonApple 🍎🍏✝️✊🏿🌈","other","other"
"beccalene","other","someone's got to break the ice and it might as well be me...","other","other"
"Flblueskies","other","#IStandWithUkraine 🇺🇦🌻💛💙#IStandWithBiden 🇺🇸💙 Democrat   & Artist - Blue dot in a Red Delaware county","other","other"
"smhtoomuch","other","#justicematters. democracy matters. 62 yo woman who is pissed off. speak out for truth. thank goodness for gen z. SC needs ethics regulations","other","other"
"katy78243477","other","I am Katy","other","other"
"Judyferris9","other","Love Florida, it is paradise!!","other","other"
"AmandaNoNumbers","other","#RESISTANCE  #ResistancePatriot","other","other"
"mike_sstempest","other","Just an old entitled liberal democrat here (stay off my lawn)","other","other"
"cfkeasler","other","Mother, wife, disabled , love swimming, cross stitch, and coloring.  #Resistance MAGAS and CONSPIRACY THEORISTS, stay off my feed!","other","other"
"SueSwansey","other","“Have you ever wondered what you would do in the face of historic evil? The answer is at hand. Good luck on the test.”","other","other"
"truthfromduluth","other","Lake Superior Coastal Elite. Gum Etiquette Advocate. bc it matters: gbp, iu, wisco, fgcu, east greyhounds.","other","other"
"KoreanFLWoman","other","#StopAsianHate Proud Korean and FloridaWoman. Seoul born, Minnesota raised, and permanent warm weather inhabitant. ❤ bass music, ultimate Prince super fan 💜","other","other"
"aidaruiz2010","other","I love this Earth. Its going to shit .This so called man that sits in The WH is very dangerous. plz #RESIST Our freedom depends upon it.#Blue#never tRump","other","other"
"OneEyeWilly16","other","What's the point? 

I make a lot of typos.","other","other"
"roberta_burrell","other","mother of two grandmother of four! #Adirondacklife #biden #votebluenomatterwho #ADKrainbowofhope","other","other"
"LynnetteFrigon4","other","i coordinate 💚Wellness Centers 💫 Mindfulness 🙏 Prevention 🦋Longevity #amwriting","other","other"
"vicky8651","other","VOTE BLUE IN 22. 
Gold Star Widow.
No lists..I won't follow.
NO DMs...I WILL BLOCK!!!","other","other"
"Kiger_clc","other","School Psychologist & Carrollwood Learning Center Administrator","other","other"
"AndrewW66619812","other","Squirrel Herder,
Iconoclast,
Rejoiner,
Republican,
Brummie,
Atheist,
(Lapsed Solipsist),
Human,
Xenophile.

@andyweaver@mastodonapp.uk","other","other"
"PaulaGatwood","other","I live to read and write to live.         
 “Pay attention. Be astonished. Tell about it.” ~Mary Oliver #5amwritersclub #ePluribusUnum","other","other"
"iameuru","other","hate Donald trump . Can't wait till he's impeached. #Resistance! We need to march. trump needs to be stopped! 🆘","other","other"
"juniormint73","other","“The side that wants to take the choice away from women and give it to the state, they’re fighting a losing battle. Time is on the side of change.” ~RBG","other","other"
"4evaBlessed23","other","New account for @BritishRaider69 because Twitter said I was mean to SecPompeo! Still anti-Trump/MAGA, #BidenHarris Raiders 🏈& Liverpool 🏐fan for life!❤️","other","other"
"FatimaFlash","other","Current capitalism is based on the fantasy of nature as free lunch. El capitalismo actual está basado en la fantasía de la naturaleza como un almuerzo gratis.","other","other"
"ReinaJD61","other","Without courage, we cannot practice any other virtue with consistency. We can't be kind, true, merciful, generous, or honest. Maya Angelou","other","other"
"LiberalCynic1","other","Creator of Dark Before Dawn substack.

US Army vet.

#GenX #Resistance #FBR #VeteransAgainstTrump #BlackLivesMatter","other","other"
"beachmom2022","other","I’m here to spread love and positivity, but don’t forget I also am honest 😉. siesta key living 🏝. Love all, travel often and be kind 😁","other","other"
"300Billion","other","I really should put something here","other","other"
"tetsuyaraizo","other-int","国葬反対","other","other"
"bigroan","other","Giants. Knicks. Rangers. Yanks. Racehorse owner. Insurance Analyst.","other","other"
"kristinsullivan","other","Freedom over Fear","other","other"
"LibAthe80","other","LIBERAL ATHEIST- Science, Reason, Equality, Peace and Conservation!","other","other"
"BusChore","other","POTABLE WATER TO EVERY HOME BY 2035, FREE & INALIENABLE RIGHTS OF POST-SECONDARY SCHOOL, TRANSPORT, ENERGY, FUEL, FOOD, HEALTH&WELLNESS, CLIMATE ACTION NOWunhcr","other","other"
"kittyped","other","love my country,support military and veterans ( married one). trumpsters following will be blocked.#Resistance,#Antifa,vote blue 🌊🌊🌊🌊🚫dms .💙💙","other","other"
"cpoasetic","other","Peace loving grateful human somewhat alarmed by the state of our democracy -we all bleed 🩸","other","other"
"Squeakie6","other","~Lonely liberal in conservative Orange County ~ I believe that all humans are unique individuals, period.","other","other"
"fltrailblazer","other","Exporing the history and wilderness of Florida. Follow and subscribe to my YouTube channel adventures posted weekly at https://t.co/lIES8DYUsc","other","other"
"FriedmanSue6","other","Love people, animals, nature","other","other"
"boygobong","other","Lean and slipper’d pantaloon🌛 Temporary sojourner on the tumbleweed racetracks of the Intermountain West🌛 Please train your bears","other","other"
"JKevinKeil","other","Snowbird/husband/father/grandfather/tenor. Former machinist/buyer/systems analyst/data architect. Supports the Scientific Method, & FACTs. Made from stardust","other","other"
"pattyvoigt","other","Surrounded by Conservatives without a clue, poking my mind's eye out daily.","other","other"
"poisonIvy1206","other","Old gray haired woman living in the country for over 40 years and have the bad joints to show for it.
Union wife recovered republican and lover of outdoors","other","other"
"CynthiaLeaVotes","other","#IStandWithUkraine 🇺🇦-losing my daughter defines me. My grandkids are my future -I live and fight for them - 💙🇺🇸#DBP4D🦋💔#BlueCrew","other","other"
"sydneyb2112","other","Boomer Sooner🤠","other","other"
"Autumnwolf9K","other","She/Her, Mother, G'mother, Paralegal, Environmentalist, Wiccan, Patriot. Married to a U.S. Marine vet. #AllEnemiesForeignAndDomestic #ProsecuteALLSeditionists","other","other"
"LadyDweez","other","Political Newbie 🌊
 Just trying to survive.","other","other"
"r_wolfcastle","other","Occupation: Flâneur.
Mastodon: @r_wolfcastle@sfba.social

“A republic, if you can keep it."""" -Benjamin Franklin","other","other"
"treasonopoly","other","not single, not looking for a long term relationship, not a smart-ass (ok maybe a smart-ass)","other","other"
"ferrarimanf355","other","Staying hungry, foolish and frosty since 1985. Doesn’t actually own a Ferrari. He/him. Any opinions are my own and not of my employers.","other","other"
"sukeji_handa","other","Main account for The Delta Snake Review: A Music And Arts Blog and music group Handa-McGraw International","other","other"
"stephanelbow","other","Avid collector of dust","other","other"
"NYTNarrative","other","Don't blame me, I voted for Hillary.","other","other"
"RayHans07869126","other","Life is an amazing gift. Get outside.","other","other"
"madelinealessa2","other","23 years old&college graduate n married to my career . 🙏🎓😍🤑💰🙌👏","other","other"
"gre2453","other","Happy woman, wife, mother, and grandmother. Lifelong Democrat and believer in equality  and justice for all. No DM. #Resistor #VoteBlue","other","other"
"TCRG2012","other","Catholic🙏PhD Public Health @dchstx #FirstGen MxAm 🐕 TY to all who served; Disabled 🇺🇸 Navy vet wife #CHD 💙 #FreshResists #DemVoice1 #ONEV1 Z21 #wtpBLUE","other","other"
"DemocratsSave","other","Only Democrats will save America. Black Lives Matter. The GOP is a fascist death cult.  Palestinian Statehood. 

#ALLofTheseAreNotRocketScience","other","other"
"UAB_WeatherMan","media","Weather enthusiast. NWS trained storm spotter. Husband. Proud father of 2 amazing kids. Teacher.","other","other"
"tigerluv700","other","Floridian widow & caregiver facing challenges.  In love with April the giraffe, hubby Oliver, and son Taj (above).  They r my happy place & my heart.❤️🥕","other","other"
"nmnMIFL","other","Voracious reader, love wine, bike riding, paddling in the pool, beaches, and my grandkids. Liberal anifacist! Woke as fk! #WomensRights #ProChoice #BLM","other","other"
"jonwebber","other","Florida Policy Director @SPLCenter (he/him)","other","other"
"byerslabyrinth","other","✮ captain of the gay will byers agenda ✮","other","other"
"CommentOnTWLB","other","Joined in ‘17 to troll HIM stayed to expose hypocrisy of an AntiDemocracy AntiAmerican GQP. Life long Social Dem &Lib #WomensRights #BLM #LGBTQ🏳️‍🌈 #Climate🌏","other","other"
"bothboys01","other","My Boys","other","other"
"bmarsh630","other","Say it with me “Joe.Biden.Won”","other","other"
"rainnyseattle","other","I’m a democrat, always been a democrat, always will be a democrat. First Generation American. #khive #atheist #bidenharris جنیفر your Bible has no power here","other","other"
"Truee_Jamarican","other","shop with me🔽🔽","other","other"
"e_boondoggle","other","tell me about despair, yours, and i will tell you mine. meanwhile the world goes on.","other","other"
"zk56mgTmyard4Yo","other","Interested in football 📌","other","other"
"CheladaPapi","other","#MUFC #RaiderNation #hungryformore Cloaked life. Your taking Twitter comments seriously!?!? 
#sarcasm","other","other"
"TRILLESTCHICO","other","Idk","other","other"
"cawilliamsp","other","Mom & Nana😍 
Just trying to stay sane.
RT doesn't=agree. Sometimes it's 🤔 No lists please. 😊 also @Hopeful@awscommunity.social on Mastodon.","other","other"
"lloyd_t_spencer","other","CEO @carbonmetatech

Persistence, Patience and Perspiration | Cornell 1980 | Descendant of Immigrants from Greece, Turkey, Germany and England","other","other"
"iSantossoSanto","other-int","Hanya orang biasa","other","other"
"Teram323Tere","other","I believe in Love, Peace, Joy and Harmony for every one. 🇺🇸🇵🇷🙏❤️💗💕🌻🇺🇦💙🕊☮️🪬","other","other"
"CathyJoeGPT","other","🇺🇸💛🌊🌊
Proud Graduate of the University of Southern Mississippi

Post. - CathyColemanGpt

Mastodon - CathyJoeGPT@qoto.org

🌻🇺🇦💙💛✌️","other","other"
"inkonspicuo","other","Sharing most of the stuff I read. Liberal, Progressive, Feminist, Human Rights, LGBTQ 🏳️‍🌈, Advocate & Social Justice fighter. #TheResistance #NYC","other","other"
"HondaShadow1101","other","#wedontdeservedogs #MeTooVoter ,  It's the science, stupid! Blocked by Ivanka.  was it something I said? 🏳️‍🌈","other","other"
"Colt_ACP","other","https://t.co/EWUPmcMlE2","other","other"
"4JanaMontana","other","A happy liberal ukester looking forward to a better world.","other","other"
"305Cristian","other","Human|earthian|non-theist|son|brother|student|teacher|leftist|scientia est potentia -he/they *I see a leftist, I follow #savetheplanet","other","other"
"DebbieLew60","other","""""We are the United States of America. There's not a single thing we cannot do if we do it together."""" #BidenHarris2020","other","other"
"cristiangeelen","other","© Dutch Photographer | Darkroom printer | Poetry enthusiast | Part of CLAIRbyKahn gallery.","other","other"
"0atmik","other","in my spare time","other","other"
"okeefe76","other","Born and raised in Louisville but now lives in Florida. need to turn Florida Blue in 2022!!","other","other"
"deanfowler23","other","Art, history, music, books, bridge, theatre, yoga, good food & fine wine. Partisan nonsense, no thank you! Retweet ≠ endorsement.","other","other"
"btowndarby","other","From ville to ville. 3x #WHTFSU champ.","other","other"
"PPP_Trump","other","""""Putin's Pet President."""" Official pain in the ass for GOP.  Exclusively satirical and humorous anti-Trump tweets. Original work.","other","other"
"nomechick","other","She/her/hers. Small town Alaskan Native living in the big city of Anchorage. Mom. Eema. Bleeding heart liberal before it was popular. Stroke & cancer survivor.","other","other"
"RodBamberry","other","Cognitive Behavioural Psychotherapist & Counsellor, Executive Performance Mentor, Trainer, Public Speaker...”Everyone's Perspective is their Reality!”","other","other"
"PIOKevinW","other","Public Information Officer","other","other"
"katspeek","other","""""Make Trouble--GOOD Trouble-John Lewis

Mother Nature Always Bats Last & She Always Bats 1000 😎","other","other"
"NLFR_org","other","Latino Farm & Ranch operators need an Active & Strong voice Developing Farm Policy..Voz fuerte y activa en politica agricola de productores y ganaderos","other","other"
"JMDeSilva","other","a minority, born and raised in the state of Florida. Do I like where our state is going, no. and no I won’t leave. you don’t leave a fight. left foot always 🥇","other","other"
"stdickerson","other","HR Exec ~Political Junkie ~ Proud grad of @SpelmanCollege & @GSPMgwu ~Mother ~Sister ~Auntie ~Scorpio ~Thoughts are my own  ~ RT is sharing ~ #LetsGo #TwinPower","other","other"
"scheerenberger","other-int","Meine Retweets sind mit Sicherheit nicht objektiv, sondern von einer tiefen Wut auf Putin veranlasst. Sein Weg der Gewalt ist unerträglich!","other","other"
"CarolYMorrisse1","other","retired bartender, vip room dancer, independent-liberal, love dark humor. vote blue no matter who ...","other","other"
"DeborahSchatzel","other","Project Manager at Fannie Mae","other","other"
"Changedin2016","other","#ExGOP Without a party. #NeverTrump","other","other"
"Kimlee1956","other","Progressive, Navy Brat &Ret. Navy spouse, Public Health&evaluation, climate change, literature, gardening. Former resident of FL, AL, NM, MA, KS, MS. No lists!","other","other"
"obrienerin_","other","#GoBolts","other","other"
"janet_yackle","other","Work Hard Everyday! Love the Arts, MN Twins Baseball ‘Resistor’ 🇺🇸Grad: Bemidji State University, Green 🟢 Beaver 🦫","other","other"
"debrakgordon","other","Poet, artist, animal rescuer. Animal advocate. Optimist full of faith in the future. NoDM,NO LISTS. #Resist. #VoteBlue #MakeAmericatrumplessAgain","other","other"
"TerraWatts2010","other","Founding partner Stellar Solar. Board member GENI. Passionate about #renewables. Committed to """"global energy grid"""" reality. See also @TerraWatts@mastodon.energy","other","other"
"sushimax123","other","Take nothing but pictures, leave nothing but footprints, kill nothing but time.","other","other"
"hunterfphoto1","other","Advertising photographer, Monty Python, math and physics. Love to laugh, always helps.","other","other"
"ashcraft1_ronda","other","🙋🏻‍♀️","other","other"
"northsunm35","other","Retired Philosophy Prof. Brandon Univ.","acad","acad"
"Michael60484335","other","Reader","other","other"
"hollymostdope","other","I go to raves and whatever. @slanderofficial fam, @beatboxbevs fam 💕","other","other"
"SweetiePiegirl2","other","Women's Rights! Original Resister! Always vote for Democrats in every election every time! 🌊🌊🌊Save the planet🌎Get your vaccinations! I ignore all DM's.","other","other"
"human_leech","other","Artist/Abolitionist/ revolutionary art ☭ It is RIGHT to rebel ☭ intuitive🔮 ❤@rdko21❤ Marxist  #autistic","other","other"
"cc1623","other","Fuck Trump, Rubio, Scott, and the GOP  Magats Blocked   
#BLM #LGBTQ
Biden/Harris","other","other"
"mlharrisfl","other","Tulane University School of Law","other","other"
"DukeDankIII","other","Akshully Autistic Meat and Beer Conservative 
Proud Electabro
Pronouns: Haul/Ass","other","other"
"Bobstockdale","other","Labor not corben #binbrexit RT doesn't mean agree","other","other"
"LoveNOLA4ever","other","New Orleans strong, and will always be proud to call it home. Trying to make a positive change in this world, step by step, one minute at a time.","other","other"
"RichardMcGill89","other","Father, husband, friend, Cardinals lover, beach lover, Ole Miss dad. Dumber half of the @PlayingCatchPod. Changing the world at @CSTNewMadrid.","other","other"
"michelle_verran","other","Wife, Mom & Grandma....working at AEppel Treow Winery...life is good. Also, a Major Outlander junkie, books and series. A military Mom.
No DM's","other","other"
"BlueTsunami20","other","I am 59 YO LATINA WOMAN & happily married to the most wonderful man in the world. Retired, Ex Republican,  #Resistance MaGAts & Bots will be blocked. No DMs","other","other"
"CIMAGES","media","@washingtonpost @WPLGLocal10 @Newsweek @NBCNews @UniNoticias @VOANews @TelemundoNews @News12 @AP @DOSEONEWS #Imaginus https://t.co/qOKNLZYAAs #CityImages https://t.co/hnMh0bS2s6","other","other"
"greatriverlady","other","#2022StartsNow. Taking back my flag! Resist the GQP. #wearamask 😷 🌊🌊 BLM LBQT Ally. 🐱 rescue. I followback unless you are selling something. No DM, no sales","other","other"
"fromwickedtowed","other","gardener by day herstorian when it rains always trying to dance. https://t.co/J3MdoNU0IG","other","other"
"vibestpete","tourbiz","Arts, Events, Nightlife, and Entertainment.","other","other"
"bolambert65","other","Just Me","other","other"
"gkane0415","other","Some people spend an entire lifetime wondering if they made a difference in the world. Veterans don't have that problem.","other","other"
"ZippelDianne","other","Happy Grammy of seven who likes to laugh and play!!!! No DM’s please","other","other"
