"","text","id","reply_settings","author_id","created_at.x","possibly_sensitive","conversation_id","lang","in_reply_to_user_id","created_at.y","protected","profile_image_url","verified","name","description","username","location","pinned_tweet_id","url","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"312","Before they die, fish break down &amp; metabolize the compounds that cause the sniffing &amp; sneezing characteristic of red tide, called brevetoxins. Therefore, even if contamination through landfills were possible, there wouldn’t be any poisons left to spread. https://t.co/7JLenqge89","1034209182298173440","everyone","21992035",2018-08-27 22:40:58,FALSE,"1034209182298173440","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",1,0,2,0,0,"5acc3a887617d093",3375,1856,40379,97
"313","Northwest Longboat Key 
 Some fish, horseshoe crabs, eels, and maggots. 
 Smells, but bearable.  Wasn't bothered by red tide toxins.

#redtide #LongboatKey #SuncoastNature #Suncoast #SWFL https://t.co/YA5Outjhji","1034213184670855168","everyone","794995621",2018-08-27 22:56:52,FALSE,"1034213184670855168","en",NA,"2012-09-01T00:44:47.000Z",FALSE,"https://pbs.twimg.com/profile_images/1400610939892908032/vTR948fM_normal.png",FALSE,"Paul Mahofski","cancer CIDP caregiver |
geomatics infrastructure surveyor | guitarist musician |
accounting economics (SCF), IT (USFSM), psychology (USF).
#2A ✌","PaulMahofski","Bradenton, FL","1569086716060786688",NA,0,1,0,0,0,"06994603b8d09169",219,147,786,15
"314","Life returning to the beach #redtide #beach #florida #longboatkey #morningwalk https://t.co/2DmDv98D9Q","1034458121215848450","everyone","129896166",2018-08-28 15:10:10,FALSE,"1034458121215848450","en",NA,"2010-04-05T18:50:39.000Z",FALSE,"https://pbs.twimg.com/profile_images/893684666326188033/DkhqzoU9_normal.jpg",FALSE,"Tara Sutton","@Steelers fan living in #CLE, Emmy winning @wews producer, proud #NEOH native, #Pitt grad, coffee addict, wine lover... oh, and I kinda like @davematthewsbnd","taraTV5","Cleveland",NA,NA,1,0,1,0,0,"06994603b8d09169",1225,1080,8299,34
"315","@andylassner I thought that smell was just the red tide we’re having here in Florida, but I like your reason SO much better! #LockThemAllUp","1034509182907691008","everyone","138766290",2018-08-28 18:33:04,FALSE,"1034501404939890688","en","23645988","2010-04-30T14:35:33.000Z",FALSE,"https://pbs.twimg.com/profile_images/1585369011017089025/ID1V9hA3_normal.jpg",FALSE,"Jude,hey🌞🌙","“Generosity is the beginning of everything.” Dog mom, postcard writer, political news junkie; trying to do some good from my small spot here on 🌎","hoonani1726","My own little world",NA,NA,0,0,1,0,0,"2695afb9f90a77f1",810,3068,18284,10
"316","Sad day at the beach. #RedTide has killed most every aquatic animal in SW Florida 😰 https://t.co/marLQt6MKq","1034562807709290499","everyone","236027715",2018-08-28 22:06:09,TRUE,"1034562807709290499","en",NA,"2011-01-09T16:48:52.000Z",FALSE,"https://pbs.twimg.com/profile_images/1566543189841960961/FgpytSk1_normal.jpg",FALSE,"Chadish","Purveyor truth & outrage, metaphysician, phenomenologist, poor man's friend, soothsayer, writer. #vegan Funeral Director, gay. Progressive. Connecticut native.","ChadeliciousOne","Lakewood Ranch, FL",NA,"https://t.co/z4FcUgHwjT",0,0,0,0,0,"5acc3a887617d093",1353,3802,12016,41
"317","How I am surviving the Red Tide in Sarasota...  Art and my Hemp Oil Drops.  Thriving past the sore achy throat, headaches and sadness... but the deaths 😭
.
.
.
#hempoil #cbdhemp #hempheals… https://t.co/bGKSYnmTe9","1034607533187452930","everyone","17718347",2018-08-29 01:03:52,FALSE,"1034607533187452930","en",NA,"2008-11-28T20:11:13.000Z",FALSE,"https://pbs.twimg.com/profile_images/1350519471140700163/KRE8K2jM_normal.jpg",FALSE,"Emarie Marcan","QueenBee at @instudioE @instudioEphoto Graphic & Web Designer, Photographer, Social Media Manager, Book Designer, Ai artist, next?!... https://t.co/bjgjrP1CRH","emariei","Sarasota, FL",NA,"https://t.co/K4G8BO3dpK",1,0,18,0,0,"81b55f54466d8ae4",26150,26387,434,146
"318","This is Sarasota Bay from Bayfront Park. The water is murky but a local boater said it’s been much worse. This is an improvement. #redtide https://t.co/qZSsAhZVo0","1034856245491056642","everyone","21992035",2018-08-29 17:32:10,FALSE,"1034856245491056642","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,3,3,0,0,"07d9e8c327888001",3375,1856,40379,97
"319","The Lido Beach shoreline is sill very murky. #redtide https://t.co/9RPfYGvUyi","1034856909428404225","everyone","21992035",2018-08-29 17:34:48,FALSE,"1034856245491056642","en","21992035","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,1,0,0,0,NA,3375,1856,40381,97
"320","The black skimmer colony is still hanging around. https://t.co/QRYXvxy9LW","1034857160637902848","everyone","21992035",2018-08-29 17:35:48,FALSE,"1034856245491056642","en","21992035","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,2,1,0,0,"07d9f74859084000",3375,1856,40381,97
"321","@ReadCarlos Phillippi creek","1034861599230705665","everyone","818993522158239750",2018-08-29 17:53:26,FALSE,"1034856245491056642","en","21992035","2017-01-11T01:30:46.000Z",FALSE,"https://pbs.twimg.com/profile_images/1023755582493188096/36eNlblK_normal.jpg",FALSE,"Ubers_Raider Guy","","Raiders8083","Gulf Coast",NA,NA,0,0,0,0,0,NA,8,51,8116,0
"322","@ReadCarlos they hang out at the dump also.","1034861770094067713","everyone","818993522158239750",2018-08-29 17:54:07,FALSE,"1034856245491056642","en","21992035","2017-01-11T01:30:46.000Z",FALSE,"https://pbs.twimg.com/profile_images/1023755582493188096/36eNlblK_normal.jpg",FALSE,"Ubers_Raider Guy","","Raiders8083","Gulf Coast",NA,NA,0,0,0,0,0,NA,8,51,8116,0
"323","@ReadCarlos Beachfront property may take a nosedive at this rate. !!!!!!","1034862299176214531","everyone","818993522158239750",2018-08-29 17:56:13,FALSE,"1034856245491056642","en","21992035","2017-01-11T01:30:46.000Z",FALSE,"https://pbs.twimg.com/profile_images/1023755582493188096/36eNlblK_normal.jpg",FALSE,"Ubers_Raider Guy","","Raiders8083","Gulf Coast",NA,NA,0,0,0,0,0,NA,8,51,8116,0
"324","The @HealthyFla says that swimming in red tide is not recommended for those with sensitive skin or respiratory issues. Those who swim in it should rinse off with clean freshwater. Over-the-counter antihistamines can be used to treat the symptoms of #redtide. https://t.co/AmkrkrmYO3","1034910412800774162","everyone","21992035",2018-08-29 21:07:24,FALSE,"1034856245491056642","en","21992035","2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,0,0,0,NA,3375,1856,40381,97
"325","Maybe I need to move until this red tide goes away.","1035521986791976960","everyone","192491446",2018-08-31 13:37:35,FALSE,"1035521986791976960","en",NA,"2010-09-19T09:07:34.000Z",FALSE,"https://pbs.twimg.com/profile_images/1514579869274935302/Pp29xuVL_normal.jpg",FALSE,"channin williams","","Kungfu_Channin","Punta Gorda, FL",NA,NA,0,0,0,0,0,"81b55f54466d8ae4",272,372,7026,3
"326","Homage to #theWalkingDead The Floating Dead tshirts by #InstudioE
&gt;&gt; https://t.co/WGiA9CaWYs
#redtide #sarasotaFlorida #graphictshirts  #thefloatingdead https://t.co/8CT5I9T1Wt","1035599023040815104","everyone","1339547138",2018-08-31 18:43:42,FALSE,"1035599023040815104","en",NA,"2013-04-09T15:56:18.000Z",FALSE,"https://pbs.twimg.com/profile_images/1225528597009575946/Td7YVguO_normal.jpg",FALSE,"INSTUDIO E MEDIA","Creative #Websites #SocialMedia #Branding #Books #Aiart & #Photography @instudioephoto
https://t.co/3xO7Tm5fMF","instudioE","Sarasota, FL","1351945043171487744","https://t.co/mMuNwPGBNo",4,0,22,0,0,"5acc3a887617d093",22294,22450,512,156
"327","Labor Day red tide outlook! 

https://t.co/QKuF3CERRm","1035645567752458240","everyone","9581122",2018-08-31 21:48:39,FALSE,"1035645567752458240","en",NA,"2007-10-21T15:57:27.000Z",FALSE,"https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg",TRUE,"ABC7 Sarasota","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1","mysuncoast","Sarasota, Florida",NA,"http://t.co/nQUeAxZ5Ke",3,1,1,0,0,"5acc3a887617d093",67055,855,89773,690
"328","@mysuncoast 👎🏻👎🏻👎🏻👎🏻👎🏻👎🏻","1035678353947279360","everyone","64785956",2018-08-31 23:58:56,FALSE,"1035645567752458240","und","9581122","2009-08-11T18:13:16.000Z",FALSE,"https://pbs.twimg.com/profile_images/1122925747331633153/iUGIHTHI_normal.jpg",FALSE,"Kim Selover","","KimSelover","USA",NA,NA,0,0,0,0,0,NA,216,89,8766,9
"329","@marcorubio I watched your video. Great idea! It wasn’t yours tho @CharlieCrist wanted to buy the land back for drainage and #Evil @FLGovScott didn’t do it. Now we’ve killed our tourism and we can’t use our beaches. #RedTide #algaebloom","1035741622489755648","everyone","29586347",2018-09-01 04:10:20,FALSE,"1035621581014347781","en","15745368","2009-04-08T00:11:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570118428328951809/cbWvob4K_normal.jpg",FALSE,"Annie","One of the last sane people left in #Florida #VoteBlue","weievil","Florida, USA ","1513340403935854592",NA,0,0,0,0,0,"db1b8112ce82f28d",1201,2661,11105,0
"330","@marcorubio @lucasmanicotti Marco- your buddy @FLGovScott and @adamputnam are responsible for this disaster! They take #BigSugar money and it’s a free for all! #RedTide #RedTideVern #algaebloom #Florida","1035746127663050752","everyone","29586347",2018-09-01 04:28:14,FALSE,"1035621581014347781","en","15745368","2009-04-08T00:11:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570118428328951809/cbWvob4K_normal.jpg",FALSE,"Annie","One of the last sane people left in #Florida #VoteBlue","weievil","Florida, USA ","1513340403935854592",NA,0,0,0,0,0,"db1b8112ce82f28d",1201,2661,11105,0
"331","The dolphins are back, the birds are back--all of which means the fish are back!  The Red Tide has moved further out into Gulf--for now.  It is a good day indeed! https://t.co/kJRuGpUts7","1035897171499986946","everyone","312196172",2018-09-01 14:28:26,FALSE,"1035897171499986946","en",NA,"2011-06-06T18:47:42.000Z",FALSE,"https://pbs.twimg.com/profile_images/1307431743474016256/adZ6_8t6_normal.jpg",FALSE,"BeachyGirl1750","","sbower9",NA,"510618011506864128",NA,0,0,0,0,0,"5acc3a887617d093",88,129,879,0
"332","#Florida @FlaDems @AndrewGillum @SenBillNelson #RedTide #algaebloom @MoteMarineLab  #Greed #Trump @FLSENTINELB  @FLPhoenixNews  https://t.co/RBmOcVjKoI","1035973919126237184","everyone","29586347",2018-09-01 19:33:24,FALSE,"1035973919126237184","qme",NA,"2009-04-08T00:11:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570118428328951809/cbWvob4K_normal.jpg",FALSE,"Annie","One of the last sane people left in #Florida #VoteBlue","weievil","Florida, USA ","1513340403935854592",NA,0,0,0,0,0,"db1b8112ce82f28d",1201,2661,11105,0
"333","Sunrise at the north jetty in Nokomis. With a bit of a red tide status update.    https://t.co/7kCMpz8XVl","1036214419892658176","everyone","2555046037",2018-09-02 11:29:04,FALSE,"1036214419892658176","en",NA,"2014-06-08T15:39:20.000Z",FALSE,"https://pbs.twimg.com/profile_images/938197825585930240/ywIqdf2D_normal.jpg",FALSE,"Francesco Abbruzzino - The Scoop News","Covering news impacting Sarasota county, National news, and international news","UncensoredScoop","Venice, FL",NA,"https://t.co/aekmYSsXKP",1,0,0,0,0,"07d9c95a56c82000",438,114,36044,13
"334","@WendyMichelleC Thats the laziest letter i've ever seen. Usually they have am intern fill in the blank with the reason you wrote in. Yuck.","1036255085649698816","everyone","3082132073",2018-09-02 14:10:39,FALSE,"1026254071278329856","en","490844239","2015-03-09T18:25:03.000Z",FALSE,"https://pbs.twimg.com/profile_images/1270089391508271104/PvTQiHFE_normal.jpg",FALSE,"Gracie Raw","anti-racist. anti-fascist. I will fight as long as I am on this earth. the GOP made the dimmest racist from my high school the governor of my state","Gracie_Raw","Tampa Bay, FL","1621008363135041536",NA,0,0,2,0,0,NA,1482,1775,133852,22
"335","Greedy @FLGovScott and @adamputnam @VernBuchanan are killing the gulf with pollution. Time to vote for those who support our environment. #RedTide #algaebloom #Florida #VoteBlue and save our state @SenBillNelson @AndrewGillum https://t.co/2nJUdLlCKY","1036310680209686528","everyone","29586347",2018-09-02 17:51:34,FALSE,"1036310680209686528","en",NA,"2009-04-08T00:11:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570118428328951809/cbWvob4K_normal.jpg",FALSE,"Annie","One of the last sane people left in #Florida #VoteBlue","weievil","Florida, USA ","1513340403935854592",NA,0,0,0,0,0,"db1b8112ce82f28d",1201,2661,11105,0
"336","Maybe this will finally break up the red tide! https://t.co/BIoQxyv34N","1036626109612347392","everyone","881690790044545026",2018-09-03 14:44:58,FALSE,"1036626109612347392","en",NA,"2017-07-03T01:47:20.000Z",FALSE,"https://pbs.twimg.com/profile_images/1477138825508012033/nfxapydj_normal.jpg",FALSE,"FLGlassMan","Veni Vidi Vici","Yellowjacket_25","Florida, USA",NA,NA,0,0,2,0,0,"ab597741c20efb2e",124,674,756,1
"337","#Tequila &amp; #RedTide https://t.co/yCy9Vwejdj","1036686058128371713","everyone","3383965601",2018-09-03 18:43:11,FALSE,"1036686058128371713","und",NA,"2015-07-20T03:13:15.000Z",FALSE,"https://pbs.twimg.com/profile_images/870766997230895104/6eCv0OFB_normal.jpg",TRUE,"Steve Fundaro","highly caffeinated, highly energized, highly enthused. 

Meteorologist at @WAVY_NEWS.","_WeatherStove","Portsmouth, VA",NA,"https://t.co/gszt8IuPIv",0,2,10,0,0,"07d9f37894083001",2752,884,15190,42
"338","@_WeatherStove 😀 🍸 Au. Sante...Saluti","1036687447692697602","everyone","3553558094",2018-09-03 18:48:42,FALSE,"1036686058128371713","fr","3383965601","2015-09-13T22:08:35.000Z",FALSE,"https://pbs.twimg.com/profile_images/1546646376049586176/I210F-YO_normal.jpg",FALSE,"RG","People person! Luv sports and doing fun stuff! Life is an adventure worth discovering always! So live it! 😀✌","ezedozitt21",NA,NA,NA,0,0,0,0,0,NA,982,4976,140888,9
"339","#RedTide #Florida @FlaDems @VISITFLORIDA @FloridaGators #VOTEBLUE https://t.co/g1CKPxLQp2","1036693956006957056","everyone","29586347",2018-09-03 19:14:34,FALSE,"1036693956006957056","qme",NA,"2009-04-08T00:11:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570118428328951809/cbWvob4K_normal.jpg",FALSE,"Annie","One of the last sane people left in #Florida #VoteBlue","weievil","Florida, USA ","1513340403935854592",NA,0,0,0,0,0,"db1b8112ce82f28d",1201,2661,11105,0
"340","@_WeatherStove wow that’s an amazing...beach, yea...🙈😮🏖 https://t.co/5tpe5wQL3J","1036715011585044482","everyone","27569405",2018-09-03 20:38:14,FALSE,"1036686058128371713","en","3383965601","2009-03-30T02:54:58.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611586756108853249/W3dFNTD8_normal.jpg",FALSE,"Stephanie T. Castro","Cynical shell. Soft, chewy center. •RTs/Likes/Follows ≠ Endorsements• INFJ","steph___castro","Costa Rica|904|828|212",NA,NA,0,0,0,0,0,NA,1317,4989,71662,4
"341","Thank you @skoysterbar for a delicious lunch on your beautiful, dog-friendly patio.

#redtide is devastating our local businesses. Show your support with your patronage and generous… https://t.co/LKiMQMOxN3","1036752663126401024","everyone","2287031329",2018-09-03 23:07:51,FALSE,"1036752663126401024","en",NA,"2014-01-11T18:33:42.000Z",FALSE,"https://pbs.twimg.com/profile_images/1082636693545598976/h93ajNBH_normal.jpg",FALSE,"Lisa Moss Degrenia","Helping ordinary folks encounter God
Over 20 years of pastoral experience
#SiestaKey #Sarasota 
⬇️FREE INSPIRATION & RESOURCES⬇️
https://t.co/fPonY9VrWM","revlisad","Florida girl",NA,"http://t.co/pmSTuUTobS",0,0,0,0,0,"63fc5d2e91b3f086",68,65,4352,1
"342","Venice Pier Group asks @CityofVeniceFL for rent reduction because of red tide impact on sales at Sharky's on the Pier and Fins at Sharky's https://t.co/Fj8DeSsGHw @HeraldTribune @SharkysVenice https://t.co/AkBM5KOwfJ","1037018733921873920","everyone","1286521748",2018-09-04 16:45:07,FALSE,"1037018733921873920","en",NA,"2013-03-21T17:29:39.000Z",FALSE,"https://pbs.twimg.com/profile_images/1099831498906185728/R_mnud2O_normal.jpg",TRUE,"Earle Kimel","Man about Venice, North Port and South County at Herald-Tribune Media Group, occasional photographer, early-adopter Parrothead.","earlekimel","Sarasota, FL","1564954702839701505","https://t.co/fChND1Dxom",0,0,0,0,0,"5acc3a887617d093",2811,3308,49567,108
"343","Let’s give Rick Scott the boot and re-elect @SenBillNelson #Florida needs clean water! #EPA #RedTide #algaebloom https://t.co/bO7KthovWn","1037195655188557825","everyone","29586347",2018-09-05 04:28:09,FALSE,"1037195655188557825","en",NA,"2009-04-08T00:11:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570118428328951809/cbWvob4K_normal.jpg",FALSE,"Annie","One of the last sane people left in #Florida #VoteBlue","weievil","Florida, USA ","1513340403935854592",NA,0,0,0,0,0,"db1b8112ce82f28d",1201,2661,11105,0
"344","A viewer sent us these photos saying Siesta Key looks so much better without red tide! 😍😍😍

📸: Sunpig https://t.co/UuBmzjMBGh","1037363341860241409","everyone","9581122",2018-09-05 15:34:28,FALSE,"1037363341860241409","en",NA,"2007-10-21T15:57:27.000Z",FALSE,"https://pbs.twimg.com/profile_images/1012040604619034624/Rcn4ySrr_normal.jpg",TRUE,"ABC7 Sarasota","ABC7 is the news leader in Sarasota/Manatee counties. News tip? 941-923-6397 or news@mysuncoast.com. Share pics/vids with us thru https://t.co/w4B9r5SLV1","mysuncoast","Sarasota, Florida",NA,"http://t.co/nQUeAxZ5Ke",1,0,24,0,0,"5acc3a887617d093",67055,855,89773,690
"345","It’s not perfect, but the condition of the beach is improving at Siesta Key public beach. There were a few new dead fish, no coughing, and plenty of activity. #RedTide https://t.co/OOQj92RLOm","1037370646186090498","everyone","21992035",2018-09-05 16:03:30,FALSE,"1037370646186090498","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",1,0,2,1,0,"07d9d5de69c81002",3375,1856,40379,97
"346","Love this beach!  Siesta Key, baby!  Never mind the red tide, wind blowing from opposite direction! https://t.co/NhpDqVpAIw","1037388747325751297","everyone","30392840",2018-09-05 17:15:25,FALSE,"1037388747325751297","en",NA,"2009-04-11T04:00:08.000Z",FALSE,"https://pbs.twimg.com/profile_images/1071234142392762368/q9cJY2Z2_normal.jpg",FALSE,"Kev Kavalier","Former Radio Personality who doesn't  give a fuck! It's the internet, nothing is REAL! Stupidity dominates! Laughing at idiots who argue over words on a screen.","kevkavalier","Hamilton, OH","1622095394523029504","https://t.co/uoYYhE6g0j",0,0,1,0,0,"07d9c94618486004",661,2782,2651,21
"347","Beautiful day on #siestakeybeach no more red tide 😊😊🏝⛱🏖 #sarasota #larrysellssarasota @ Siesta Key Beach https://t.co/13mfbId2IZ","1037399108137443329","everyone","18322573",2018-09-05 17:56:35,FALSE,"1037399108137443329","en",NA,"2008-12-23T01:00:29.000Z",FALSE,"https://pbs.twimg.com/profile_images/1086244773399269376/CcaBmP7B_normal.jpg",FALSE,"Larry Brzostek, CRS","RE/MAX Alliance Group | Successfully Marketing + Selling Luxury Homes, Condos + Residential Real Estate since 1986. Come, Enjoy all that Sarasota has to offer","SarasotaREguy","Sarasota, FL",NA,"https://t.co/n4DLeOFZGy",0,0,1,0,0,"63fc5d2e91b3f086",1364,1398,11436,65
"348","#SiestaBeach it was a perfect day for the beach! No rain! No red tide! https://t.co/9pZ4DvJael","1037434253338861569","everyone","242132723",2018-09-05 20:16:15,FALSE,"1037434253338861569","en",NA,"2011-01-24T01:21:39.000Z",FALSE,"https://pbs.twimg.com/profile_images/1497789263974387712/JfjgCNpg_normal.jpg",FALSE,"Miss Mandy","Your friendly Twitter neighborhood lady. I ❤ my job!
#LiveLaughLove #TeamBreezy #theoffice #FlyTheW 💙❤💙❤","StarsInMySky85","Chicago, IL :)","1516917789885349888",NA,0,0,0,0,0,"63fc5d2e91b3f086",101802,4144,37204,99
"349","Nitrogen fertilizer ban considered in Venice @FOX13News #Venice #RedTide  https://t.co/KFAPfqpXdt","1037687192586477569","everyone","26014932",2018-09-06 13:01:20,FALSE,"1037687192586477569","en",NA,"2009-03-23T14:53:08.000Z",FALSE,"https://pbs.twimg.com/profile_images/964559428560281600/xGdD0z3r_normal.jpg",TRUE,"Kim Kuizon FOX 13","Fox 13 WTVT Reporter. Florida Girl living the dream. Wife, new mom, Gator, adventure seeker-outdoor lover & trying to juggle it all at once. Opinions are my own","kkuizon","Tampa Bay",NA,"https://t.co/C8yRkQVAYP",0,0,5,1,0,"db1b8112ce82f28d",7310,516,21126,190
"350","@SNNTV MOTE says it will be several weeks before we find out whether red tide is a factor in the whales deaths","1037756120650211330","everyone","1962930078",2018-09-06 17:35:14,FALSE,"1037756120650211330","en","324496098","2013-10-15T16:22:57.000Z",FALSE,"https://pbs.twimg.com/profile_images/1355753456582201348/Uy6qjp8Z_normal.jpg",FALSE,"Jessica Lang","","jessdlang",NA,"1243976444373610499",NA,1,0,0,0,0,"5acc3a887617d093",1688,189,1147,6
"351","ICYMI: @USouthFlorida underwater drone detected elevated levels of chlorophyll and decreased oxygen, that can be indicative of new red tide. https://t.co/xcZkwrPupz","1038074494949183489","everyone","21992035",2018-09-07 14:40:20,FALSE,"1038074494949183489","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",2,0,2,0,0,"7f6bf29133462d29",3375,1856,40379,97
"352","This red tide at the beach is so depressing 😅😪","1038158054360076289","everyone","2355776720",2018-09-07 20:12:22,FALSE,"1038158054360076289","en",NA,"2014-02-22T04:33:04.000Z",FALSE,"https://pbs.twimg.com/profile_images/1619879273992429575/44MRUAg__normal.jpg",FALSE,"tay 🌈🌵","#CowboysNation.  Mi Rey Ivan👑💙 🧡💛🤍","HorchataMendez","Baton Rouge, LA","1467184982607249410",NA,0,1,2,0,0,"46f560fbf4d9593e",1065,1394,28465,2
"353","@HorchataMendez It’s nasty too! Is it all along the gulf coast or just Florida?","1038158389422051328","everyone","832063942776156160",2018-09-07 20:13:42,FALSE,"1038158054360076289","en","2355776720","2017-02-16T03:07:57.000Z",FALSE,"https://pbs.twimg.com/profile_images/1612473312390651907/YlkX_2Jg_normal.jpg",FALSE,"L","🇮🇹 mom to 2 daughters & 3 grandchildren 🍷 ☕️Beach🌴😊Disney, PATRIOTS NATION ❤️💙🏈 LSU 🐯 From NH and now in Louisiana , coffee ☕️ 🎼 salt life!","lambas70","Louisiana, USA",NA,NA,0,1,0,0,0,NA,2323,2042,55587,2
"354","@leah_lambas It’s not in panama or destin area yet. Just the southern part. Starts around clear water and goes to almost Miami i believe","1038158548465864704","everyone","2355776720",2018-09-07 20:14:20,FALSE,"1038158054360076289","en","832063942776156160","2014-02-22T04:33:04.000Z",FALSE,"https://pbs.twimg.com/profile_images/1619879273992429575/44MRUAg__normal.jpg",FALSE,"tay 🌈🌵","#CowboysNation.  Mi Rey Ivan👑💙 🧡💛🤍","HorchataMendez","Baton Rouge, LA","1467184982607249410",NA,0,0,0,0,0,"82a3427fa492ed52",1065,1394,28465,2
"355","@VernBuchanan Unless you’re located on the West coast....There are no consumers because of Red Tide. There’s not much confidence in that","1038231706795487233","everyone","262911587",2018-09-08 01:05:02,FALSE,"1038209095155769344","en","20467163","2011-03-09T00:45:17.000Z",FALSE,"https://pbs.twimg.com/profile_images/1208392917074763776/zGBFYjzR_normal.jpg",FALSE,"Rielly","","Cosonov","Sarasota, FL",NA,NA,0,0,1,0,0,"db1b8112ce82f28d",45,171,4054,3
"356","A @USouthFlorida professor told us earlier this week new red tide had been detected by an underwater drone during a mapping exercise conducting red tide research. See story: https://t.co/xcZkwrPupz https://t.co/Z2hhONEs1K","1038579020558999553","everyone","21992035",2018-09-09 00:05:09,FALSE,"1038579020558999553","en",NA,"2009-02-26T08:55:50.000Z",FALSE,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg",TRUE,"Carlos R. Munoz 📰","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social","ReadCarlos","⚓ Cumberland, RI ",NA,"https://t.co/XWTXNo6tNp",0,0,0,0,0,"5acc3a887617d093",3375,1856,40379,97
"357","Send @RickScott packing. He ruined #Florida as governor and now he wants ruin #America. He doesn’t do anything for anyone but himself! #crook #RedTide #algaebloom https://t.co/R3i44NBI5A","1038817032484073473","everyone","29586347",2018-09-09 15:50:55,FALSE,"1038817032484073473","en",NA,"2009-04-08T00:11:37.000Z",FALSE,"https://pbs.twimg.com/profile_images/1570118428328951809/cbWvob4K_normal.jpg",FALSE,"Annie","One of the last sane people left in #Florida #VoteBlue","weievil","Florida, USA ","1513340403935854592",NA,0,0,0,0,0,"db1b8112ce82f28d",1201,2661,11105,0
