"","text","conversation_id","created_at.x","author_id","lang","reply_settings","possibly_sensitive","id","in_reply_to_user_id","verified","created_at.y","location","name","profile_image_url","description","protected","username","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"221","Former 8 years Gov do nothing @SenRickScott should have taken action, he knew #Piney Point, #Manatee, he could care less about #Tampa bay pump the Sewage to #Scott &amp; #DeSantis Street . https   twitter com HavaneseLover1 status 1378840273220997133","1378841216574500868",2021-04-04 22:45:38,"703270398356541442","en","everyone",FALSE,"1378841216574500868",NA,FALSE,"2016-02-26T17:28:23.000Z","The South-USA","MaryB","https://pbs.twimg.com/profile_images/1577421109921828864/2zB4fp0F_normal.jpg","Economic and Demographic Researcher",FALSE,"kelticlass60",NA,NA,0,0,2,0,0,NA,175,124,9627,0,"Former 8 years Gov do nothing @SenRickScott should have taken action, he knew #Piney Point, #Manatee, he could care less about #Tampa bay pump the Sewage to #Scott &amp; #DeSantis Street https://t.co/SKKSUxw09i"
"222","A state of emergency has been declared in Florida after a leak from a large pond of toxic wastewater in Tampa Bay. The governor, of course, says its  ""primarily saltwater"" from a dredging project mixed with ""legacy process water and storm water runoff"".
. https   www bbc com news world us canada 56629013","1378844853958815744",2021-04-04 23:00:05,"802268473305006083","en","everyone",FALSE,"1378844853958815744",NA,FALSE,"2016-11-25T21:51:24.000Z",NA,"Grandmas Web","https://pbs.twimg.com/profile_images/1431308469504720898/m7bFikcP_normal.jpg","We are a web of generations united for inclusive policies, compassionate spending, radical kindness, and sweeping, courageous love. #Resist #FBIR #OFAFELLOW",FALSE,"GrandmasWeb","https://t.co/7iTjVZkr01","915999235610497025",1,0,0,0,0,NA,4129,4940,63733,20,"A state of emergency has been declared in Florida after a leak from a large pond of toxic wastewater in Tampa Bay. The governor, of course, says its  ""primarily saltwater"" from a dredging project mixed with ""legacy process water and storm water runoff"".
https://t.co/tmLWRFS4tb"
"223","@Retrophaze I believe they PICK holidays to dump this crap - like New Years Ever 2018 St Pete dumped 1 Million gallons of RAW SEWAGE into Tampa Bay . https   www tampabay com tampa nearly 1 million gallons of wastewater spilled around tampa bay 20181224","1378738773522055171",2021-04-04 23:39:55,"83115945","en","everyone",FALSE,"1378854876214616067","122423720",FALSE,"2009-10-17T11:52:59.000Z","Lat 27° 30'  |✈| Long 82° 43'","Deborah Dolen","https://pbs.twimg.com/profile_images/1262160740/Deborah_Dolen_Google_2_normal.jpg","Bestselling Author Deborah Dolen ♥ DIY Books & Film ♥ ✮On Amazon ☆ Barnes Noble☆ Anna Maria Island ☆ [got snacks will travel] ☆ Flavorist Extraordinaire CBD ♥",FALSE,"DeborahDolen","http://t.co/xvs1oMNnz7","1313327653907292160",0,1,1,0,0,NA,62260,1766,22130,60,"@Retrophaze I believe they PICK holidays to dump this crap - like New Years Ever 2018 St Pete dumped 1 Million gallons of RAW SEWAGE into Tampa Bay https://t.co/KiQIeiqdno"
"224","RT @GrandmasWeb: A state of emergency has been declared in Florida after a leak from a large pond of toxic wastewater in Tampa Bay. The gov…","1378855349957050373",2021-04-04 23:41:47,"61647981","en","everyone",FALSE,"1378855349957050373",NA,FALSE,"2009-07-31T00:53:09.000Z",NA,"Mimi","https://pbs.twimg.com/profile_images/378800000526984375/6d2800b2e54d3ece9f2cbd7ab5cdb093_normal.jpeg","",FALSE,"raggedymary",NA,NA,1,0,0,0,0,NA,339,376,88962,1,"A state of emergency has been declared in Florida after a leak from a large pond of toxic wastewater in Tampa Bay. The governor, of course, says its  ""primarily saltwater"" from a dredging project mixed with ""legacy process water and storm water runoff"".
https://t.co/tmLWRFS4tb"
"225","@Drea_got_rage They are pumping that radioactive sewage into Tampa bay that will kill anything in its path. They evacuated “some” of the jail inmates but moved the rest to the 2nd floor. Radioactive waste. 😞. ","1378522267265732612",2021-04-05 00:30:57,"185449509","en","everyone",FALSE,"1378867722394669064","1225626054972313600",FALSE,"2010-09-01T00:47:01.000Z",NA,"parchment","https://pbs.twimg.com/profile_images/378800000582916399/5cb61492b1a7851ca37b9663e4524fcb_normal.jpeg","Likes = good reporting. Retweet could be interesting or something that shocks me - not always an endorsement.",FALSE,"halfstreet",NA,"1570776926368976899",0,0,0,0,0,NA,235,460,61567,3,"@Drea_got_rage They are pumping that radioactive sewage into Tampa bay that will kill anything in its path. They evacuated “some” of the jail inmates but moved the rest to the 2nd floor. Radioactive waste. 😞"
"226","@unscriptedmike You obviously don't live in Florida. This guy is a wrecking ball just like Trump. And get over the ""woke"" crap, it just doesn't work when radioactive sewage is pumping into the Tampa Bay.. ","1379026056431144964",2021-04-05 12:50:05,"1359589064912027650","en","everyone",FALSE,"1379053732189646848","3551446154",FALSE,"2021-02-10T19:44:54.000Z",NA,"Boondoggles used to be Fun","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","I live in a small town in Indiana.",FALSE,"BoondogglesF",NA,NA,0,0,2,0,0,NA,94,724,7032,2,"@unscriptedmike You obviously don't live in Florida. This guy is a wrecking ball just like Trump. And get over the ""woke"" crap, it just doesn't work when radioactive sewage is pumping into the Tampa Bay."
"227","All Florida politicians do is eat hot cheeto and dump sewage into Tampa Bay. 😭. ","1379121704820211717",2021-04-05 17:20:11,"824322787640745984","en","everyone",FALSE,"1379121704820211717",NA,FALSE,"2017-01-25T18:27:22.000Z","Tampa, FL","Michael Womack","https://pbs.twimg.com/profile_images/1600957022089912356/IKChEWdE_normal.jpg","President @HillsYoungDems | Director 🟠 | Former Comms @equalityfl | Proud Tampeño | He/Him/His | Opinions are my own. 🏳️‍🌈",FALSE,"MichaelPWomack","https://t.co/bVjrHDachi",NA,0,1,4,0,0,"dc62519fda13b4ec",2924,454,4613,12,"All Florida politicians do is eat hot cheeto and dump sewage into Tampa Bay. 😭"
"228","I know options are limited but my heart breaks for our environment 😢💔","1379121704820211717",2021-04-05 17:24:19,"824322787640745984","en","everyone",FALSE,"1379122743854182400","824322787640745984",FALSE,"2017-01-25T18:27:22.000Z","Tampa, FL","Michael Womack","https://pbs.twimg.com/profile_images/1600957022089912356/IKChEWdE_normal.jpg","President @HillsYoungDems | Director 🟠 | Former Comms @equalityfl | Proud Tampeño | He/Him/His | Opinions are my own. 🏳️‍🌈",FALSE,"MichaelPWomack","https://t.co/bVjrHDachi",NA,0,1,1,0,0,"dc62519fda13b4ec",2924,454,4618,12,NA
"229","@MichaelPWomack Industry is not your friend.","1379121704820211717",2021-04-05 17:28:31,"823739225543610368","en","everyone",FALSE,"1379123798721576969","824322787640745984",FALSE,"2017-01-24T03:48:30.000Z","Florida, USA","Nicholas E. Machuca 니코","https://pbs.twimg.com/profile_images/1587602812703236099/vwD59Qjg_normal.jpg","Fundraising Fairy @equalityfl | Treasurer @HillsYoungDems | Tampa | he/him/his | intj | Opinions are my own.",FALSE,"machucador_",NA,NA,0,0,0,0,0,NA,147,360,1271,0,NA
"230","Good.  Maybe Publix will help DeSantis clean up the Tampa Bay sewage leakage and probable disaster. . https   twitter com 60Minutes status 1378849441357123593","1379146674849861636",2021-04-05 18:59:25,"1204547816082857984","en","everyone",FALSE,"1379146674849861636",NA,FALSE,"2019-12-10T23:46:16.000Z","Indianapolis, IN","Ron Giveans","https://pbs.twimg.com/profile_images/1204548501536935938/wTsqIHiu_normal.jpg","Photography,bass fishing, #RollTide, Former Republican, Dachshunds. #WDC  I advocate for the planet's environment, wildlife and oceans.  Army Vet.",FALSE,"GiveansRon",NA,NA,0,0,0,0,0,NA,194,465,8366,0,"Good.  Maybe Publix will help DeSantis clean up the Tampa Bay sewage leakage and probable disaster. https://t.co/oCyxD9NiIB"
"231","Drone footage of Florida reservoir shows toxic water leak near Tampa Bay  via @YouTube This is just incredible that with this much sewage that seeping into the water near tampa bay the largest play spot the deadliest play spot .. https   www youtube com watch","1379290770226601986",2021-04-06 04:32:00,"1331516873016426500","en","everyone",FALSE,"1379290770226601986",NA,FALSE,"2020-11-25T08:36:55.000Z",NA,"IrishReviewer","https://pbs.twimg.com/profile_images/1331517946405875712/oSIZnjwU_normal.jpg","The love of doing reviews and visiting new places that other people might like to see. Experience new shows and major run movies aut released .",FALSE,"ReviewerIrish",NA,NA,0,0,0,0,0,NA,46,210,1450,0,"Drone footage of Florida reservoir shows toxic water leak near Tampa Bay https://t.co/a4PDnCzuPk via @YouTube This is just incredible that with this much sewage that seeping into the water near tampa bay the largest play spot the deadliest play spot ."
"232","Florida constantly has environmental disasters that kill tons of wildlife and their food. Manatees are starving to death. Florida putting radioactive waste in Tampa Bay is because the refuse to invest in another alternative. They dump raw sewage in the Indian River Lagoon.. ","1379432704869953541",2021-04-06 13:56:00,"1352395017697026049","en","everyone",FALSE,"1379432704869953541",NA,FALSE,"2021-01-21T23:18:04.000Z",NA,"Government Controlled Female. Where is Ruth?","https://pbs.twimg.com/profile_images/1543390832845283331/15Y2RuWQ_normal.jpg","The ripple effect of one lie is tremendous.",FALSE,"HonestLibera",NA,NA,0,0,1,0,0,NA,324,1087,39476,0,"Florida constantly has environmental disasters that kill tons of wildlife and their food. Manatees are starving to death. Florida putting radioactive waste in Tampa Bay is because the refuse to invest in another alternative. They dump raw sewage in the Indian River Lagoon."
"233","@ClayTravis Tom Brady lives in a sewer pit. Garbage Of All Time. . https   www 9and10news com 2021 04 06 wastewater spilling into tampa bay threatens wildlife and beachgoers","1379750739392798721",2021-04-07 10:59:45,"29120721","en","everyone",FALSE,"1379750739392798721","50772918",FALSE,"2009-04-06T02:02:41.000Z",NA,"Kokomoschmoe","https://pbs.twimg.com/profile_images/1192680466/DSCF1601_normal.JPG","Business Development, writer, stand-up comedian.",FALSE,"Kokomoschmoe",NA,"1091580797767823360",0,0,0,0,0,NA,1483,2517,124297,39,"@ClayTravis Tom Brady lives in a sewer pit. Garbage Of All Time. https://t.co/8Q1ZClzoSa"
"234","Environmental groups say Piney Point wastewater has 10 times more nitrogen than raw sewage  via @heraldtribune. https   www heraldtribune com story news disaster 2021 04 07 suncoast water keeper tampa bay water keeper say florida dep failed on piney point 7117166002","1379803626638573574",2021-04-07 14:29:54,"72694283","en","everyone",FALSE,"1379803626638573574",NA,FALSE,"2009-09-08T22:54:27.000Z","Parrish, FL","Chris PIlz","https://pbs.twimg.com/profile_images/625813409309851648/vWejx1b-_normal.jpg","I am a nice sweet guy and a huge SPORTS FAN",FALSE,"chrispilz",NA,NA,0,0,0,0,0,NA,1745,5007,440172,53,"Environmental groups say Piney Point wastewater has 10 times more nitrogen than raw sewage https://t.co/Bx1zIzs9uk via @heraldtribune"
"235","Environmental groups say Piney Point wastewater has 10 times more nitrogen than raw sewage . https   www heraldtribune com story news disaster 2021 04 07 suncoast water keeper tampa bay water keeper say florida dep failed on piney point 7117166002","1379803692766007305",2021-04-07 14:30:10,"6942422","en","everyone",FALSE,"1379803692766007305",NA,TRUE,"2007-06-19T21:13:46.000Z","Sarasota, Florida","Sarasota Herald-Tribune","https://pbs.twimg.com/profile_images/1369704378400186370/IVjDQiBD_normal.png","The Sarasota Herald-Tribune is Southwest Florida's source for news, commentary and more.",FALSE,"HeraldTribune","https://t.co/W5oFw0FxIi",NA,0,0,1,1,0,NA,61772,836,119006,923,"Environmental groups say Piney Point wastewater has 10 times more nitrogen than raw sewage https://t.co/RujiPWb31L"
"236","Toxic waste in Tampa Bay. Would YOU eat seafood fished from there?
BTW, Manatees are STILL starving to death in IRL due to glyphosate and raw sewage. . https   twitter com lifeisgoodform status 1379804249157165056 photo 1","1379804249157165056",2021-04-07 14:32:23,"3309350937","en","everyone",FALSE,"1379804249157165056",NA,FALSE,"2015-06-05T15:42:59.000Z","Florida, USA","Sandy #BoycottFlorida #WearAMask😷 I'm Staying","https://pbs.twimg.com/profile_images/1477977221931413512/m6ZcWMGv_normal.jpg","Perma-gardener; organic gardener; tree hugger, apparently a hippie 
#PERSIST 
#BoycottFlorida #VoteBlue
*NO DMs*****NO LISTS!***
List/DM=Block!",FALSE,"lifeisgoodform","https://t.co/8iymzkrE4k","1447168863800528897",0,0,0,1,0,NA,2318,4920,165222,5,"Toxic waste in Tampa Bay. Would YOU eat seafood fished from there?
BTW, Manatees are STILL starving to death in IRL due to glyphosate and raw sewage. https://t.co/PoQJiCCSXK"
"237","The water currently being dumped into Tampa Bay is being described as mildly-radioactive, saltwater from a dredging project and stormwater runoff. The level of radioactivity has been evaluated and likely does not pose a danger to the surrounding areas, at least in the short term.. ","1379874735622926340",2021-04-07 19:12:28,"763440227905974273","en","everyone",FALSE,"1379874735622926340",NA,FALSE,"2016-08-10T18:21:49.000Z",NA,"MANG","https://pbs.twimg.com/profile_images/1106226575954063360/Zjiv7wRg_normal.png","MANG is a high performance apparel & gear company that plants one mangrove for every product purchased through our Buy One. Plant One.® Initiative.🌱",FALSE,"manggear","https://t.co/3oM0CRkkot","1385262242971717634",1,0,0,0,0,NA,186,104,200,0,"The water currently being dumped into Tampa Bay is being described as mildly-radioactive, saltwater from a dredging project and stormwater runoff. The level of radioactivity has been evaluated and likely does not pose a danger to the surrounding areas, at least in the short term."
"238","RT @manggear: The water currently being dumped into Tampa Bay is being described as mildly-radioactive, saltwater from a dredging project a…","1379875028540477440",2021-04-07 19:13:38,"965577936744087552","en","everyone",FALSE,"1379875028540477440",NA,FALSE,"2018-02-19T13:24:54.000Z","10 Flanders Drive,
Building 2, Ground Floor,
Gleneagles Park,
Mount Edgecombe.","TTMARINE","https://pbs.twimg.com/profile_images/965599745174659072/o0g-2SjC_normal.jpg","TTMarine, currently working on many different sites throughout South Africa, are leaders of dredging and earth manipulation techniques...",FALSE,"TTMarineSA","https://t.co/WQonhtCtRY",NA,1,0,0,0,0,NA,1612,5001,35777,1,"The water currently being dumped into Tampa Bay is being described as mildly-radioactive, saltwater from a dredging project and stormwater runoff. The level of radioactivity has been evaluated and likely does not pose a danger to the surrounding areas, at least in the short term."
"239","Septic systems and fertilizers are a threat to our water system. Sea level rise leads to salt-water intrusion and flooding. Our infrastructure must be closely monitored, prepared,  and adequately funded.  . https   www usatoday com story news nation 2021 04 06 piney point reservoir wastewater leak tampa bay tuesday updates 7103688002","1380208979545055234",2021-04-08 17:21:16,"2788953284","en","everyone",FALSE,"1380209138098184198","2788953284",FALSE,"2014-09-04T01:48:37.000Z","Broward County, Florida","Broward League","https://pbs.twimg.com/profile_images/507406373890449409/qWOtYzos_normal.jpeg","League of Women Voters of Broward County is a nonpartisan organization that promotes informed and active participation in the political process.",FALSE,"LWVBCFL","https://t.co/j1G8kFy62g",NA,0,0,0,0,0,NA,1138,721,7021,38,"Septic systems and fertilizers are a threat to our water system. Sea level rise leads to salt-water intrusion and flooding. Our infrastructure must be closely monitored, prepared,  and adequately funded.  https://t.co/s3LrCPFl7J"
"240","At Tampa Bay's highest elevation, are man-made hills topped with wide green pools of radioactive sludge.  These hills are surrounded by a crumbling dam which holds back sewage.  A burst would flood TB in raw radioactive sewer water..  Go Gaters.. ","1380991877940269056",2021-04-10 21:11:35,"17751466","en","everyone",FALSE,"1380991877940269056",NA,FALSE,"2008-11-30T08:46:34.000Z","Star Trek, Israel","James Pasque","https://pbs.twimg.com/profile_images/1565938476146601984/s19cCajB_normal.jpg","Comedy fan,  Comedy Store appearances, 80+ credits motion pictures, video games:audio post and supervisory roles.  Followed by LOS.",FALSE,"JamesPasque","https://t.co/Sx0X03xDKr",NA,0,0,0,0,0,"3b77caf94bfc81fe",154,95,2817,3,"At Tampa Bay's highest elevation, are man-made hills topped with wide green pools of radioactive sludge.  These hills are surrounded by a crumbling dam which holds back sewage.  A burst would flood TB in raw radioactive sewer water..  Go Gaters."
"241","🌊Our #Oceans Are Not Sewers
Millions of gallons of toxic industrial #Wastewater being pumped into Florida’s Tampa Bay from leaking holding-reservoir at corporate abandoned phosphate plant.
Could suffocate sea grass beds killing fish, #dolphins, #manatees . https   crooksandliars com 2021 04 water pumped tampa bay puts manatee","1381409903730860033",2021-04-12 00:52:41,"23484619","en","everyone",FALSE,"1381409903730860033",NA,FALSE,"2009-03-09T19:21:19.000Z","USA and Global","pdjmoo","https://pbs.twimg.com/profile_images/1023121630870917120/_dAshQtW_normal.jpg","🌿 ONE PLANET, ONE HUMANITY, ONE #ENVIRONMENT 🌿    Without Nature We Do Not Exist 🌿 Her Health, IS Our Health 🌿 #Climate #Biodiversity #Ecosystems #Nature",FALSE,"pdjmoo","https://t.co/kuf07Cgizo","1534790300085805056",0,0,1,0,0,NA,5522,4275,190756,611,"🌊Our #Oceans Are Not Sewers
Millions of gallons of toxic industrial #Wastewater being pumped into Florida’s Tampa Bay from leaking holding-reservoir at corporate abandoned phosphate plant.
Could suffocate sea grass beds killing fish, #dolphins, #manatees https://t.co/2rlqJsRzg4"
"242","@CityofTampa @USGBC Will the city stop dumping raw sewage into Tampa bay after a rain storm?. ","1385342045842255873",2021-04-22 21:39:20,"1857157704","en","everyone",FALSE,"1385347515374047235","16102081",FALSE,"2013-09-12T11:58:10.000Z","Tampa, FL","Ranger Rick","https://pbs.twimg.com/profile_images/1280482594774269952/7F1X2RNT_normal.jpg","Clean Air, Clean Water, Pro-Public Education, Medicare-for-all. Realist over Theory, Local over Feds.",FALSE,"TampaFLPolitico",NA,NA,0,0,0,0,0,NA,221,305,20925,1,"@CityofTampa @USGBC Will the city stop dumping raw sewage into Tampa bay after a rain storm?"
"243","@TampaFLPolitico @mattkelley018 @TB_Times @TallyAnnaE @GovRonDeSantis I like what he did here. Let's close it, the others, and fix the grossly outdated sewer systems so we don't have to pump anything destructive into Tampa Bay.. ","1385620671494082568",2021-04-25 20:58:59,"1268532817","en","everyone",FALSE,"1386424523222704128","1857157704",FALSE,"2013-03-15T02:00:34.000Z","United States","trunks817","https://pbs.twimg.com/profile_images/1407961540498661381/IktX7Q6q_normal.jpg","",FALSE,"RichE_B",NA,NA,0,0,1,0,0,NA,21,90,428,0,"@TampaFLPolitico @mattkelley018 @TB_Times @TallyAnnaE @GovRonDeSantis I like what he did here. Let's close it, the others, and fix the grossly outdated sewer systems so we don't have to pump anything destructive into Tampa Bay."
"244","@NikkiFriedFL @Kriseman @MayorOfLA @ericgarcetti @CityofSarasota @MyClearwater @CityLauderhill @townofcutlerbay Kriseman dumps raw sewage into Tampa Bay every time it rains.   Nikki allows 400,000 acres of sugarcane to be burned each year.    You 🤡 don’t give a crap about the environment. ","1385702323268292614",2021-04-26 12:17:45,"1857157704","en","everyone",FALSE,"1386655739893137411","1061009601355829255",FALSE,"2013-09-12T11:58:10.000Z","Tampa, FL","Ranger Rick","https://pbs.twimg.com/profile_images/1280482594774269952/7F1X2RNT_normal.jpg","Clean Air, Clean Water, Pro-Public Education, Medicare-for-all. Realist over Theory, Local over Feds.",FALSE,"TampaFLPolitico",NA,NA,0,0,0,0,0,NA,221,305,20925,1,"@NikkiFriedFL @Kriseman @MayorOfLA @ericgarcetti @CityofSarasota @MyClearwater @CityLauderhill @townofcutlerbay Kriseman dumps raw sewage into Tampa Bay every time it rains.   Nikki allows 400,000 acres of sugarcane to be burned each year.    You 🤡 don’t give a crap about the environment"
"245","Meanwhile, here in FL we released all the phosphate water into Tampa Bay. There’s a sewage pipe discharging into the ocean near Hollywood. Multiple sewer leaks in Ft Lauderdale. Canals are literally full of shit.  
It’s not corporations here. These are all state/county issues. . https   twitter com marcorubio status 1386651275769569286","1386714989508055044",2021-04-26 16:13:12,"2854500488","en","everyone",FALSE,"1386714989508055044",NA,FALSE,"2014-10-13T15:23:04.000Z","Atlantic Ocean somewhere","Sari","https://pbs.twimg.com/profile_images/1083504642816991232/Ny85IjYA_normal.jpg","Politics and sea turtles.  Any animal in need, really.  I will try to help.  #darkskies #savetheseaturtles",FALSE,"toolatetothesho",NA,"1399834060860579843",0,0,0,0,0,NA,2971,3450,28142,1,"Meanwhile, here in FL we released all the phosphate water into Tampa Bay. There’s a sewage pipe discharging into the ocean near Hollywood. Multiple sewer leaks in Ft Lauderdale. Canals are literally full of shit.  
It’s not corporations here. These are all state/county issues. https://t.co/W8OrfkqHXr"
"246","@alwalker222 @nikkifried @hsdemsfl You still can’t even get people to tell us what the Phosphorus/ Ammonia PPM data was pre-spill and post-spill.   They are 🤡 all around.   Our “Democrat” Mayors around Tampa Bay dump raw sewage into the Bay whenever it rains.. ","1388529899112210438",2021-05-01 17:37:40,"1857157704","en","everyone",FALSE,"1388548188613877763","1350324853052743681",FALSE,"2013-09-12T11:58:10.000Z","Tampa, FL","Ranger Rick","https://pbs.twimg.com/profile_images/1280482594774269952/7F1X2RNT_normal.jpg","Clean Air, Clean Water, Pro-Public Education, Medicare-for-all. Realist over Theory, Local over Feds.",FALSE,"TampaFLPolitico",NA,NA,0,1,1,0,0,NA,221,305,20925,1,"@alwalker222 @nikkifried @hsdemsfl You still can’t even get people to tell us what the Phosphorus/ Ammonia PPM data was pre-spill and post-spill.   They are 🤡 all around.   Our “Democrat” Mayors around Tampa Bay dump raw sewage into the Bay whenever it rains."
"247","@WFLA @CityofTampa @JaneCastor Lead factory, Piney Point, dumping raw sewage Into Tampa Bay, rubber stamp for developers, Ticketing blacks on bicycles, South Tampa Flooding due to bad drainage...  yeah sure - local is best around here. ","1389350954546442243",2021-05-03 23:03:44,"1857157704","en","everyone",FALSE,"1389355021788188672","23820899",FALSE,"2013-09-12T11:58:10.000Z","Tampa, FL","Ranger Rick","https://pbs.twimg.com/profile_images/1280482594774269952/7F1X2RNT_normal.jpg","Clean Air, Clean Water, Pro-Public Education, Medicare-for-all. Realist over Theory, Local over Feds.",FALSE,"TampaFLPolitico",NA,NA,0,1,3,1,0,NA,221,305,20925,1,"@WFLA @CityofTampa @JaneCastor Lead factory, Piney Point, dumping raw sewage Into Tampa Bay, rubber stamp for developers, Ticketing blacks on bicycles, South Tampa Flooding due to bad drainage...  yeah sure - local is best around here"
"248","@lesleyabravanel @Kriseman Yes.  The kind that calls himself an environmentalist and touts outlawing plastic straws while dumping millions of gallons of sewage in Tampa Bay on multiple occasions.. ","1389269684135022595",2021-05-04 02:46:05,"2907255059","en","everyone",FALSE,"1389410975384735749","27943005",FALSE,"2014-12-06T04:00:28.000Z",NA,"Gator ","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","",FALSE,"GatorEducator",NA,NA,0,0,0,0,0,NA,2,92,2857,1,"@lesleyabravanel @Kriseman Yes.  The kind that calls himself an environmentalist and touts outlawing plastic straws while dumping millions of gallons of sewage in Tampa Bay on multiple occasions."
"249","@GenXVotes @GovRonDeSantis St. Pete is successful in spite of Dem leadership and diversity.  Kriseman dumped over 100 million of gallons of raw sewage in Tampa Bay and was recommended for 89 felonies and 103 misdemeanors by the FWC. ","1389591496630931461",2021-05-04 15:12:56,"860343721476358144","en","everyone",FALSE,"1389598928367144963","35618750",FALSE,"2017-05-05T04:01:42.000Z",NA,"Upstanding Noticer","https://pbs.twimg.com/profile_images/1588900256854466560/asBNH3Kt_normal.jpg","A gentleman must remain alert & vigilant amidst the tricknology",FALSE,"upstandnoticer",NA,"1600553199047524352",1,3,4,0,0,NA,28,204,531,0,"@GenXVotes @GovRonDeSantis St. Pete is successful in spite of Dem leadership and diversity.  Kriseman dumped over 100 million of gallons of raw sewage in Tampa Bay and was recommended for 89 felonies and 103 misdemeanors by the FWC"
"250","RT @solobol0: @GenXVotes @GovRonDeSantis St. Pete is successful in spite of Dem leadership and diversity.  Kriseman dumped over 100 million…","1389605063841157123",2021-05-04 15:37:19,"977185043050303490","en","everyone",FALSE,"1389605063841157123",NA,FALSE,"2018-03-23T14:07:24.000Z",NA,"@TampaGeoff","https://pbs.twimg.com/profile_images/977233565770551296/yoWtxnHR_normal.jpg","CHAMPA BAY!",FALSE,"TampaGeoff",NA,NA,1,0,0,0,0,NA,1299,2642,6484,0,"@GenXVotes @GovRonDeSantis St. Pete is successful in spite of Dem leadership and diversity.  Kriseman dumped over 100 million of gallons of raw sewage in Tampa Bay and was recommended for 89 felonies and 103 misdemeanors by the FWC"
"251","@RustyShack6969 @JeremyWest75 @FOX13News @NYGovCuomo And so is deathsantis. He's doing this instead of using that money to fix the sewage plant that's about to dump toix waste into Tampa Bay and kill the entire ecosystem. He's only doing this to get you to vote for him again like the moron you are. Look at the bigger picture first.. ","1390120416862248961",2021-05-06 10:34:46,"1372958666270375938","en","everyone",FALSE,"1390253700673904642","1295885293053247488",FALSE,"2021-03-19T17:10:54.000Z","Not Sure? ","blank blank blank","https://pbs.twimg.com/profile_images/1434306658470178818/LJLzMxni_normal.jpg","",FALSE,"blankyblankb",NA,NA,0,1,0,0,0,NA,1,143,790,0,"@RustyShack6969 @JeremyWest75 @FOX13News @NYGovCuomo And so is deathsantis. He's doing this instead of using that money to fix the sewage plant that's about to dump toix waste into Tampa Bay and kill the entire ecosystem. He's only doing this to get you to vote for him again like the moron you are. Look at the bigger picture first."
"252","@Reuters Also know as untreated raw sewage, dumped into local waterways. Saw this in the 60's in Tampa Bay. Its literally floating 💩💩.. ","1399685948779139076",2021-06-01 11:32:23,"832758079280312320","en","everyone",FALSE,"1399690284909400065","1652541",FALSE,"2017-02-18T01:06:12.000Z","Sort of in the South ","NotOnMyWatch","https://pbs.twimg.com/profile_images/874488824138739712/rc2nu8XH_normal.jpg","Feisty Old(er) Hippie who takes no 💩, Snarky at times, and living for the day I can piss on TFG'S grave. The line will be long but worth it! I block MAGAS🚫",FALSE,"9_BulletPoints",NA,"1146471898903130112",0,0,1,0,0,NA,1303,1713,111133,2,"@Reuters Also know as untreated raw sewage, dumped into local waterways. Saw this in the 60's in Tampa Bay. Its literally floating 💩💩."
"253","@ZackSampson @TBEP1991 @TB_Times Don’t fall for the red herring.   Look into City of Tampa and St Pete and their dumping of raw sewage into the bay.. ","1404072808418791426",2021-06-14 14:56:30,"1857157704","en","everyone",FALSE,"1404452692710264840","213164823",FALSE,"2013-09-12T11:58:10.000Z","Tampa, FL","Ranger Rick","https://pbs.twimg.com/profile_images/1280482594774269952/7F1X2RNT_normal.jpg","Clean Air, Clean Water, Pro-Public Education, Medicare-for-all. Realist over Theory, Local over Feds.",FALSE,"TampaFLPolitico",NA,NA,0,0,0,0,0,NA,221,305,20925,1,"@ZackSampson @TBEP1991 @TB_Times Don’t fall for the red herring.   Look into City of Tampa and St Pete and their dumping of raw sewage into the bay."
"254","@mettahapa That ape could rip off Your arm and beat You to death with it as well.
I've noticed how the influx of more people to an already fragile system in Florida is causing rapid decline. Sewage leak into Tampa Bay is causing record Red Tide. Massive fish kill. Hurts tourism.. ","1408907731310940166",2021-06-27 15:08:29,"815206471378104320","en","everyone",FALSE,"1409166754077724676","1178450905496248320",FALSE,"2016-12-31T14:42:23.000Z",NA,"Tom","https://pbs.twimg.com/profile_images/833044120327315457/ycTiY7Gh_normal.jpg","Chillin' and Thrillin'",FALSE,"Tom_the_Dog27",NA,"1593355912571412483",0,0,0,0,0,NA,151,245,7022,8,"@mettahapa That ape could rip off Your arm and beat You to death with it as well.
I've noticed how the influx of more people to an already fragile system in Florida is causing rapid decline. Sewage leak into Tampa Bay is causing record Red Tide. Massive fish kill. Hurts tourism."
