"","text","conversation_id","author_id","possibly_sensitive","in_reply_to_user_id","lang","reply_settings","id","created_at.x","username","verified","url","created_at.y","description","name","protected","location","profile_image_url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id"
"208","@MacChrystal @michaelgayetsky Youngstown’s version of Red Tide?","1163960618996686849","25422773",FALSE,"42873293","en","everyone","1163963093447270401",2019-08-20 23:56:41,"Davey074",FALSE,NA,"2009-03-20T00:42:48.000Z","Youngstown - Cleveland - Tampa","Dave Yanek",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1059079132645126144/cIYQ2c9f_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,71,305,5141,1,NA
"209","According to the report, red tide was a result of septic tank failures and urban runoff that consisted of human and pet waste. Stop this &amp; leave straws alone. This will kill all animals.
https://t.co/tn9IXNTUzu","1173074224329756673","398399733",FALSE,NA,"en","everyone","1173074224329756673",2019-09-15 03:21:04,"DianeWestcott",FALSE,NA,"2011-10-26T00:43:52.000Z","married - 
USA 🇺🇸❤
- My family have served since WW2","Diane Westcott",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/796975483376304129/OIwvlV6-_normal.jpg","51264211e147d635",0,0,0,0,0,36,236,8459,0,NA
"210","Really hope it doesn’t come north. We don’t need another round of #redtide in #SarasotaBay or #TampaBay https://t.co/vcbyDUg0is","1180605828879048704","131274413",FALSE,NA,"en","everyone","1180605828879048704",2019-10-05 22:08:58,"KRKemp",FALSE,"https://t.co/htgnZU1qFC","2010-04-09T20:08:40.000Z","Husband & father of 2 adopted boys. Outdoorsman. Racing fan. Purdue Boilermaker.","Kevin Kemp",FALSE,"Lithia FL","https://pbs.twimg.com/profile_images/1149006195526688769/dMmKtJCY_normal.jpg","017a309d07f2b3f8",0,0,0,0,0,229,876,1762,5,"1006616316600569857"
"211","I’m happy to report that the redfish population in Tampa Bay is making a rebound after last year’s red tide. https://t.co/4rqBRKkYSv","1188787953272795137","6187652",FALSE,NA,"en","everyone","1188787953272795137",2019-10-28 12:01:49,"miklb",FALSE,"https://t.co/2HPFaCKjXc","2007-05-21T01:53:23.000Z","I know what’s wrong with your website.  Food, music, the open web.  he/him Fediverse @michael@michaelbishop.me","Michael Bishop",FALSE,"The old fishing hole.","https://pbs.twimg.com/profile_images/1568288046952464385/F5JmNYYA_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,923,1357,57694,106,"796423262196682752"
"212","@realDonaldTrump is going to eat the #Democrats alive and expose your party 4 what it really is. #Socialist and want to over throw the 2016 election. #Redtide BTW #YourFired https://t.co/3s1deIaICX","1190090148173750272","548145982",FALSE,"25073877","en","everyone","1190090148173750272",2019-11-01 02:16:16,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","2cce4a9792d2d92e",0,0,0,0,0,18,99,3518,1,NA
"213","@GregJnFla And it’s not about the hot weather either cause the season been cooling down! So whatever cycle of red tide it’s not necessarily all about extreme heat as was thought last year","1195308410595692545","905841483852513280",FALSE,"738372419182821376","en","everyone","1195309601157263361",2019-11-15 11:56:31,"featherman_bill",FALSE,NA,"2017-09-07T17:13:34.000Z","NO DM’s ! ! trying to live a simple life, with my loving @goatgirl1976 !!!!  https://t.co/lYVvQLdJ7A known to be 50/50 asshole n more asshole","Shaggg2016",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1614586039846191104/bl38Z-I0_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,984,1867,23625,9,"1352931198272679936"
"214","We have Gaetz and guns, red tide and racism but when I see #snowstorm trending it reminds my why I moved to Florida!

#flipFLBlue
#ImpeachDonaldTrumpNOW
#GOPComplicitTraitors https://t.co/M8Lqz03Elr","1199371594784747520","42253358",FALSE,NA,"en","everyone","1199371594784747520",2019-11-26 16:57:26,"antiqueK",FALSE,NA,"2009-05-24T18:11:25.000Z","Soul of a mermaid mouth of a sailor. 
#guncontrol #atheist","🌊AntiqueK🌻",FALSE,"New York, USA","https://pbs.twimg.com/profile_images/1523315831211446273/Bychq83j_normal.jpg","dc62519fda13b4ec",0,0,2,0,0,8076,8049,11061,1,"1292188081739706369"
"215","Red tide and booze puke https://t.co/1J1I1Qi5vn","1202300462659198976","262025657",FALSE,NA,"en","everyone","1202300462659198976",2019-12-04 18:55:42,"matteblackeye",FALSE,NA,"2011-03-07T05:29:04.000Z","38 they/them non-binary Nameless, Formless on tumblr. married to @myndcryme56 (unfortunate for him)","Bunny 🐰",FALSE,"New York","https://pbs.twimg.com/profile_images/1618012107882078208/PBki5Rly_normal.jpg","dc62519fda13b4ec",0,0,5,0,0,1184,1183,23221,4,"1615543644173340673"
"216","@edsbs Also the beaches alternate between having necrotizing fasciitis and red tide every other month","1219328781263032320","318024492",FALSE,"7452872","en","everyone","1219331690750971912",2020-01-20 18:51:43,"_zachferguson",FALSE,NA,"2011-06-15T21:00:43.000Z","#RollTide","Zach Ferguson",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1275080361886670850/RiEhq-NI_normal.jpg","01af119d415cd7d2",0,0,6,0,0,213,129,11231,10,NA
"217","From Red Tide to #RollTide https://t.co/jyFOqy3Mc2","1229809368033628160","109240047",FALSE,NA,"en","everyone","1229809368033628160",2020-02-18 16:46:16,"TylerGraddy",FALSE,"https://t.co/2vfPysntu5","2010-01-28T12:02:51.000Z","Jack of All Trades, Master of Fun","Tyler Graddy",FALSE,"Tampa Bay, FL | Orlando, FL","https://pbs.twimg.com/profile_images/1324152152894382089/fUSL5VbI_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,862,973,4724,11,NA
"218","@xmethuselahx @Pneumatic123 @Bayou_Bengals @GOPChairwoman @EricTrump Yep.  Need that red tide.  I like a government that tells me what to do and how to think and then, if I disagree, they add me to a Trump hit list.  Very comforting.","1232512668533239808","1548980701",FALSE,"102415827","en","everyone","1233113117854441477",2020-02-27 19:34:12,"floridablue97",FALSE,NA,"2013-06-26T19:45:05.000Z","University of Michigan, 1980, #GoBlue University of Florida, 1982. 
Mets #LFGM, Jets, Islanders fan.","Karl",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1363318934376693760/UMftG-DL_normal.jpg","70b7be4d968912d3",0,2,2,0,0,2297,4627,20022,0,NA
"219","@amosmagliocco Yes...cause we had the river of blood (Red Tide here in Florida).","1240508278737711104","18336824",FALSE,"79870762","en","everyone","1240656342257410054",2020-03-19 15:08:16,"SkyFormZ",FALSE,"https://t.co/OlfYUk0IYm","2008-12-23T16:54:37.000Z","Tweeting about the sky & weather since Dec. 2008. Find me everywhere on the web via @skyformz (aka Jason Foster)","SkyFormZ",FALSE,"Tampa, FL (formerly DC area) ","https://pbs.twimg.com/profile_images/579219081418694656/7ps7KS2b_normal.jpg","00ee737d2da1259c",0,0,0,0,0,2324,703,8586,188,"1334607022176804866"
"220","Science Twitter — why is California’s red tide so much nicer (re: harmless and apparently beautiful?!) compared to Florida’s red tide? 
Never saw anything like this in my years growing up in SoCal! https://t.co/X0DEsvCMrY","1257152977133023232","974010244111122432",FALSE,NA,"en","everyone","1257152977133023232",2020-05-04 03:40:01,"AdriaIrahetaTV",TRUE,"https://t.co/HTN6t11bdA","2018-03-14T19:51:53.000Z","Comms at @HillsboroughSch. Cycle instructor. Former reporter @BN9. OG @verified™️ I tweet all things Tampa & #GoBolts On a mission to change the world 🌎","Adria",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1612295053329702914/F-3QUCDx_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,1517,1975,9960,24,NA
"221","Ditto. #KAG2020 #Redtide https://t.co/BVp71SaPoq","1271787642816991232","548145982",FALSE,NA,"it","everyone","1271787642816991232",2020-06-13 12:52:57,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","6d4de57fa00a913f",0,0,0,0,0,18,99,3518,1,NA
"222","Kee it going Brother #Redtide https://t.co/odrg4krlXC","1273266508869840896","548145982",FALSE,NA,"en","everyone","1273266508869840896",2020-06-17 14:49:26,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","2cce4a9792d2d92e",0,0,0,0,0,18,99,3518,1,NA
"223","@ISH_TAHR @guccimules @Dirty_McFatts @ABC Yep!!! And bad algae blooms happen every year but if you’re interested in ocean health look into the run off that caused our red tide crisis in 2018. Our governors notoriously don’t care about the health of these animals’ homes.","1281378115143512066","32929775",FALSE,"1000074058887778306","en","everyone","1282102169857073153",2020-07-11 23:59:12,"th1s1sallstup1d",FALSE,NA,"2009-04-18T16:20:30.000Z","","KCL",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1599266408097103873/CmcBYA1W_normal.jpg","dc62519fda13b4ec",0,2,2,0,0,326,559,26136,0,NA
"224","@POTUS @realDonaldTrump #KAG2020 #Republican #RedTide https://t.co/gTPPyRDYKF","1288490600598327297","548145982",FALSE,"822215679726100480","qme","everyone","1288490600598327297",2020-07-29 15:04:32,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","2cce4a9792d2d92e",0,0,0,0,0,18,99,3518,1,NA
"225","LOL #DefundThePolice but #DNC what security and #Police there. Not on my tax $. I like the #GunfreeZone sign idea. #KAG2020 #Redtide https://t.co/JyOHr5PMCi","1289550216694292486","548145982",FALSE,NA,"en","everyone","1289550216694292486",2020-08-01 13:15:05,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","2cce4a9792d2d92e",0,0,0,0,0,18,99,3518,1,NA
"226","@critigal1 The Red Tide. 

Of Russians.","1304252896540844033","55414986",FALSE,"1146800610341036032","en","everyone","1304458315557146626",2020-09-11 16:34:32,"LibbyBlog",FALSE,NA,"2009-07-10T00:34:22.000Z","Transportation/urban planning consultant in Florida. Author of forthcoming ""Paleo Places"" - an evolutionary approach to urban planning.","Elizabeth Rodriguez",FALSE,NA,"https://pbs.twimg.com/profile_images/832592330473537536/i07vfAJ0_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,3968,4920,181414,188,NA
"227","@realDonaldTrump It's red tide dummy. A stinky, fish killing disease.","1317496034034057216","2818429555",FALSE,"25073877","en","everyone","1318756179770789889",2020-10-21 03:29:09,"kathjosmith",FALSE,NA,"2014-09-18T23:55:19.000Z","#resist, MAGA hater, dog lover, vote blue no matter who!","Kathy",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1298065995429552129/YshHzn2R_normal.jpg","00ee737d2da1259c",0,0,0,0,0,2949,4391,14315,3,NA
"228","@realDonaldTrump Its called #RedTide dummy...","1322063800993013761","24239829",FALSE,"25073877","en","everyone","1322191564018380800",2020-10-30 15:00:08,"TannerMonroe",FALSE,"http://t.co/QncwlZ3Isw","2009-03-13T19:58:45.000Z","Digital Media &amp; Fine Art","Tanner Monroe",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/95365715/MCcomFineArts_LogoWEB_normal.jpg","9e27ffe7ca397c0a",0,0,1,0,0,765,1054,5854,13,NA
"229","Drove by 3 polling places is the Northern section of Tampa and NO lines could be seen. Voters walking in and out. #RedTide https://t.co/rXIBvRQq6l","1323720470642991104","548145982",FALSE,NA,"en","everyone","1323720470642991104",2020-11-03 20:15:28,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","2cce4a9792d2d92e",0,0,0,0,0,18,99,3518,1,NA
"230","#Redtide #MAGA @realDonaldTrump that IS there job @AOC protect legal votes and cast out Illegal votes https://t.co/NBzx2u3bg4","1337148238684712974","548145982",FALSE,NA,"en","everyone","1337148238684712974",2020-12-10 21:32:37,"fl_bob",FALSE,NA,"2012-04-08T04:45:43.000Z","Just an Old White Man #OWM","BWilliams",FALSE,NA,"https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","bd975a41c2c796e9",0,1,0,0,0,18,99,3518,1,NA
"231","@fl_bob @realDonaldTrump @AOC To date, NONE of the 50+ court cases have produced ANY evidence of ""illegal votes"" being counted. https://t.co/25EMB3UHUK","1337148238684712974","228439382",FALSE,"548145982","en","everyone","1337179362454433792",2020-12-10 23:36:18,"NormDePlume69",FALSE,NA,"2010-12-19T18:36:25.000Z","","Norm DePlume",FALSE,NA,"https://pbs.twimg.com/profile_images/1230925755/Wolf_in_snow_normal.jpg",NA,0,0,0,0,0,818,1663,20391,6,NA
"232","@MCGPublicSafety @HeraldTribune @bradentonherald @mysuncoast @abcactionnews @FOX13News @WFLA Thank you for this tweet.
This is a serious environmental disaster to residents near the area, also to our beautiful Tampa Bay, our Gulf &amp; to our marine life already that was impacted by the horrendous year of Red Tide that killed off Thousands of our marine life. Urgency","1378109595080650754","1375226404552503307",FALSE,"3239257906","en","everyone","1378320470311862272",2021-04-03 12:16:22,"MStoker1965",FALSE,NA,"2021-03-25T23:21:55.000Z","","MichelleStoker1965",FALSE,NA,"https://pbs.twimg.com/profile_images/1375226696798965762/iTIs8NoU_normal.jpg","dc62519fda13b4ec",2,2,13,1,0,0,6,9,0,NA
"233","This situation has the potential to do more than just flood the area and harm drinking water supply. With some of the water having already been drained into Tampa Bay, fishermen and environmental groups worry about an algae bloom or a possible red tide. https://t.co/JHI7mP1gsJ","1378375897284292608","34216888",FALSE,"34216888","en","everyone","1378408822574829568",2021-04-03 18:07:27,"WFLAJustin",TRUE,"https://t.co/aQTGz1XGdq","2009-04-22T07:40:23.000Z","@WFLA News Channel 8 Reporter jschecker@wfla.com","Justin Schecker",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1442293459310682116/V8gJ-TY4_normal.jpg","dc62519fda13b4ec",44,4,38,2,0,6006,3292,20016,114,NA
"234","@AdamDSeidel If the wastewater being drained into Tampa Bay at Port Manatee to prevent a collapse causes an algae bloom or red tide that would have regional environmental and potential economic impacts, including for Anna Maria.","1378375897284292608","34216888",FALSE,"41546565","en","everyone","1378768414420910080",2021-04-04 17:56:20,"WFLAJustin",TRUE,"https://t.co/aQTGz1XGdq","2009-04-22T07:40:23.000Z","@WFLA News Channel 8 Reporter jschecker@wfla.com","Justin Schecker",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1442293459310682116/V8gJ-TY4_normal.jpg","dc62519fda13b4ec",0,1,0,0,0,6006,3292,20016,114,NA
"235","@WFLA Surprise, surprise red tide...wonder why...could it be from Piney Point...duh!!!","1382804313513336832","2228799679",FALSE,"23820899","en","everyone","1382807610458566657",2021-04-15 21:26:40,"Dolphin2rw",FALSE,NA,"2013-12-03T20:07:09.000Z","","Sandy ",FALSE,NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png","9e27ffe7ca397c0a",0,0,10,1,0,61,165,1859,0,NA
"236","Effects of red tide being seen in Sarasota County https://t.co/QC7mkeYLgq","1385025043223220226","1542468013",FALSE,NA,"en","everyone","1385025043223220226",2021-04-22 00:17:57,"MadisonAlworth",TRUE,"https://t.co/Iff6DTJNmW","2013-06-24T04:08:24.000Z","Correspondent @FoxBusiness. Previously @10TampaBay, @cheddar, @TODAYshow. Yale Class of 2015, Co-founder and former editor of YTV","Madison Alworth",FALSE,"New York, NY","https://pbs.twimg.com/profile_images/1002284844611751936/9gXEcjDn_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,4180,766,2975,36,NA
"237","Day One of our #STEMPalooza week... 🤖 Robotics Competition Day!!! 🤖 Our teams built and coded their robots to detect and save three manatees from red tide. What a challenge! 🌊 @TampaBaySTEM @WeAreHAEST @HCPSElemScience @LutzSchool @MrsRTate_AP @aralwood https://t.co/d9plMPASzt","1396951479466954754","976928477483098112",FALSE,NA,"en","everyone","1396951479466954754",2021-05-24 22:09:21,"BaldwinClass4",FALSE,NA,"2018-03-22T21:07:54.000Z","We are a 4️⃣th grade class using Twitter 2 connect with other classes & share the awesome things we do. 🐾Lutz K-8🐾Our teacher is Mrs. Baldwin ✌🏼","Mrs. Baldwin's Class",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1116806647152820226/yDdzpZ00_normal.jpg","0fc2ebe6c8d5b000",2,0,7,0,0,164,112,777,1,NA
"238","Red Tide Health Alert Hillsborough Fl Health Department ☝ 😐 
 https://t.co/oTSs0fSf6K","1401222573661343748","1347935690332495877",FALSE,NA,"en","everyone","1401222573661343748",2021-06-05 17:01:09,"heapevents",FALSE,"https://t.co/WogSnRIQ8f","2021-01-09T15:58:46.000Z","just heap of US events","heapevents.info",FALSE,NA,"https://pbs.twimg.com/profile_images/1347936111243497474/bHvyzpdf_normal.jpg","4ec01c9dbc693497",0,0,0,0,0,17,25,31669,1,NA
"239","My boating trip has been canceled for 5 days in a row due to bad weather and red tide… https://t.co/kL0gW3imJ0","1405221710807326721","789533054083608576",FALSE,NA,"en","everyone","1405221710807326721",2021-06-16 17:52:18,"thisisjaysutton",FALSE,"https://t.co/Vsf2ZqWmTX","2016-10-21T18:25:23.000Z","Owner: @destroyingdoubt ⏪: Noles All Access @ballysportsfl on courtesy of @learfieldimgc ⏪: Show Host @espnradio 👨🏾‍🎓🍢: FSU  ✈️: Vet USAF","Jay Sutton",FALSE,"Houston, TX","https://pbs.twimg.com/profile_images/1590736916865077251/ezXCy0BG_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,1069,297,13325,15,"1147987893450936327"
"240","ICYMI👇🏻
https://t.co/f5tbtjxbbx","1407097334354296839","3663171552",FALSE,"3663171552","pl","everyone","1407100138213023749",2021-06-21 22:16:30,"ShannonCwtsp",TRUE,"https://t.co/U2pYmooO0q","2015-09-23T21:14:18.000Z","News Reporter @10TampaBay | NY native","Shannon Clowe",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1465468218282237956/11SKipD0_normal.jpg","dc62519fda13b4ec",2,1,3,0,0,2889,545,4090,42,"1391911063373942786"
"241","Ahhh I love the smell of dead fish roasting in the July sun. Thanks red tide","1411067475056369671","2981797822",FALSE,NA,"en","everyone","1411067475056369671",2021-07-02 21:01:17,"CaileyWilliams_",FALSE,NA,"2015-01-16T21:33:50.000Z","“cosmically average” | st. pete | prov","cail",FALSE,NA,"https://pbs.twimg.com/profile_images/1323470047629713410/dc6fRy0h_normal.jpg","00ee737d2da1259c",0,0,1,0,0,209,326,6611,3,"1176239397760577539"
"242","Back to wearing my mask outdoors in Tampa, not because of the Delta variant but because of the stink of red tide from all the dead stingrays floating in the bay along Bayshore Boulevard, the city’s millionaire row. 😭","1411655975011028993","16017426",FALSE,NA,"en","everyone","1411655975011028993",2021-07-04 11:59:46,"TerryWardWriter",FALSE,"https://t.co/EsgtOJayJM","2008-08-27T20:53:23.000Z","Career journalist, Florida-based travel writer, scuba diver, mom. Bylines @CNN @NatGeo @lonelyplanet @AARP @scubadivingmag @CNTraveler On Insta @TerryWardWriter","Terry Ward",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1611293411604062209/B7FucQHh_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,3983,2280,11477,130,"1283810208997924864"
"243","We are experiencing a red tide outbreak in #TampaBay but I managed to find some good #fishing yesterday morning. Caught #snook #trout and #jacks on the @Zmanfishing 4” DieZel MinnowZ in Opening Night. New episode out now 🎥👇🏻

https://t.co/Se05bMyOct https://t.co/z64QgTlqdi","1411661965878083587","1360002869584355333",FALSE,NA,"en","everyone","1411661965878083587",2021-07-04 12:23:34,"WadeFishingExp",FALSE,"https://t.co/MVzN37qekF","2021-02-11T23:09:06.000Z","Tampa Bay’s premier wade fishing show, hosted by Matt Stevens, @stevens_mms. Tips, tactics and locations to help you catch more redfish, trout and snook.","The Wade Fishing Experience",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1411662349862375424/t7BMkf7A_normal.jpg","dc62519fda13b4ec",1,0,6,1,0,295,294,122,1,"1429080272264441857"
"244","So we just gonna blame ""red tide"" and not phosphate plants or oil companies? Ok.... https://t.co/6o7d98UFyI","1413591899055796224","188084636",FALSE,NA,"en","everyone","1413591899055796224",2021-07-09 20:12:26,"2nuff4u",FALSE,"https://t.co/bwplfNZUTJ","2010-09-07T22:05:39.000Z","Founder @scrumasyouare || Professional Scrum Master || Programmer/Developer (COBOL/C/C#/HTML/CSS) || Lean Six Sigma Green Belt || INTJ","bethamphetamine™",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1528584400954396674/dZh25Iev_normal.jpg","01af119d415cd7d2",0,0,1,0,0,166,358,33095,1,"1567348469525790720"
"245","New today: Hillsborough County has closed the beaches at Apollo Beach Nature Park and EG Simmons Park due to red tide in Tampa Bay. Park Ranger at Apollo Beach allowed me to come get some pictures. There’s a lot of dead fish here. @BN9 https://t.co/jl8gddtrEJ","1413821044327075845","411759561",FALSE,NA,"en","everyone","1413821044327075845",2021-07-10 11:22:59,"TimWronka",TRUE,"https://t.co/BFDT2tddJC","2011-11-13T20:58:17.000Z","Morning Traffic Anchor & Reporter for Spectrum Bay News 9 (@BN9) in Tampa Bay. @FloridaState alum.","Tim Wronka",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/961278333064499203/ZciEPy42_normal.jpg","07d9d2ddef080003",7,12,10,9,0,2163,831,12664,65,"1606675816783708160"
"246","@TimWronka @BN9 Thanks @RonDeSantisFL   This is your fault.","1413821044327075845","75447154",FALSE,"411759561","en","everyone","1413828884185952257",2021-07-10 11:54:08,"tophernoun",FALSE,NA,"2009-09-19T02:10:20.000Z","Bronco Backer. Gator Booster. Jack’s dad. Wendy’s husband.","T-DOGG",FALSE,NA,"https://pbs.twimg.com/profile_images/1452761867210924032/b8ETG--1_normal.jpg",NA,0,0,2,0,0,401,2303,9359,4,NA
"247","@TimWronka @BN9 #pineypoint took years off GOP mismanagement and Deregulation causing this permanent damage to the ecosystem. after they did a combo of other industry chemicals causing a chemical reaction #nuclearWaste to the blue side of Florida. Highly sus.","1413821044327075845","1294008398485258242",FALSE,"411759561","en","everyone","1413833703147675648",2021-07-10 12:13:17,"larag122",FALSE,NA,"2020-08-13T20:33:05.000Z","","Lara RN BSN 🇺🇸",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1594481914164936705/iFGVKoYu_normal.jpg",NA,0,0,2,0,0,427,3632,16657,1,"1586137341076316160"
"248","@TimWronka @BN9 We had the same thing on Davis Island and along Bayshore Boulevard. Terrible, criminal. #redtide","1413821044327075845","753216108849729536",FALSE,"411759561","en","everyone","1413842363168997379",2021-07-10 12:47:41,"Tampa_Egret",FALSE,NA,"2016-07-13T13:14:49.000Z","Friend of the planet, reader, armchair urbanist. Working to make Tampa greener, hipper, prettier and less car-centric. #climatecrisis #solarpoweredFL #StopTBX","Tampa Egret Bicycle",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/810595410737852420/JJ5xHFhY_normal.jpg",NA,0,0,1,0,0,523,289,10973,13,"1142395142604824576"
"249","At first I was wondering why the county decided to close these beaches when it didn’t seem much worse than others. But I’ve been gone for an hour, and I’ve been coughing and my eyes have been watering. My guess is that it’s pretty strong in that water right now.","1413821044327075845","411759561",FALSE,"411759561","en","everyone","1413852805887139843",2021-07-10 13:29:11,"TimWronka",TRUE,"https://t.co/BFDT2tddJC","2011-11-13T20:58:17.000Z","Morning Traffic Anchor & Reporter for Spectrum Bay News 9 (@BN9) in Tampa Bay. @FloridaState alum.","Tim Wronka",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/961278333064499203/ZciEPy42_normal.jpg",NA,1,1,1,0,0,2163,831,12665,65,"1606675816783708160"
"250","@TimWronka @BN9 There's a lot of fingers pointing at government for things like Piney Point and Big Sugar contributing to this. We want solutions and accountability.","1413821044327075845","1107787104170508288",FALSE,"411759561","en","everyone","1413898004877172739",2021-07-10 16:28:47,"StPeteMomma",FALSE,NA,"2019-03-18T23:33:22.000Z","Opinionated. MomLife 
Supporter of human rights & equality.  Gardening FibroWarrior Sarcasm & Humor GenX Survivor 
Live, love, laugh, repeat. ✝️","ST PETE MOMMA 💙 Sunshine & Sarcasm",FALSE,"St. Petersburg, FL 🏝️🇺🇲","https://pbs.twimg.com/profile_images/1587627463751892993/pKIIHFUc_normal.jpg",NA,0,0,1,0,0,1172,1395,22948,0,"1603357291046404097"
"251","#redtide stinks y’all. It’s shutting down #fishing across most of #tampabay and taking a toll on fish populations. My trip this morning got derailed. #snook #redfish #trout 👇🏻

https://t.co/dWGYkBRi5Y https://t.co/9XKPVbRY2Z","1414333746220781573","1360002869584355333",FALSE,NA,"en","everyone","1414333746220781573",2021-07-11 21:20:16,"WadeFishingExp",FALSE,"https://t.co/MVzN37qekF","2021-02-11T23:09:06.000Z","Tampa Bay’s premier wade fishing show, hosted by Matt Stevens, @stevens_mms. Tips, tactics and locations to help you catch more redfish, trout and snook.","The Wade Fishing Experience",FALSE,"Tampa, FL","https://pbs.twimg.com/profile_images/1411662349862375424/t7BMkf7A_normal.jpg","dc62519fda13b4ec",0,0,2,0,0,295,294,122,1,"1429080272264441857"
"252","Pinellas removes over 1.2 million lbs of dead marine life due to red tide https://t.co/t5zwfZpERe","1415428766738919425","47665929",FALSE,NA,"en","everyone","1415428766738919425",2021-07-14 21:51:30,"RyanReports",TRUE,NA,"2009-06-16T16:23:59.000Z","📺 Live Desk Anchor | The National Desk @TND | Storyteller from the Show-Me State","Ryan Smith",FALSE,"Washington, DC","https://pbs.twimg.com/profile_images/1454329707189743620/lq4kYqvR_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,2229,2437,16247,78,NA
"253","We are dealing with an environmental disaster here. Over 610 tons of dead marine life have been collected in the last couple of weeks due to red tide which is out of control due to lax environmental laws! @GovRonDeSantis is once again living up to his nickname DeathSantis. https://t.co/Zm5pFQgANH","1415667444891275271","6681582",FALSE,NA,"en","everyone","1415667444891275271",2021-07-15 13:39:55,"porcelinajune",FALSE,NA,"2007-06-08T21:09:58.000Z","Oh you know it's true, I'm too fucking fabulous. -GW 

Hip Librarian, pop culture enthusiast, peaked as a teenage girl in the 90s","Ms. ~ M.",FALSE,"Florida","https://pbs.twimg.com/profile_images/1061404725868937216/KokLQNjI_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,160,613,12846,5,NA
"254","I’m on a boat motherf…… #redtide #bay #snl #work @ Tampa, Florida https://t.co/x6bsl4gANx","1415747081822777351","76064434",FALSE,NA,"en","everyone","1415747081822777351",2021-07-15 18:56:22,"penzrule",FALSE,NA,"2009-09-21T16:15:32.000Z","mediocre photographer. 7x Stanley Keg Champ.","craig cross",FALSE,"Riverview, Fl","https://pbs.twimg.com/profile_images/1588652799956508672/PfN0pBfU_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,487,1370,17610,13,NA
