"","text","conversation_id","author_id","lang","id","created_at.x","in_reply_to_user_id","reply_settings","possibly_sensitive","protected","verified","username","created_at.y","description","url","location","name","profile_image_url","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","pinned_tweet_id"
"214","@SenRickScott @SpeakerPelosi You didn’t go to Laredo to raise funds Red Tide Rick. You just went to Washington D.C. to throw a “Black Tie” fundraiser after you were sworn in as new FL Senator while 800,000 federal workers didn’t get a paycheck during the government shutdown!","1096535942943461376","524375594","en","1096542219597737984",2019-02-15 22:50:12,"131546062","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",2,0,6,0,0,184,119,22985,3,NA
"215","Red tide discount https://t.co/FArPnIpeKZ","1097250477157294080","20925907","en","1097250477157294080",2019-02-17 21:44:34,NA,"everyone",FALSE,FALSE,FALSE,"SlimROZAY","2009-02-15T18:18:59.000Z","drink more water & mind yours 🧚🏽‍♀️ IG: luhbootyjas",NA,NA,"JT","https://pbs.twimg.com/profile_images/1480034157795368962/cH5vYur7_normal.jpg","9e27ffe7ca397c0a",0,0,1,0,0,1904,705,154040,14,NA
"216","@AmericaNewsroom @SenRickScott @SandraSmithFox Red Tide Rick supports a manufactured crisis to divert money from our military to build a “campaign promised” border wall that experts agree will not do anything to solve our immigration problem. Why doesn’t Scott work on bipartisan immigration legislation that works?","1097870542517035009","524375594","en","1097901567196516353",2019-02-19 16:51:46,"312800783","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"217","@SenRickScott @AmericaNewsroom Stop creating your own “Alternative Facts” Red Tide Rick. All Democrats are not Socialists and all socialist ideas are not dangerous! Or are you against Social Security, Medicare and Medicaid? Floridians already know you’re against Medicaid expansion!","1097941378481278977","524375594","en","1098007065967161344",2019-02-19 23:50:59,"131546062","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"218","@SenRickScott @SenateAging Here we go again! Red Tide Rick NOW says he wants to protect seniors! Where was he as Florida’s Governor when he failed to enforce backup generators for nursing homes to protect from power outages during hurricanes? Why did he delete public texts after Hollywood Hills disaster?","1097953549936480256","524375594","en","1098010850646986753",2019-02-20 00:06:01,"131546062","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,1,0,0,184,119,22985,3,NA
"219","@SenRickScott @USDOT Red Tide Rick rejected $2.4B in federal funds for high speed rail in 2011. Then his last year as FL governor he reverses course &amp; invests $3M in All Aboard Florida, a Coral Gables inter-city rail company &amp; heavy contributor to Scott’s campaign!","1098011868038422528","524375594","en","1098066860485103616",2019-02-20 03:48:35,"131546062","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",1,0,7,1,0,184,119,22985,3,NA
"220","A great presentation from Michelle Johnson last night! We learned a little history about our Earth, what red tide is and some of the potential causes. 🌎 🌡

#Tampa #science #redtide… https://t.co/tJ6m4yaqth","1098581670406455296","2368108578","en","1098581670406455296",2019-02-21 13:54:15,NA,"everyone",FALSE,FALSE,FALSE,"TampaDiving","2014-03-02T02:53:19.000Z","South #Tampa full-service dive shop classes, servicing, trips and a full range of scuba gear! #diving #scuba #snorkel #freediving #spearfishing 813-832-6669","http://t.co/KJ3sT5ZuGe","4316 S Manhattan Ave Tampa, FL","Adventure Outfitters","https://pbs.twimg.com/profile_images/908698312840114177/rJ-bPAAL_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,266,304,1176,16,NA
"221","@SenRickScott Red Tide Rick and Republicans are politicizing a controversial subject for their own benefit! This legislation is based on lies and a misinformation campaign, aimed at shaming women and criminalizing doctors for a practice that doesn’t exist in medicine or reality.","1100177302825193473","524375594","en","1100428002314371074",2019-02-26 16:10:55,"131546062","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"222","Not in the Tampa Bay region. Snook &amp; red fish are closed due to red tide. https://t.co/d4j05r3ZcR","1101207013101576200","6187652","en","1101207013101576200",2019-02-28 19:46:26,NA,"everyone",FALSE,FALSE,FALSE,"miklb","2007-05-21T01:53:23.000Z","I know what’s wrong with your website.  Food, music, the open web.  he/him Fediverse @michael@michaelbishop.me","https://t.co/2HPFaCKjXc","The old fishing hole.","Michael Bishop","https://pbs.twimg.com/profile_images/1568288046952464385/F5JmNYYA_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,923,1357,57694,106,"796423262196682752"
"223","@SenRickScott @AOC Red Tide Rick has “Trumpitis”, inflating his record as governor again. But to his credit, Florida has the best staffed McDonalds and Burger Kings in the country!","1102683298940239873","524375594","en","1102935461268463618",2019-03-05 14:14:40,"131546062","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,1,0,0,184,119,22985,3,NA
"224","WE’RE BACK!! 

Tonight we’ll be discussing Tampa’s mayoral election!! 

Also we will be joined in the studio by @RLundark of the Red Tide Party and 2016 Democratic Primary nominee Jim Webb! 

All with music from The Mak Brothers Band! 

TONIGHT! 8 PM ON https://t.co/9vxWoJ9VHh","1103009371347472384","3523992621","en","1103009371347472384",2019-03-05 19:08:21,NA,"everyone",FALSE,FALSE,FALSE,"TheLocalHour","2015-09-02T14:22:37.000Z","""The Local Hour"" LIVE! Every Tuesday @ 8 pm on https://t.co/2FKD3uMZP9 📻 Tampa's #1 radio show for local music & comedy! 
Old Shows:
https://t.co/kn6AN3LfiI","https://t.co/JSApciOAMQ","Tampa, FL","The Local Hour!","https://pbs.twimg.com/profile_images/1009859167115513861/rPM-ZD2F_normal.jpg","dc62519fda13b4ec",2,0,0,0,0,59,38,145,2,"958163006852091905"
"225","OK. So now we know Red Tide Rick’s real mission in D.C....Talk about how dysfunctional Washington is, introduce Term Limits and act as President Trump’s Toadie! Why didn’t you comment or censure Steve King for his White Nationalism support? https://t.co/A20cQiBPFO","1103457496943992832","524375594","en","1103457496943992832",2019-03-07 00:49:03,NA,"everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"226","So why are Red Tide Rick and the GOP silent about other despots like Saudi Arabia for blatant murder of U.S. journalist Khoshogee or kidnap &amp; torture of U.S. Dr. Fitaihi? https://t.co/nWnqHBZp7Q","1103693125237776384","524375594","en","1103693125237776384",2019-03-07 16:25:21,NA,"everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,0,0,0,184,119,22985,3,NA
"227","@SenRickScott @marcorubio And that’s why you’ll always be known as Red Tide Rick. You didn’t do anything to improve the environment in Florida during 8 yrs as governor! Your budget cuts to the FL dept of environmental protection &amp; water management helped fuel green algae in St. Lucie &amp; Ft. Myers!","1105909571569311745","524375594","en","1105914499050164224",2019-03-13 19:32:18,"131546062","everyone",FALSE,FALSE,FALSE,"tonyedl","2012-03-14T13:54:49.000Z","Navy Veteran",NA,"Florida, USA","tonyedl","https://pbs.twimg.com/profile_images/1610490812298665984/koxq80ME_normal.jpg","70b7be4d968912d3",0,0,3,0,0,184,119,22985,3,NA
"228","Excited that our great friend @inspectorplanet was highlighted yesterday on @WFLA speaking about red tide and other marine ecology. We look forward to her being with us at the @nselascience 2019 Summer Leadership Institute 🚀🚀🚀 @MoteMarineLab @nsta https://t.co/pistyVU5Nq","1106487215486631936","708281887383527424","en","1106487215486631936",2019-03-15 09:28:04,NA,"everyone",FALSE,FALSE,FALSE,"TampaBaySTEM","2016-03-11T13:22:16.000Z","Network of collaborating organizations in Tampa Bay, preparing students for success in STEM and creating a better community for all! 🔬🚀⚙️📐","https://t.co/8hOeCQ0dCY","Tampa, FL","TampaBaySTEM","https://pbs.twimg.com/profile_images/1106648985165619206/BjolO0QT_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,3304,2132,3640,44,NA
"229","@JohnnyBshow didn't get to hear much,  was at #BobSegerFInalTour , but jumped in w/ @AnnaHummelRadio asking to call in and say how long it is,  a listner explaining how #ballsmashing is worse then #RedTide and heard @JohnnyBcomedy talking about #Balldipping LuvYall CYa Sunday","1106762844744372224","2679751243","en","1106762844744372224",2019-03-16 03:43:19,"236217439","everyone",FALSE,FALSE,FALSE,"ZaqCarGuy","2014-07-25T14:25:58.000Z","I am a sales manager at Reeves Import Motorcars in Tampa, Fl. I have a great knowledge of the Automotive industry & work at the greatest dealership!","https://t.co/PytHma5YhX","Regal Lakeland , Fl","Zaqueray Berridge","https://pbs.twimg.com/profile_images/1163137269932445697/knz-GG4l_normal.jpg","dc62519fda13b4ec",0,0,2,0,0,159,430,160,3,NA
"230","@kristenwaksman All hands on deck for wastewater. Red tide presentations at @floridaaquarium &amp; @USFCMS  speak about nutrient management needs. With you &amp; @ifetayovenner and @USRepKCastor in Tampa Bay -
we should bring folks together and move on solutions. @EngineeringUSF @strongcoasts  @cprout1","1116850365297721344","26883873","en","1116877502549458944",2019-04-13 01:35:21,"14285986","everyone",FALSE,FALSE,FALSE,"matrotz","2009-03-26T23:18:17.000Z","everyday person. educator. environmental engineer. Professor, USF; Past President, AEESP; Board Member, Fragments of Hope Corp. Views are mine alone.","https://t.co/lH030ffTqI","Tampa, FL","Maya Trotz","https://pbs.twimg.com/profile_images/1567502537921536001/uFjfLKEj_normal.jpg","dc62519fda13b4ec",1,1,6,0,0,1974,2097,7442,44,"1312260476781424640"
"231","While Sealing your pavers adds beautiful color enhancement &amp; helps decrease mold, mildew, &amp; algae, the single most important reason to seal your pavers is PROTECTION! Protect your investment...contact the Pro’s to learn more today!https://t.co/ZkLozGfoWz https://t.co/sVRIuSzS7E","1117316531128606720","1016207728644186113","en","1117316531128606720",2019-04-14 06:39:54,NA,"everyone",FALSE,FALSE,FALSE,"premierprowash","2018-07-09T06:29:37.000Z","Premier Pro Wash & Seal offers Professional Pressure Washing Services & Specializes in Paver, Travertine, Brick, & Concrete Sealing for Residential & Commercial","https://t.co/Virat5XxDz","Apollo Beach, FL","Premier Pro Wash & Seal, LLC","https://pbs.twimg.com/profile_images/1497624627648110592/YeZyqTiK_normal.jpg","011aeb76023deccb",1,0,1,0,0,11,18,116,0,NA
"232","COMING UP 6PM #PMTampaBay @WFLANews FL Senate passes bill to arm teachers, Manatee road rage killing, Broward deputy under fire over pepper-spraying video, @USouthFlorida researcher on cause of Red Tide, Tampa Mayor Elex Results @ryanegorman @onairmorgan @jamesburlander","1120807013683011586","244335323","en","1120807013683011586",2019-04-23 21:49:50,NA,"everyone",FALSE,FALSE,FALSE,"felixveganews","2011-01-29T02:36:05.000Z","Journalist | Legal Correspondent | Attorney | USF Criminology Graduate #GoBulls | Manhattan is my 2nd home | Raised in Florida | Born in Red Bank, New Jersey",NA,"Tampa","@FelixVegaNews","https://pbs.twimg.com/profile_images/1218373477155078144/KMiQrFcC_normal.jpg","dc62519fda13b4ec",1,0,0,0,0,891,2809,12834,24,NA
"233","Enjoyed the opportunity to be on the science/engineer panel to discuss mitigation options for red tide at yesterday's @SRQCountyGov Water Quality Summit. @UF_IFAS #WaterWednesday https://t.co/Tu9TF5prpL","1136671299286306816","784048897438146560","en","1136671299286306816",2019-06-06 16:28:50,NA,"everyone",FALSE,FALSE,FALSE,"UF_MaryLusk","2016-10-06T15:13:19.000Z","Univ Florida Assistant Prof of Soil and Water Sciences, mom of 3 great boys, stormwater chaser, urban biogeochemist, Mormon woman, Floridian",NA,NA,"Dr. Mary Lusk","https://pbs.twimg.com/profile_images/784168001553756160/TMJn-mTX_normal.jpg","dc62519fda13b4ec",2,1,13,0,0,552,108,486,13,NA
"234","Why are my shingles discolored? 
Often shingles are discolored due to mold and algae. Depending on the age of your roof, there are safe and effective ways to clean your shingles without damaging them. It's recommended to consult a certified roofer prior to cleaning.","1136974004819025920","1131927004700393472","en","1136974004819025920",2019-06-07 12:31:41,NA,"everyone",FALSE,FALSE,FALSE,"RoofingScm","2019-05-24T14:16:42.000Z","SCM Roofing is a locally owned and operated business by 2 best friends. They pride themselves on customer service and quality installation.","https://t.co/gbypI7tZ8U","Tampa, FL","SCM Roofing","https://pbs.twimg.com/profile_images/1131928530693087232/Pa2o5iFN_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,9,25,8,0,NA
"235","@UF_MaryLusk @SRQCountyGov @UF_IFAS Thank you for attending and for your work to help our waters!","1136671299286306816","33224498","en","1137047871906287621",2019-06-07 17:25:12,"784048897438146560","everyone",FALSE,FALSE,FALSE,"EllieDecker","2009-04-19T15:26:04.000Z","Retired business owner who feels protective over the vulnerable. The vulnerable are Seniors, Disabled, and Children.",NA,"Florida","Ellie Decker","https://pbs.twimg.com/profile_images/1367245052494422022/s-chiYFR_normal.jpg",NA,0,0,0,0,0,76,131,296,0,NA
"236","Saharan dust could enhance red tide and provide fewer storms in Bay Area https://t.co/16xaE9K3Up","1144139647938912256","1565900304","en","1144139647938912256",2019-06-27 07:05:23,NA,"everyone",FALSE,FALSE,TRUE,"WFLAMelissaM","2013-07-03T14:30:48.000Z","Reporter/Anchor @WFLA NBC covering Tampa, Florida | Pennsylvania native | lover of ☀️ | Retweets ≠ endorsements | Story idea? Message me!","https://t.co/YfnLXsO7KM","Tampa, FL","Melissa Marino","https://pbs.twimg.com/profile_images/1459224454442233856/dFHtmhyb_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,4180,1464,11299,89,NA
"237","All Mississippi beaches closed due to “TOXIC” algae bloom....SAD😢 https://t.co/jQ26wGRIUE","1147994306013212672","864455966435180545","en","1147994306013212672",2019-07-07 22:22:25,NA,"everyone",FALSE,FALSE,FALSE,"EdwinShaffer7","2017-05-16T12:22:18.000Z","Retired Adj. Professor, Nuclear Medicine PET/CT, Grandpa, Bass 🎣 Master Florida 🐊 Atlanta⚾️Braves",NA,"Valrico, FL","Edwin Shaffer","https://pbs.twimg.com/profile_images/1153776906820624385/sYkGVyaj_normal.jpg","76d195c1204e61b2",0,0,0,0,0,3282,4862,17859,1,NA
"238","@DiamondandSilk I just hope these forgotten US citizens remember at the polls how the #democrats put illegal immigrants needs ahead of theirs. #redtide #KAG2020","1149788095119859717","548145982","en","1149795303266095105",2019-07-12 21:38:57,"2908170952","everyone",FALSE,FALSE,FALSE,"fl_bob","2012-04-08T04:45:43.000Z","Just an Old White Man #OWM",NA,NA,"BWilliams","https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","5bf268a34de4d516",0,0,0,0,0,18,99,3518,1,NA
"239","The storms kicking up the green algae in the Hillsborough River. baynews9 newschannel_8 @ Tampa, Florida https://t.co/IZRvx69X5L","1151268885385109509","30980543","en","1151268885385109509",2019-07-16 23:14:26,NA,"everyone",FALSE,FALSE,FALSE,"sarahmarville","2009-04-13T22:42:02.000Z","Came from little beginnings, doing big things!","https://t.co/L4jPdHEbhZ","Tampa, FL","Sarah Marville, SHRM-CP","https://pbs.twimg.com/profile_images/1612491974040293381/zeWEQkIl_normal.jpg","dc62519fda13b4ec",0,1,0,0,0,790,1992,5260,9,"867436721323077636"
"240","@sarahmarville Yup, I’m seeing it on the river 🙁","1151268885385109509","179231375","en","1151499907062206464",2019-07-17 14:32:26,"30980543","everyone",FALSE,FALSE,FALSE,"NewMurphyLaw","2010-08-16T20:49:40.000Z","Tech PR professional. Michigan born. #LoveFL #GoBolts","https://t.co/EA5YonbqzU","Tampa, Florida","Krystle Murphy","https://pbs.twimg.com/profile_images/1363975575342358529/a0DA9Geu_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,1180,1176,6499,61,NA
"241","I have a date tonight.  It’s with a girl.  I guess I’m having clam tonight. “I don’t eat seafood because of the red tide”.  #allergictoseafood #datenight #mynattmess #guerreroglam #sisterswhoscissor #columbiarestaurant #dinnerdate #fridaynight #floridagirls #813","1152338865061019648","14568636","en","1152338865061019648",2019-07-19 22:06:09,NA,"everyone",FALSE,FALSE,FALSE,"ctguerrero","2008-04-28T12:42:26.000Z","just a guy looking at stuff. Jackie Daytona is my alter-ego #readingisfundemental  Frmr Tampa Improv Mgr now FOH Floridan Palace","https://t.co/JkW2JfjM1P","Tampa, FL","Christopher Guerrero","https://pbs.twimg.com/profile_images/1187541115144155137/-9ctQxTH_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,204,759,3611,1,NA
"242","@Arctic__char @gomer2323 @erossin48 @UrbaniteAlaska @ElizHarball I've never heard of that before! No, wait... I've known lots of times when they died because the heat screwed up the balance of algae, etc.. They died from lack of oxygen. Maybe that's the same sometimes?🤔","1153101751689654272","2768977514","en","1153243626610339840",2019-07-22 10:01:21,"216949253","everyone",FALSE,FALSE,FALSE,"Kaiya1212","2014-08-26T03:10:06.000Z","Writer; animal, nature, music, travel & language lover. Despise Cancer, Trump, Intolerance, & Pain. Pick the order!😾#WritingCommunity #WritersinQuarantine #FBR",NA,"Lake Heather, FL","Kaiya UNLEASHED 🕊","https://pbs.twimg.com/profile_images/998061882492706818/V4LQbOXP_normal.jpg","5bf268a34de4d516",0,0,0,0,0,22287,22394,102613,18,"1426938430198620172"
"243","Yeah we have craft beer but sometimes its fun to throw the pinky out and enjoy a mixed drink on a hot summer day.
Blue Hawaiian or a Red Tide 
You decide.......
#anclotebrewtarponsprings #anclotebrew #craftbeer #mixedDrinks #hawaiian #redtide #tarponsprings #tarponspringsflorida https://t.co/UxvMKQPBr9","1153710622175105024","936372113484763136","en","1153710622175105024",2019-07-23 16:57:01,NA,"everyone",FALSE,FALSE,FALSE,"Anclote_Brew","2017-11-30T23:11:23.000Z","Tarpon Springs Craft Tap House that features gourmet grilled cheese sandwiches, live entertainment & locally crafted brews!","https://t.co/Go04g0Izbe","Tarpon Springs, FL","Anclote Brew","https://pbs.twimg.com/profile_images/936996666242199552/P2EOo8T9_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,22,14,591,0,NA
"244","Me and @zachhowe refilling the bioreactors at work #algae #workdone https://t.co/fFYHcnIoRE","1156337107956379653","3407500768","en","1156337107956379653",2019-07-30 22:53:44,NA,"everyone",FALSE,FALSE,FALSE,"PDSKirk","2015-08-07T16:48:29.000Z","Full time ag-worker, husband, and father. Part time gamer, pontificator, podcast host, and social media manager of the podcast discovery show.","https://t.co/AsHiFf19Ha","Plant City, FL","The PDS Kirk Griffin","https://pbs.twimg.com/profile_images/1353424724471111680/L0rpr7i7_normal.jpg","5a5924d17d76eb63",1,1,4,0,0,280,663,5386,9,NA
"245","#oddlysatisfying https://t.co/XqvIooeI3V","1156337107956379653","3407500768","qme","1156337182501736449",2019-07-30 22:54:02,"3407500768","everyone",FALSE,FALSE,FALSE,"PDSKirk","2015-08-07T16:48:29.000Z","Full time ag-worker, husband, and father. Part time gamer, pontificator, podcast host, and social media manager of the podcast discovery show.","https://t.co/AsHiFf19Ha","Plant City, FL","The PDS Kirk Griffin","https://pbs.twimg.com/profile_images/1353424724471111680/L0rpr7i7_normal.jpg","5a5924d17d76eb63",1,0,4,0,0,280,663,5386,9,NA
"246","DOG OWNERS PAY ATTENTION | Harmful algae can bloom in both fresh and marine water. They've been observed in large freshwater lakes, smaller inland lakes, rivers, reservoirs and marine coastal areas and estuaries in all 50 states. 
https://t.co/RhQLuTTBzO","1160953468762447874","482218809","en","1160953468762447874",2019-08-12 16:37:31,NA,"everyone",FALSE,FALSE,TRUE,"RosalesReport","2012-02-03T17:17:40.000Z","@CNNNewsource Correspondent. Cuban-born🇨🇺American-raised🇺🇸 Pro-skeptic. Bilingüe. News Tips | DM for Signal","https://t.co/BNLVsGNr6P","Washington, D.C.","Isabel Rosales","https://pbs.twimg.com/profile_images/1338703977672794113/gJU5fF03_normal.jpg","dc62519fda13b4ec",1,1,4,0,0,3925,2595,6402,53,"1611861265273753601"
"247","#Repost elzbietaegreene
How GORGEOUS is our client!? 👩🏼🙌🏻
.
.
Sweet courtneyvogler_ your skin looks great!!😘❤️biologique_recherche facial with algae based cold mask purifies and brightens complexion without fail! 😀… https://t.co/bzh5043Mox","1162067733430902786","3072842765","en","1162067733430902786",2019-08-15 18:25:12,NA,"everyone",FALSE,FALSE,FALSE,"FacesSouthTampa","2015-03-05T17:13:24.000Z","Tampa Bay's Largest & Most Trusted Medical Aesthetics Facility. Allergan Top 3 Practice! #1 Morpheus8 provider in Florida!","https://t.co/5SY36wQvgY","Tampa, FL","Faces of South Tampa","https://pbs.twimg.com/profile_images/1374060835203600386/BgsNntWu_normal.png","dc62519fda13b4ec",0,0,0,0,0,1235,2089,5716,47,NA
"248","@MacChrystal @michaelgayetsky Youngstown’s version of Red Tide?","1163960618996686849","25422773","en","1163963093447270401",2019-08-20 23:56:41,"42873293","everyone",FALSE,FALSE,FALSE,"Davey074","2009-03-20T00:42:48.000Z","Youngstown - Cleveland - Tampa",NA,"Tampa, FL","Dave Yanek","https://pbs.twimg.com/profile_images/1059079132645126144/cIYQ2c9f_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,71,305,5141,1,NA
"249","According to the report, red tide was a result of septic tank failures and urban runoff that consisted of human and pet waste. Stop this &amp; leave straws alone. This will kill all animals.
https://t.co/tn9IXNTUzu","1173074224329756673","398399733","en","1173074224329756673",2019-09-15 03:21:04,NA,"everyone",FALSE,FALSE,FALSE,"DianeWestcott","2011-10-26T00:43:52.000Z","married - 
USA 🇺🇸❤
- My family have served since WW2",NA,"Tampa, FL","Diane Westcott","https://pbs.twimg.com/profile_images/796975483376304129/OIwvlV6-_normal.jpg","51264211e147d635",0,0,0,0,0,36,236,8459,0,NA
"250","@JaneCastor @TomLeeFL @RonDeSantisFL #FL residents care about the #ocean, our #children, our #wildlife. Please help us be able to enjoy the place we all #live and stop #water #pollution #beach #farmland #algae https://t.co/jz14HkVDv9","1176528737497731073","20928929","en","1176528737497731073",2019-09-24 16:08:04,"1110959531872407554","everyone",FALSE,FALSE,FALSE,"alliecat1026","2009-02-15T19:05:25.000Z","citizen: Earth : Northern Hemisphere. she/her. lover of old books, new ideas & WAM.",NA,"Florida, USA","Alexandra🇪🇸🇺🇸","https://pbs.twimg.com/profile_images/1378363206058541057/mYEqVICv_normal.jpg","dc62519fda13b4ec",0,0,0,0,0,128,893,3056,8,"938026990212452353"
"251","Really hope it doesn’t come north. We don’t need another round of #redtide in #SarasotaBay or #TampaBay https://t.co/vcbyDUg0is","1180605828879048704","131274413","en","1180605828879048704",2019-10-05 22:08:58,NA,"everyone",FALSE,FALSE,FALSE,"KRKemp","2010-04-09T20:08:40.000Z","Husband & father of 2 adopted boys. Outdoorsman. Racing fan. Purdue Boilermaker.","https://t.co/htgnZU1qFC","Lithia FL","Kevin Kemp","https://pbs.twimg.com/profile_images/1149006195526688769/dMmKtJCY_normal.jpg","017a309d07f2b3f8",0,0,0,0,0,229,876,1762,5,"1006616316600569857"
"252","EquiThalasso competition clay AlgoTherapy with natural algae, sea salt, minerals and trace elements works as a natural muscle relaxer, detoxifier and painkiller. Great for horses with overall body soreness and / or… https://t.co/BedBtEoaxI","1186336489111773187","741385941667962880","en","1186336489111773187",2019-10-21 17:40:34,NA,"everyone",FALSE,FALSE,FALSE,"MDoffegnies","2016-06-10T21:45:57.000Z","Certified Holistic Equine Therapist & Bodyworker at MD-EQUINE THERAPY for performance and pleasure horses. BEMER Distributor, Team Manager &Consultant US49656","https://t.co/dQSu9wdmlk","Ocala, FL","Mireille Doffegnies","https://pbs.twimg.com/profile_images/1558897834052632578/8F1_xNL-_normal.jpg","4ec01c9dbc693497",0,0,0,0,0,35,135,320,2,NA
"253","I’m happy to report that the redfish population in Tampa Bay is making a rebound after last year’s red tide. https://t.co/4rqBRKkYSv","1188787953272795137","6187652","en","1188787953272795137",2019-10-28 12:01:49,NA,"everyone",FALSE,FALSE,FALSE,"miklb","2007-05-21T01:53:23.000Z","I know what’s wrong with your website.  Food, music, the open web.  he/him Fediverse @michael@michaelbishop.me","https://t.co/2HPFaCKjXc","The old fishing hole.","Michael Bishop","https://pbs.twimg.com/profile_images/1568288046952464385/F5JmNYYA_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,923,1357,57694,106,"796423262196682752"
"254","@realDonaldTrump is going to eat the #Democrats alive and expose your party 4 what it really is. #Socialist and want to over throw the 2016 election. #Redtide BTW #YourFired https://t.co/3s1deIaICX","1190090148173750272","548145982","en","1190090148173750272",2019-11-01 02:16:16,"25073877","everyone",FALSE,FALSE,FALSE,"fl_bob","2012-04-08T04:45:43.000Z","Just an Old White Man #OWM",NA,NA,"BWilliams","https://pbs.twimg.com/profile_images/1095440735149670401/tJ-UMtub_normal.jpg","2cce4a9792d2d92e",0,0,0,0,0,18,99,3518,1,NA
"255","@GregJnFla And it’s not about the hot weather either cause the season been cooling down! So whatever cycle of red tide it’s not necessarily all about extreme heat as was thought last year","1195308410595692545","905841483852513280","en","1195309601157263361",2019-11-15 11:56:31,"738372419182821376","everyone",FALSE,FALSE,FALSE,"featherman_bill","2017-09-07T17:13:34.000Z","NO DM’s ! ! trying to live a simple life, with my loving @goatgirl1976 !!!!  https://t.co/lYVvQLdJ7A known to be 50/50 asshole n more asshole",NA,"Tampa, FL","Shaggg2016","https://pbs.twimg.com/profile_images/1614586039846191104/bl38Z-I0_normal.jpg","dc62519fda13b4ec",0,0,1,0,0,984,1868,23625,9,"1352931198272679936"
"256","Starting the day checking on my little algae’s. They seem pretty happy today. https://t.co/mgo70WL9q8","1198987522891759620","3407500768","en","1198987522891759620",2019-11-25 15:31:16,NA,"everyone",FALSE,FALSE,FALSE,"PDSKirk","2015-08-07T16:48:29.000Z","Full time ag-worker, husband, and father. Part time gamer, pontificator, podcast host, and social media manager of the podcast discovery show.","https://t.co/AsHiFf19Ha","Plant City, FL","The PDS Kirk Griffin","https://pbs.twimg.com/profile_images/1353424724471111680/L0rpr7i7_normal.jpg","5a5924d17d76eb63",0,1,3,0,0,280,663,5386,9,NA
