"","text","lang","author_id","possibly_sensitive","id","conversation_id","reply_settings","created_at.x","in_reply_to_user_id","username","created_at.y","protected","description","verified","location","profile_image_url","name","url","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"140","RT @eileenvan55: ⚠️28 million gallons of raw sewage went into the ocean between June 19-30 in Manatee county, Florida.

🤢Now algae blooms a…","en","1143665788525731844",FALSE,"1281055693538308096","1281055693538308096","everyone",2020-07-09 02:40:52,NA,"VetSquare","2019-06-25T23:42:27.000Z",FALSE,"🇺🇦Veterinarian USNRVeteran McGillU GWU TAMU GoldenRule Register+Vote SpayNeuterSavesLives One AmericaForAll VoteBlue4Ever",FALSE,NA,"https://pbs.twimg.com/profile_images/1497693408051314688/rIHmgiO2_normal.jpg","Vetsquare",NA,NA,13,0,0,0,0,15219,16079,119945,11,NA,"⚠️28 million gallons of raw sewage went into the ocean between June 19-30 in Manatee county, Florida.

🤢Now algae blooms and muck have begun to form.
The smell is unhealthy and nauseating.

🚨It took 11 days to repair the broken pipes

#wtpFL
#ONEV1

https://t.co/A5FGhwn3Nk"
"141","RT @eileenvan55: ⚠️28 million gallons of raw sewage went into the ocean between June 19-30 in Manatee county, Florida.

🤢Now algae blooms a…","en","496190214",FALSE,"1281056701349867521","1281056701349867521","everyone",2020-07-09 02:44:53,NA,"pamrichmond1","2012-02-18T18:10:43.000Z",FALSE,"Democrat, Chaplain, Counslor, Minister, Bible Scholar, Post social media: pamrichmond1. MBA, M.DIV, Motivational Speaker, @wtpBLUE #wtpBLUE #Demcast",FALSE,"Detroit, USA","https://pbs.twimg.com/profile_images/1580553500685131778/I5DjEHom_normal.jpg","ℙ𝕒𝕞 ℝ𝕚𝕔𝕙𝕞𝕠𝕟𝕕🎚#𝔾𝕝𝕠𝕧𝕖𝕤 𝕆𝕗𝕗",NA,NA,13,0,0,0,0,33203,23592,135090,17,NA,"⚠️28 million gallons of raw sewage went into the ocean between June 19-30 in Manatee county, Florida.

🤢Now algae blooms and muck have begun to form.
The smell is unhealthy and nauseating.

🚨It took 11 days to repair the broken pipes

#wtpFL
#ONEV1

https://t.co/A5FGhwn3Nk"
"142","@shannon_rev @eileenvan55 And the effects on the manatees and other sea life who live there.","en","112208209",FALSE,"1281062182361485312","1280864696124551171","everyone",2020-07-09 03:06:39,"1203208709125681153","alliehookway","2010-02-07T16:44:19.000Z",FALSE,"Special Educator. Animal lover. RestInPowerJohnLewis. RestinPowerRBG. #BlackLivesMatter. #PassJohnLewisVotingRights",FALSE,"NY,NY","https://pbs.twimg.com/profile_images/1500695604372115462/2SNUKdqy_normal.jpg","alliehookway",NA,NA,0,0,1,0,0,5415,5986,117034,1,NA,NA
"143","RT @eileenvan55: ⚠️28 million gallons of raw sewage went into the ocean between June 19-30 in Manatee county, Florida.

🤢Now algae blooms a…","en","828782824522125312",FALSE,"1281099803078819840","1281099803078819840","everyone",2020-07-09 05:36:09,NA,"KGerard63","2017-02-07T01:49:58.000Z",FALSE,"Widow, Mom & ‘Uma’; MSW. Think for yourself, question & research every thing. knowledge is golden. Lies are for wimps. WTP-BB #wtpBLUE no dms please",FALSE,"Morristown, NY","https://pbs.twimg.com/profile_images/1590198721878310913/EP_N9Yf7_normal.jpg","Kathy Gerard",NA,"1268364239187648517",13,0,0,0,0,7334,7388,94902,8,NA,"⚠️28 million gallons of raw sewage went into the ocean between June 19-30 in Manatee county, Florida.

🤢Now algae blooms and muck have begun to form.
The smell is unhealthy and nauseating.

🚨It took 11 days to repair the broken pipes

#wtpFL
#ONEV1

https://t.co/A5FGhwn3Nk"
"144","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html","en","19344401",FALSE,"1281279535896543232","1281279535896543232","everyone",2020-07-09 17:30:21,NA,"bradentonherald","2009-01-22T16:00:14.000Z",FALSE,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",TRUE,"Bradenton, Florida","https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg","Bradenton Herald","https://t.co/KwY6u39gya",NA,1,0,1,2,0,44588,1505,140219,544,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/kJj422wiQ7"
"145","Really shitty situation doesn't even say enough

Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature, reports @urbanmark2014  . https   www bradenton com news local article244105107 html","en","265559945",FALSE,"1281279903816724481","1281279903816724481","everyone",2020-07-09 17:31:48,NA,"JDeleon1012","2011-03-13T19:24:39.000Z",FALSE,"Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",TRUE,"Bradenton, FL","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Jessica De Leon","https://t.co/CRohX622QC","1612861489475457029",2,0,4,0,0,2841,1467,31062,82,NA,"Really shitty situation doesn't even say enough

Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature, reports @urbanmark2014  https://t.co/YGjuljxcLV"
"146","RT @JDeleon1012: Really shitty situation doesn't even say enough

Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to…","en","178235191",FALSE,"1281280237775585280","1281280237775585280","everyone",2020-07-09 17:33:08,NA,"srqgator1984","2010-08-14T06:01:05.000Z",FALSE,"GOP ran me off.

#GoGators

#GoBrowns",FALSE,"SW Gulf Coast, Fl.","https://pbs.twimg.com/profile_images/1436402510713983007/wxplA-mX_normal.jpg","John Scott",NA,"1546994189933715457",2,0,0,0,0,444,1046,40848,2,NA,"Really shitty situation doesn't even say enough

Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature, reports @urbanmark2014  https://t.co/YGjuljxcLV"
"147","RT @bradentonherald: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/kJj422wiQ7","en","836348305567268865",FALSE,"1281280610259140609","1281280610259140609","everyone",2020-07-09 17:34:37,NA,"indivisible_brd","2017-02-27T22:52:29.000Z",FALSE,"Indivisible Bradenton",FALSE,"Bradenton, FL","https://pbs.twimg.com/profile_images/836350408868171776/kwaVmLAx_normal.jpg","IndivisibleBradenton",NA,"1109118422216892416",1,0,0,0,0,1149,946,25194,24,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/kJj422wiQ7"
"148","Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html","en","394878948",FALSE,"1281281789756145666","1281281789756145666","everyone",2020-07-09 17:39:18,NA,"tompkinscondie","2011-10-20T19:32:36.000Z",FALSE,"Visual Lead/Photojournalist at the Bradenton Herald, a McClatchy newspaper in Florida. CrossFit nut.",TRUE,"Bradenton, Florida","https://pbs.twimg.com/profile_images/1131652772372320256/4lDDbGRR_normal.png","Tiffany Tompkins","https://t.co/XG5wZPllJ4",NA,2,1,1,0,0,2347,2806,9736,60,NA,"Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/63jksJPnad"
"149","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html","en","2415889026",FALSE,"1281285053813870593","1281285053813870593","everyone",2020-07-09 17:52:16,NA,"Urbanmark2014","2014-03-28T13:15:12.000Z",FALSE,"A quarter century as a journalist and proud #veteran. Now the conservative voice of Manatee County at the @ManateeHerald",FALSE,"Bradenton FL","https://pbs.twimg.com/profile_images/1432729879871639553/LgEHhce2_normal.jpg","Mark Young","https://t.co/4WQP3XGHn4",NA,3,0,0,0,0,2697,2464,7276,82,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5"
"150","RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5","en","23639653",FALSE,"1281285273536643075","1281285273536643075","everyone",2020-07-09 17:53:08,NA,"jajones1","2009-03-10T19:38:12.000Z",FALSE,"Reporter @bradentonherald. Past: US Army Vietnam War vet, @USouthFlorida grad, New Smyrna Beach Observer, Clewiston News. Author: “Oh, Darling!” at https://t.co/v4UbPKKWyT.",TRUE,"Bradenton, Fla.","https://pbs.twimg.com/profile_images/1519484874448646146/_oZDh4So_normal.jpg","James A. Jones Jr.","https://t.co/it3w4zKjvp",NA,3,0,0,0,0,2155,591,16278,65,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5"
"151","RT @tompkinscondie: Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Saras…","en","46482627",FALSE,"1281285744921907205","1281285744921907205","everyone",2020-07-09 17:55:01,NA,"AlanBell35","2009-06-11T20:30:18.000Z",FALSE,"Two decades plus in newspapers, looking for next career adventure. Formerly at Bradenton Herald and Tampa Tribune. Fan of 49ers, Lakers, Braves, Lightning, UCF",TRUE,"Bradenton, FL","https://pbs.twimg.com/profile_images/755734056726396929/HTBPEMu-_normal.jpg","Alan Bellittera","https://t.co/k8wuiShiil",NA,2,0,0,0,0,479,476,9998,20,NA,"Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/63jksJPnad"
"152","RT @JDeleon1012: Really shitty situation doesn't even say enough

Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to…","en","2415889026",FALSE,"1281291790700683264","1281291790700683264","everyone",2020-07-09 18:19:02,NA,"Urbanmark2014","2014-03-28T13:15:12.000Z",FALSE,"A quarter century as a journalist and proud #veteran. Now the conservative voice of Manatee County at the @ManateeHerald",FALSE,"Bradenton FL","https://pbs.twimg.com/profile_images/1432729879871639553/LgEHhce2_normal.jpg","Mark Young","https://t.co/4WQP3XGHn4",NA,2,0,0,0,0,2697,2464,7276,82,NA,"Really shitty situation doesn't even say enough

Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature, reports @urbanmark2014  https://t.co/YGjuljxcLV"
"153","""Attenuation""

That's how Longboat Key is going to let nature handle cleanup of huge sewage spill near Sarasota Bay.

. https   www bradenton com news local article244105107 html","en","349049976",FALSE,"1281294015669907457","1281294015669907457","everyone",2020-07-09 18:27:53,NA,"MRMasferrer","2011-08-05T13:16:34.000Z",FALSE,"",TRUE,"Bradenton, Fla.","https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","Marc R. Masferrer",NA,NA,0,0,0,0,0,3163,1917,76762,119,NA,"""Attenuation""

That's how Longboat Key is going to let nature handle cleanup of huge sewage spill near Sarasota Bay.

https://t.co/fYoCU6x83w"
"154","RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5","en","1697808410",FALSE,"1281296235505295366","1281296235505295366","everyone",2020-07-09 18:36:42,NA,"RCCallihan","2013-08-25T01:02:52.000Z",FALSE,"Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Ryan Callihan","https://t.co/lvv5hrbF92",NA,3,0,0,0,0,1383,1186,6520,30,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5"
"155","RT @tompkinscondie: Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Saras…","en","115128098",FALSE,"1281298017077923840","1281298017077923840","everyone",2020-07-09 18:43:47,NA,"JEKrauter","2010-02-17T18:05:54.000Z",FALSE,"Retired editor, recovered newsroom addict. Love my Puerto Rican terrior Rica! And always, huge @Cardinals fan.",TRUE,"Bradenton, Florida","https://pbs.twimg.com/profile_images/852611029964115968/6EOec8fW_normal.jpg","Joan Krauter",NA,NA,2,0,0,0,0,1782,1529,6659,50,NA,"Worried about the health of our environment? Read this:
Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/63jksJPnad"
"156","@tompkinscondie i guess you could call those beaureucrats a bunch of crap eaters.","en","2230176618",FALSE,"1281303434373861379","1281281789756145666","everyone",2020-07-09 19:05:18,"394878948","TheeDavidDoonan","2013-12-04T16:28:20.000Z",FALSE,"student. Visual Acquisition Specialist. Award winning Photojournalist Springsteen Fan Steelers/Penguins/pirates https://t.co/TgqzrPE5KX",FALSE,"Kingston Tennessee","https://pbs.twimg.com/profile_images/1383053199096053765/ak87xpkN_normal.jpg","David D👁👁nan📸📷","https://t.co/TgqzrPE5KX",NA,0,0,0,0,0,79,264,7046,4,NA,NA
"157","A water line break in Longboat causing sewage to spill in Sarasota Bay has caused concern among residents. 

. https   www yourobserver com article longboat key sewage spill estimated at 25 8 million gallons","en","111123725",FALSE,"1281317200058605569","1281317200058605569","everyone",2020-07-09 20:00:00,NA,"ObserverGroup","2010-02-03T22:00:08.000Z",FALSE,"Your source for neighborhood news in Sarasota/Siesta Key, Longboat Key and East County.

https://t.co/eaf1UvWH5L",FALSE,NA,"https://pbs.twimg.com/profile_images/1587865629293481984/bU0KfMnz_normal.jpg","Your Observer","https://t.co/tfzP3Vaduo",NA,0,0,0,0,0,7895,291,14820,128,NA,"A water line break in Longboat causing sewage to spill in Sarasota Bay has caused concern among residents. 

https://t.co/2NgMMfS4i6"
"158","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature  

do you smell it?...it's the smell of corruption.... https   www bradenton com news local article244105107 html","en","24817432",FALSE,"1281319008378261507","1281319008378261507","everyone",2020-07-09 20:07:12,NA,"MiraclesArt","2009-03-17T01:50:28.000Z",FALSE,"Lateral thinker",FALSE,"Seminole Territory","https://pbs.twimg.com/profile_images/1184661745186562049/gBxwdf80_normal.jpg","Rose von Perbandt",NA,"1589815044099170305",0,0,0,0,0,3351,4202,341136,4,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/Dx3w6tyZdc 

do you smell it?...it's the smell of corruption..."
"159","RT @urbanmark2014: Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5","en","2351280776",FALSE,"1281331845347651587","1281331845347651587","everyone",2020-07-09 20:58:12,NA,"RBallogg","2014-02-19T07:14:34.000Z",FALSE,"writing || curating the curious || news reporter and feature writer @BradentonHerald || Tips: rballogg@bradenton.com",FALSE,"Florida, USA","https://pbs.twimg.com/profile_images/1247156445260505088/S21JXarc_normal.jpg","Ryan Ballogg","https://t.co/Xbnfh9bNI5",NA,3,0,0,0,0,381,576,1876,15,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/xtMYqdRts5"
"160","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html","en","916680060542738432",FALSE,"1281557177707171841","1281557177707171841","everyone",2020-07-10 11:53:36,NA,"TechiFishes","2017-10-07T15:02:12.000Z",FALSE,"TechiFishes is an idea that focuses on ecological sustainability",FALSE,"Singapore","https://pbs.twimg.com/profile_images/916682219678138368/OnRGbGSs_normal.jpg","TechiFishes",NA,NA,0,0,0,0,0,613,231,4706,3,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/C5NaoyKpSN"
"161","Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature . https   www bradenton com news local article244105107 html","en","534263140",FALSE,"1281563352989347846","1281563352989347846","everyone",2020-07-10 12:18:08,NA,"FloridaIssues","2012-03-23T12:49:26.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/1169906487172333577/HqrgWFkr_normal.jpg","Florida Issues",NA,NA,0,0,0,0,0,1024,11,135873,38,NA,"Longboat Key leaving cleanup of massive sewage spill near Sarasota Bay to Mother Nature https://t.co/JOj2KFLhyT"
"162","RT @SNNTV: Water quality monitoring continues on the Suncoast, following the estimated 25.8 million gallons of raw sewage that leaked into…","en","816013053745627136",FALSE,"1281639452922781697","1281639452922781697","everyone",2020-07-10 17:20:31,NA,"Artymedon","2017-01-02T20:07:27.000Z",FALSE,"🕵️‍♂️pianist, botanist, linguist
#civil,#rights,#Communautes Francophones",FALSE,"South Carolina, USA","https://pbs.twimg.com/profile_images/1028519708381732865/f0iw2Swi_normal.jpg","Felsenhardt",NA,"1621846317419962368",3,0,0,0,0,363,4925,14508,0,NA,"Water quality monitoring continues on the Suncoast, following the estimated 25.8 million gallons of raw sewage that leaked into Sarasota Bay from a Longboat Key sewer pipe.
@ValezkaSNN
MORE: https://t.co/l29rVwK4o5"
"163","RT @VernBuchanan: As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive…","en","816013053745627136",FALSE,"1281639540961300480","1281639540961300480","everyone",2020-07-10 17:20:52,NA,"Artymedon","2017-01-02T20:07:27.000Z",FALSE,"🕵️‍♂️pianist, botanist, linguist
#civil,#rights,#Communautes Francophones",FALSE,"South Carolina, USA","https://pbs.twimg.com/profile_images/1028519708381732865/f0iw2Swi_normal.jpg","Felsenhardt",NA,"1621846317419962368",9,0,0,0,0,363,4925,14508,0,NA,"As a longtime champion of protecting Sarasota Bay, I find it unacceptable that it took two weeks to learn about a massive leak of 28 million gallons into the bay from an aging sewer pipe in Longboat Key."
"164","RT @ReadCarlos: On Friday, a contractor hit a sewer line at 5250 Gulf of Mexico Drive on Longboat Key at about 7:30 p.m. resulting in a spi…","en","816013053745627136",FALSE,"1281639829516750851","1281639829516750851","everyone",2020-07-10 17:22:01,NA,"Artymedon","2017-01-02T20:07:27.000Z",FALSE,"🕵️‍♂️pianist, botanist, linguist
#civil,#rights,#Communautes Francophones",FALSE,"South Carolina, USA","https://pbs.twimg.com/profile_images/1028519708381732865/f0iw2Swi_normal.jpg","Felsenhardt",NA,"1621846317419962368",1,0,0,0,0,363,4925,14508,0,NA,"On Friday, a contractor hit a sewer line at 5250 Gulf of Mexico Drive on Longboat Key at about 7:30 p.m. resulting in a spill of less than 1,000 gallons of wastewater. Repairs will be completed by Wednesday. The spill has been plugged and bypassed."
"165","Longboat Key needs to apologize for sewage spill near Sarasota Bay | Letter to the editor . https   www bradenton com opinion letters to the editor article244186592 html","en","19344401",FALSE,"1282687694351392769","1282687694351392769","everyone",2020-07-13 14:45:52,NA,"bradentonherald","2009-01-22T16:00:14.000Z",FALSE,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",TRUE,"Bradenton, Florida","https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg","Bradenton Herald","https://t.co/KwY6u39gya",NA,0,0,2,1,0,44588,1505,140219,544,NA,"Longboat Key needs to apologize for sewage spill near Sarasota Bay | Letter to the editor https://t.co/vvdziXvjNG"
"166","The pipe — which gathers sewage from the entire town and pushes it east from a pumping station on Gulf Bay Road —  is 4-8 feet below the bottom of Sarasota Bay.

. https   www yourobserver com article longboat key seeks to advance new sewage pipe project","en","111123725",FALSE,"1283476429829701632","1283476429829701632","everyone",2020-07-15 19:00:01,NA,"ObserverGroup","2010-02-03T22:00:08.000Z",FALSE,"Your source for neighborhood news in Sarasota/Siesta Key, Longboat Key and East County.

https://t.co/eaf1UvWH5L",FALSE,NA,"https://pbs.twimg.com/profile_images/1587865629293481984/bU0KfMnz_normal.jpg","Your Observer","https://t.co/tfzP3Vaduo",NA,0,0,0,0,0,7895,291,14820,128,NA,"The pipe — which gathers sewage from the entire town and pushes it east from a pumping station on Gulf Bay Road —  is 4-8 feet below the bottom of Sarasota Bay.

https://t.co/dLb3fDDwpb"
"167","High Bacteria Levels Found in bay after Longboat Key sewage spill. DNA testing could reveal link.  Read today in Bradenton Herald!. ","en","825179034376085504",FALSE,"1286716119248711680","1286716119248711680","everyone",2020-07-24 17:33:23,NA,"LauraLAbythesea","2017-01-28T03:09:47.000Z",FALSE,"",FALSE,"United States","https://pbs.twimg.com/profile_images/828373822218842112/Emqknhvx_normal.jpg","Laura",NA,"1127290745143087104",0,0,2,2,0,2040,2397,159123,4,NA,"High Bacteria Levels Found in bay after Longboat Key sewage spill. DNA testing could reveal link.  Read today in Bradenton Herald!"
"168","Read about Longboat Key's report on their 26-million-gallon sewage leak, saying that their leak cannot be blamed for elevated bacteria levels in the bay. . https   thebradentontimes com longboat key no proof our leak is causing elevated bay bacteria levels p22026 158 htm","en","22491377",FALSE,"1287372263017283590","1287372263017283590","everyone",2020-07-26 13:00:40,NA,"BradentonTimes","2009-03-02T15:01:54.000Z",FALSE,"Editor of https://t.co/8XJrWkBtux — Manatee County's most trusted source for fact-based news and analysis without an agenda!",FALSE,"Bradenton, FL","https://pbs.twimg.com/profile_images/1483887619452936196/UDG-eMxZ_normal.jpg","Mitch Maley","https://t.co/TaeV0DVZPW",NA,0,0,1,0,0,8465,1447,14235,192,NA,"Read about Longboat Key's report on their 26-million-gallon sewage leak, saying that their leak cannot be blamed for elevated bacteria levels in the bay. https://t.co/x9HpFmFjoN"
"169","Now a real reason to wear a mask to the beach. The smell of sewage must be horrendous 💩💩💩 . https   thebradentontimes com longboat key sewage spill p22010 158 htm","en","136772776",FALSE,"1287605134436990982","1287605134436990982","everyone",2020-07-27 04:26:01,NA,"2oceans1","2010-04-24T22:00:44.000Z",FALSE,"",FALSE,"Illinois, USA","https://pbs.twimg.com/profile_images/914928950698274817/Bx2tC2RS_normal.jpg","2oceans1",NA,NA,0,0,0,0,0,431,714,14822,30,NA,"Now a real reason to wear a mask to the beach. The smell of sewage must be horrendous 💩💩💩 https://t.co/7jFKygf2eE"
"170","I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

? . https   www heraldtribune com news 20200726 what we know about why it took longboat key so long to address sewage spill. https   twitter com PublicGood2050 status 1287759531695636481 photo 1","en","2826987948",FALSE,"1287759531695636481","1287759531695636481","everyone",2020-07-27 14:39:32,NA,"PublicGood2050","2014-09-22T22:11:57.000Z",FALSE,"Citizens for Sarasota County -- a new coalition to promote ethical, responsive government.",FALSE,"Sarasota County, FL","https://pbs.twimg.com/profile_images/514175961189715968/qi5IT74g_normal.png","Public Good","http://t.co/EfZPVlfgi9",NA,4,0,1,0,0,276,341,6787,12,NA,"I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx"
"171","RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an e…","en","14699205",FALSE,"1287759723865964544","1287759723865964544","everyone",2020-07-27 14:40:18,NA,"TwartVader","2008-05-08T11:49:17.000Z",FALSE,"",FALSE,NA,"https://pbs.twimg.com/profile_images/53912530/dv_normal.jpg","TwartVader",NA,NA,4,0,0,0,0,47,126,6648,3,NA,"I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx"
"172","RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an e…","en","109613995",FALSE,"1287759741020778497","1287759741020778497","everyone",2020-07-27 14:40:22,NA,"lakesarasota","2010-01-29T17:20:38.000Z",FALSE,"All things relating to the quality of life in Lake Sarasota, Fl.",FALSE,"Sarasota, FL","https://pbs.twimg.com/profile_images/495319540427784192/fSdnbOv1_normal.jpeg","Lake Sarasota","http://t.co/mf389Wtxan",NA,4,0,0,0,0,875,531,7209,23,NA,"I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx"
"173","RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an e…","en","938757225266507776",FALSE,"1287759771324555271","1287759771324555271","everyone",2020-07-27 14:40:29,NA,"FreshStarSrq","2017-12-07T13:08:58.000Z",FALSE,"Fresh Start Sarasota supports an open, community-based plan to enhance the inherent value of the Celery Fields bird sanctuary, integrating public land uses.",FALSE,NA,"https://pbs.twimg.com/profile_images/938758749434478592/-GrE-QKE_normal.jpg","Fresh Start Sarasota",NA,NA,4,0,0,0,0,105,84,2903,2,NA,"I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx"
"174","RT @PublicGood2050: I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an e…","en","1271843974077186048",FALSE,"1287759806640652289","1287759806640652289","everyone",2020-07-27 14:40:37,NA,"4_sarasota","2020-06-13T16:37:44.000Z",FALSE,"Democracy works when it's open, honest, and puts citizens above developers. Single Member Districts empower us to identify issues, meet candidates, & step up.",FALSE,"Sarasota County, Florida","https://pbs.twimg.com/profile_images/1277336032036491267/urIKsm8M_normal.jpg","Citizens 4 District Power - Sarasota County","https://t.co/DreW7gfSse",NA,4,0,0,0,0,33,32,1178,1,NA,"I would go so far as to caution that we might be in the beginning stages of a collapse of the bay’s ecosystem. . . an ecological emergency that could have a catastrophic effect on the region’s economy if we don’t act forcefully”

#sarasotabay #longboat 

https://t.co/BZAy1Hw29E? https://t.co/LZjGmNrjzx"
"175","Read about Longboat Key's investigation into their sewage leak in the article below. . https   thebradentontimes com longboat key no proof our leak is causing elevated bay bacteria levels p22026 158 htm","en","22491377",FALSE,"1289217181901783041","1289217181901783041","everyone",2020-07-31 15:11:43,NA,"BradentonTimes","2009-03-02T15:01:54.000Z",FALSE,"Editor of https://t.co/8XJrWkBtux — Manatee County's most trusted source for fact-based news and analysis without an agenda!",FALSE,"Bradenton, FL","https://pbs.twimg.com/profile_images/1483887619452936196/UDG-eMxZ_normal.jpg","Mitch Maley","https://t.co/TaeV0DVZPW",NA,0,0,0,0,0,8465,1447,14235,192,NA,"Read about Longboat Key's investigation into their sewage leak in the article below. https://t.co/x9HpFmFjoN"
"176","‘No evidence’ that 17-million-gallon sewage spill hurt Sarasota Bay, Longboat Key says . https   www bradenton com news local article245232440 html","en","19344401",FALSE,"1298285071485603843","1298285071485603843","everyone",2020-08-25 15:44:16,NA,"bradentonherald","2009-01-22T16:00:14.000Z",FALSE,"The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",TRUE,"Bradenton, Florida","https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg","Bradenton Herald","https://t.co/KwY6u39gya",NA,2,1,1,0,0,44588,1505,140219,544,NA,"‘No evidence’ that 17-million-gallon sewage spill hurt Sarasota Bay, Longboat Key says https://t.co/PEz8cotiBv"
