"","text","lang","possibly_sensitive","id","created_at.x","conversation_id","author_id","reply_settings","in_reply_to_user_id","created_at.y","username","name","url","profile_image_url","protected","pinned_tweet_id","verified","description","location","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","geo_place_id","text_with_display_links"
"256","@BN9 @jrzygirlinfla Meanwhile no shelters have been opened for this evacuation. 
Where are people supposed to go?","en",FALSE,"1378595213934006274",2021-04-04 06:28:06,"1378466765248868353","22313603","everyone","17308428","2009-03-01T00:25:39.000Z","DominiqueNYC","Dominique✨🌻🇺🇦 #IStandWithUkraine",NA,"https://pbs.twimg.com/profile_images/1184657652023996416/gyYUFyVP_normal.jpg",FALSE,"1060046055725776896",FALSE,"Artist, Photographer, Editor, History buff #RatifyERA #CodifyRoeVWade #Resistance #LGBTQ+ ally,🌊 #NoConCon #GunControlNow #BLM","WasNYC nowFL",1,0,5,0,0,14339,12077,59039,33,NA,NA
"257","@SierraClubFL @nativespecies Attach a link to documentation of other times.","en",FALSE,"1378597059557797897",2021-04-04 06:35:26,"1378578427956051969","4874850425","everyone","3153233060","2016-02-03T20:47:17.000Z","JtCopperline","JT Copperline 🌊🌊🌊🌻🇺🇦☮️",NA,"https://pbs.twimg.com/profile_images/1473097010702073856/2jsY3714_normal.jpg",FALSE,"1523047051612672000",FALSE,"OH-FL-back to OH. Mom|Sister|Aunt|Neighbor|Friend|Gardener|Family Genealogist. Keeper of the flame. Vote Blue. 🌻🇺🇦","Several states north of FL",0,0,0,0,0,442,710,23858,2,NA,NA
"258","""...to evacuate immediately Saturday fearing a wastewater reservoir at the site could collapse and send 600 million gallons of acidic radioactive waste into surrounding neighborhoods."" 🔥😳
. https   weather com news news 2021 04 03 leak at florida phosphate plant tampa bay manatee county piney point","en",FALSE,"1378598763426615296",2021-04-04 06:42:12,"1378598763426615296","2491807778","everyone",NA,"2014-05-12T18:29:26.000Z","agolubowitsch","Alex 🕊owitsch 🇺🇦","https://t.co/mhwuQC53HM","https://pbs.twimg.com/profile_images/1588253724534874113/BeFKKNbl_normal.jpg",FALSE,NA,FALSE,"","Europe",0,0,0,0,0,1356,3017,109142,20,NA,"""...to evacuate immediately Saturday fearing a wastewater reservoir at the site could collapse and send 600 million gallons of acidic radioactive waste into surrounding neighborhoods."" 🔥😳
https://t.co/p2dZ7gg3I8"
"259","RT @SierraClubFL: It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the…","en",FALSE,"1378598828035596293",2021-04-04 06:42:28,"1378598828035596293","22328926","everyone",NA,"2009-03-01T03:50:00.000Z","partialobs","Derek Fox","https://t.co/d6FWQf18g1","https://pbs.twimg.com/profile_images/813094126748958720/XPj7x_nu_normal.jpg",FALSE,"1614744358519205890",FALSE,"PSU Astronomer (he/him), personal twitter. ""Every now and then the universe decides to solve one of our outstanding astrophysical mysteries for us, as a treat.""","Earth",9,0,0,0,0,2687,4958,42449,73,NA,"It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the 1st time sending contaminated wastewater to #TampaBay thru #PortManatee
https://t.co/wJhK7LkVTl"
"260","RT @SierraClubFL: It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the…","en",FALSE,"1378598885040386052",2021-04-04 06:42:41,"1378598885040386052","16088941","everyone",NA,"2008-09-01T22:31:43.000Z","kirkmurphy","Kirk Murphy 🇺🇦",NA,"https://pbs.twimg.com/profile_images/1842542361/egg_shell_normal.png",FALSE,"1075981510598000640",FALSE,"We live in capitalism, its power seems inescapable-but then, so did the divine right of kings-Ursula LeGuin /""The Nazis changed but they never went away""-Chumba",NA,9,0,0,0,0,3736,4999,516222,390,NA,"It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the 1st time sending contaminated wastewater to #TampaBay thru #PortManatee
https://t.co/wJhK7LkVTl"
"261","@BN9 Maybe if that moron took action a year ago, we wouldn’t be dealing with this disaster today.","en",FALSE,"1378608737464823809",2021-04-04 07:21:50,"1378532523895091200","1247592960985894924","everyone","17308428","2020-04-07T18:32:12.000Z","richienewport1","Richie Newport",NA,"https://pbs.twimg.com/profile_images/1282120513435979776/oKycxCV2_normal.jpg",FALSE,"1597559910816190467",FALSE,"𝕊𝕥𝕒𝕟𝕕 𝕦𝕡 𝕥𝕠 𝕙𝕒𝕥𝕖, 𝕗𝕒𝕤𝕔𝕚𝕤𝕞, 𝕋𝕣𝕦𝕞𝕡𝕚𝕤𝕞 𝕒𝕟𝕕 𝕣𝕒𝕔𝕚𝕤𝕞. 𝕋𝕙𝕖𝕤𝕖 𝕡𝕖𝕠𝕡𝕝𝕖 𝕒𝕣𝕖 𝕟𝕠𝕥 𝕡𝕒𝕥𝕣𝕚𝕠𝕥𝕤.","Clearwater, FL",0,0,2,0,0,345,270,27758,3,NA,NA
"262","RT @NSGJesse: Is there more to what is going on at Piney Point than meets the eye? #pineypoint #manateecounty #fdep #hrk

Accountability a…","en",FALSE,"1378613191815671809",2021-04-04 07:39:32,"1378613191815671809","2649576408","everyone",NA,"2014-07-16T00:55:21.000Z","SmilesHugs2","GGR 🌺Persevere 💫",NA,"https://pbs.twimg.com/profile_images/1115746661438042112/lsS0DEOA_normal.jpg",FALSE,"1498766978332377092",FALSE,"Run on sentence enthusiast. #toomuchcaffeine #proudmomofgeniusdaughter #strongshoulders Utilizing my Super Powers for GOOD. Healthcare Business Development","Florida ",1,0,0,0,0,368,655,29032,0,NA,"Is there more to what is going on at Piney Point than meets the eye? #pineypoint #manateecounty #fdep #hrk

Accountability a looming question with Piney Point leak, Tampa Bay wastewater discharge https://t.co/0MtBzC2Eb3 via @heraldtribune"
"263","RT @SierraClubFL: It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the…","en",FALSE,"1378617173065760768",2021-04-04 07:55:22,"1378617173065760768","2355146755","everyone",NA,"2014-02-21T17:53:21.000Z","JaneSepmeier","Mary Jane Sepmeier",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"Native NW Floridian...Beaches of the Gulf Coast are my spirit animal ...","United States",9,0,0,0,0,1478,1440,548875,6,NA,"It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the 1st time sending contaminated wastewater to #TampaBay thru #PortManatee
https://t.co/wJhK7LkVTl"
"264","'Imminent' Collapse at Florida Phosphate Plant Wastewater Pond Threatens Tampa Bay, Surrounding Neighborhoods | The Weather Channel - Articles from The Weather Channel |  - The Weather Channel . http   weather com. https   weather com news news 2021 04 03 leak at florida phosphate plant tampa bay manatee county piney point","en",FALSE,"1378622666895204353",2021-04-04 08:17:12,"1378622666895204353","4120430787","everyone",NA,"2015-11-05T16:19:39.000Z","goalsecom","Goalse","https://t.co/YPs8M4T1Gu","https://pbs.twimg.com/profile_images/1479437477593108485/CmmGWpoI_normal.png",FALSE,NA,FALSE,"#Goalse is marketplace to utilize your production and manufacturing capacity - smart manufacturing. List your business for free at https://t.co/YPs8M4T1Gu  #TradeTech","Worldwide",0,0,0,0,0,5928,4785,168245,293,NA,"'Imminent' Collapse at Florida Phosphate Plant Wastewater Pond Threatens Tampa Bay, Surrounding Neighborhoods | The Weather Channel - Articles from The Weather Channel | https://t.co/tQgvy0CCZ9 - The Weather Channel https://t.co/E7ZGdr5iFW"
"265","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378630353703800832",2021-04-04 08:47:44,"1378630353703800832","130349411","everyone",NA,"2010-04-07T01:46:07.000Z","reneeg1147","Irene Goltry 🪐💜",NA,"https://pbs.twimg.com/profile_images/1442454083793784835/SMtjD1Mb_normal.jpg",FALSE,NA,FALSE,"Animal lover,Art,Music Movies and Good Food. Lists=Blocked. Bots,Trolls,Trumpers=Blocked .z https://t.co/RWWiYY1SiZ",NA,76,0,0,0,0,1985,3498,285854,6,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"266","RT @Independent: Leak at wastewater pond prompts evacuations in Florida https://t.co/7xYyk6arsV","en",FALSE,"1378650322973949952",2021-04-04 10:07:05,"1378650322973949952","1335194056289357827","everyone",NA,"2020-12-05T12:07:35.000Z","rich32676326","rich",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"",NA,10,0,0,0,0,47,62,53322,0,NA,"Leak at wastewater pond prompts evacuations in Florida https://t.co/7xYyk6arsV"
"267","RT @ZackSampson: Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" sta…","en",FALSE,"1378652200927428613",2021-04-04 10:14:33,"1378652200927428613","219992884","everyone",NA,"2010-11-26T13:33:55.000Z","Tijgernest","FF","https://t.co/Uvn9Y7kcWc","https://pbs.twimg.com/profile_images/1177090961/hazmatcat_avatar_normal.png",FALSE,NA,FALSE,"Hazmat officer Tweets geheel op persoonlijke titel !","Nederland",9,0,0,0,0,4162,144,243879,112,NA,"Wastewater appears to be leaking at an old phosphate plant in Palmetto. To prevent “a potential catastrophic failure,"" state regulators have approved controlled releases to Port Manatee on Tampa Bay. https://t.co/KApnXQUCH2"
"268","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manat…","en",FALSE,"1378652620303261702",2021-04-04 10:16:13,"1378652620303261702","219992884","everyone",NA,"2010-11-26T13:33:55.000Z","Tijgernest","FF","https://t.co/Uvn9Y7kcWc","https://pbs.twimg.com/profile_images/1177090961/hazmatcat_avatar_normal.png",FALSE,NA,FALSE,"Hazmat officer Tweets geheel op persoonlijke titel !","Nederland",25,0,0,0,0,4162,144,243879,112,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
"269","@BN9 Hopefully Publix gets exclusive rights to clean up the mess 🤔🤣","en",FALSE,"1378657698821107713",2021-04-04 10:36:24,"1378532523895091200","15078892","everyone","17308428","2008-06-10T22:56:03.000Z","unkemp7","unkemp7",NA,"https://pbs.twimg.com/profile_images/1501664931187408901/ZNBO1hb8_normal.jpg",FALSE,"1505875050418819076",FALSE,"hello fellow gun people.","Dunedin, FL",0,0,1,0,0,16,140,1000,1,NA,NA
"270","@Nicole136991823 @ViViL88841637 @mushinghuskies @BN9 @RogueCitizenOne Hello, I’m a reporter for Bay News 9 and I heard you are offering space for farmers to put their livestock. What’s the best way to reach you? Thanks","en",FALSE,"1378661502987689986",2021-04-04 10:51:31,"1378466765248868353","826868919671611392","everyone","1297394087780331520","2017-02-01T19:04:47.000Z","AshontiFordBN9","Ashonti Ford TV","https://t.co/ez9PYEElKN","https://pbs.twimg.com/profile_images/1557155266063392769/HBBLDjIc_normal.jpg",FALSE,"1528354309859119104",TRUE,"Tampa Bay @BN9 👩🏽‍💻 Reporter || San Francisco Gator 🐊Alumni || NABJ Member ✊🏽 EST. Miami 2012 || Gotta tip? Slide in the DM’s 📩","Tampa, FL",0,0,0,0,0,1522,465,2674,34,"3f7a925ec706ea48",NA
"271","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manat…","en",FALSE,"1378668059284623362",2021-04-04 11:17:34,"1378668059284623362","1351328967672918020","everyone",NA,"2021-01-19T00:42:14.000Z","HeinzRudolf155","HeinzRudolf155",NA,"https://pbs.twimg.com/profile_images/1499656759161540610/dVQiROsz_normal.jpg",FALSE,"1359984190004019200",FALSE,"PhD A'dam +Utrecht #FBPE 🇪🇺 @funder @donwinslow @joncoopertweets @girlsreallyrule @glennkirschner2 @mmpadellan
  🇳🇱Amsterdam🇩🇪 Bonn 🇨🇭Basel",NA,25,0,0,0,0,42792,46573,159649,27,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
"272","@ZachryJoseph @BN9 To activate the shelters","en",FALSE,"1378671757205340160",2021-04-04 11:32:16,"1378532523895091200","1632585445","everyone","1133731612653445120","2013-07-30T10:11:33.000Z","JaneBrigham","Jane Brigham",NA,"https://pbs.twimg.com/profile_images/1234812540800184321/UkywXQ3m_normal.jpg",FALSE,NA,FALSE,"Retired CNM",NA,0,1,0,0,0,65,397,5361,2,NA,NA
"273","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378681535650467841",2021-04-04 12:11:07,"1378681535650467841","817465854787014657","everyone",NA,"2017-01-06T20:20:22.000Z","MaryGoldswothy","Mary G",NA,"https://pbs.twimg.com/profile_images/1082117047201525763/h8qy_Ux6_normal.jpg",FALSE,NA,FALSE,"","Florida, USA",76,0,0,0,0,10,72,50,0,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"274","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378684164946427909",2021-04-04 12:21:34,"1378684164946427909","1863340376","everyone",NA,"2013-09-14T10:08:44.000Z","katherineitro","MVPKate",NA,"https://pbs.twimg.com/profile_images/1193550963648409603/5EErhCSR_normal.jpg",FALSE,NA,FALSE,"I travel and I concert, sometimes travel so I can concert 🛫🎶",NA,76,0,0,0,0,999,1576,22806,1,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"275","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378687491641909250",2021-04-04 12:34:47,"1378687491641909250","1025951419784994816","everyone",NA,"2018-08-05T03:47:34.000Z","Caroline__MOME","Carolini",NA,"https://pbs.twimg.com/profile_images/1388288375912902660/dKatplBG_normal.jpg",FALSE,NA,FALSE,"I am a day dreamer and a night thinker 🤷‍♀️","somewhere",76,0,0,0,0,16,72,5494,0,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"276","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378691219820322817",2021-04-04 12:49:36,"1378691219820322817","17444647","everyone",NA,"2008-11-17T16:38:07.000Z","kodiak149","kodiak149",NA,"https://pbs.twimg.com/profile_images/1186759667084603395/TJHYTRJY_normal.jpg",FALSE,"1604563692011634689",FALSE,"Lucky guy in great country I follow back and unfollow those that don’t, Resistance is not futile GoodTrouble #WeAre                       Post @ kodiak149","Ocean County N.J.  Sarasota Fl",76,0,0,0,0,72785,67715,308377,56,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"277","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",TRUE,"1378692549024620546",2021-04-04 12:54:53,"1378692549024620546","22136885","everyone",NA,"2009-02-27T13:04:44.000Z","melpj6","pj kenobi",NA,"https://pbs.twimg.com/profile_images/1500143441900187653/p7om7h1o_normal.jpg",FALSE,"1109907014791168001",FALSE,"Semi retired Operating Engineer 98 Pug slave Common Sense Liberal. Semper Fidelis 71.    “ Я молюся за Україну"" means ""I pray for Ukraine”","williamstown ma",76,0,0,0,0,2712,3799,37289,2,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"278","@BsAuntie @BN9 This is unregulated private industry.","en",FALSE,"1378693641695334407",2021-04-04 12:59:13,"1378466765248868353","1348672208311345153","everyone","997583455905968129","2021-01-11T16:45:10.000Z","TampaWoman1965","Cristina 🇺🇸🇨🇺",NA,"https://pbs.twimg.com/profile_images/1507340872433782793/jKmGdUs6_normal.jpg",FALSE,"1406921543528202240",FALSE,"My mother's daughter",NA,0,2,4,0,0,1505,3379,183910,8,NA,NA
"279","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manat…","en",FALSE,"1378702028004818946",2021-04-04 13:32:33,"1378702028004818946","216085554","everyone",NA,"2010-11-15T19:19:09.000Z","Alfcelo","Alfonso Cedeno L.",NA,"https://pbs.twimg.com/profile_images/782428002047102976/ssGO5-MZ_normal.jpg",FALSE,NA,FALSE,"Abogado de los Juzgados y Tribunales del Ecuador. Guayaquileño y Barcelonista de corazón. Amante de la armonía, la rumba y el sabor.","Guayaquil, Ecuador",25,0,0,0,0,1165,5002,98942,6,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
"280","RT @WFLAJustin: ""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manat…","en",FALSE,"1378704834019360770",2021-04-04 13:43:42,"1378704834019360770","3233106448","everyone",NA,"2015-05-04T10:07:54.000Z","Mr_President_Ke","Johnson Karanja Kimani","https://t.co/CtEkU77KBB","https://pbs.twimg.com/profile_images/1003882809327587329/eKfYfAWn_normal.jpg",FALSE,"1378701831426166784",FALSE,"@Mr_President_Ke 'Son, Father, Leader'. #SDGs #ClimateActionNow #ForNature","World Wide.",25,0,0,0,0,906,3561,27746,6,NA,"""They've left us Floridians holding the bag of their mountain of waste.""

8 On Your Side went for a boat ride to Port Manatee to see where millions of gallons of industrial wastewater are being released into Tampa Bay from leaking Piney Point stack. https://t.co/hWZHARIslY @WFLA https://t.co/7g1mtfzt3l"
"281","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378705237536563207",2021-04-04 13:45:18,"1378705237536563207","585539600","everyone",NA,"2012-05-20T10:04:23.000Z","timslady1111","angeline",NA,"https://pbs.twimg.com/profile_images/1299728816714248193/b8poSNEc_normal.jpg",FALSE,NA,FALSE,"A Happy Soul","USA",76,0,0,0,0,56,437,2193,0,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
"282","@ohshit62179544 @DominiqueNYC @BN9 @jrzygirlinfla Because the current politics seem to be working out so well?","en",FALSE,"1378708692867158016",2021-04-04 13:59:02,"1378466765248868353","518324723","everyone","1354167615749578752","2012-03-08T08:54:30.000Z","IsThisThingOn31","Amanda O 💛",NA,"https://pbs.twimg.com/profile_images/1543652005729579008/RG5kMWfD_normal.jpg",FALSE,NA,FALSE,"Freshly widowed. Everything I say is tainted with that sadness. Who knows what I’ll look like on the other side of this!",NA,0,0,0,0,0,1801,2150,51619,4,NA,NA
"283","'Imminent' Collapse at Florida Phosphate Plant Wastewater Pond Threatens Tampa Bay, Surrounding Neighborhoods | The Weather Channel - Articles from The Weather Channel |  . http   weather com. https   weather com news news 2021 04 03 leak at florida phosphate plant tampa bay manatee county piney point","en",FALSE,"1378708871267680259",2021-04-04 13:59:44,"1378708871267680259","2724215808","everyone",NA,"2014-08-11T16:25:26.000Z","DunwickLona","Lona Dunwick",NA,"https://pbs.twimg.com/profile_images/1618721113869099027/cHhZtSnA_normal.jpg",FALSE,"972560554576498688",FALSE,"Animal Advocate, Earth, Water, Mountain,nature lover, Save the Dolphins in Japan!!Farm Sanctuary.. Plant Based,https://t.co/M9yUdJ9G19 WALLAnd No Facebook…",NA,0,0,0,1,0,3727,4924,156239,175,NA,"'Imminent' Collapse at Florida Phosphate Plant Wastewater Pond Threatens Tampa Bay, Surrounding Neighborhoods | The Weather Channel - Articles from The Weather Channel | https://t.co/zRrRDGyHCX https://t.co/VYBsmdYIgK"
"284","Officials in Florida ordered more than 300 homes to be evacuated and closed off a highway Saturday near the large reservoir in the Tampa Bay area north of Bradenton. . https   www news4jax com news florida 2021 04 03 leak at wastewater pond prompts evacuations in florida","en",FALSE,"1378708955237642241",2021-04-04 14:00:04,"1378708955237642241","16462068","everyone",NA,"2008-09-26T02:09:17.000Z","wjxt4","News4JAX","https://t.co/jxNOTgcwdl","https://pbs.twimg.com/profile_images/1608580808058589186/_5ROenBl_normal.png",FALSE,NA,TRUE,"News4JAX is the most trusted source for local news in Northeast Florida and Southeast Georgia. Watch WJXT on-air, online and on News4JAX+","Jacksonville, Fla.",1,2,1,0,0,222409,915,307287,1221,NA,"Officials in Florida ordered more than 300 homes to be evacuated and closed off a highway Saturday near the large reservoir in the Tampa Bay area north of Bradenton. https://t.co/EiSnO5XdWL"
"285","@wjxt4 That wastewater pond has been around for over 50 years. The media is crassly sensationalizing it to score clicks. Make the farmers who used the CHEAP road to fertilize their crops PAY to clean it up.","en",FALSE,"1378714241574785028",2021-04-04 14:21:05,"1378708955237642241","1313626184610189312","everyone","16462068","2020-10-06T23:44:35.000Z","Doc_Hem_Onc","Consistently Right",NA,"https://pbs.twimg.com/profile_images/1602821839717339137/8jL9-8V1_normal.jpg",FALSE,NA,FALSE,"Doctor. Married. Awesome *fake* username in a glorious red state. I know just a little bit about Hematology/Oncology after 25 years. Adopt, don’t shop. F/J/B","Florida, USA",0,0,0,0,0,629,815,16336,1,NA,NA
"286","Imminent collapse of 600 million gallon contaminated wastewater into Tampa Bay area, radioactive uranium, thorium and radium in phosphate rock, &amp; dredging waste. Piney Point area evacuated. Site owner HRK Holdings. Decades of environmental mismanagement. . https   weather com news news 2021 04 03 leak at florida phosphate plant tampa bay manatee county piney point","en",FALSE,"1378718894651625476",2021-04-04 14:39:34,"1378718894651625476","1364231618789924870","everyone",NA,"2021-02-23T15:18:23.000Z","VelmaCa27874512","Velma Campbell",NA,"https://pbs.twimg.com/profile_images/1587216135656652800/MwI5vFHL_normal.jpg",FALSE,NA,FALSE,"",NA,0,1,1,0,0,58,294,1872,2,NA,"Imminent collapse of 600 million gallon contaminated wastewater into Tampa Bay area, radioactive uranium, thorium and radium in phosphate rock, &amp; dredging waste. Piney Point area evacuated. Site owner HRK Holdings. Decades of environmental mismanagement. https://t.co/gL4AU8ooiE"
"287","“DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
. https   www baynews9 com fl tampa news 2021 04 02 small leak from piney point threatens to dump wastewater into tampa bay","en",FALSE,"1378719417580785669",2021-04-04 14:41:39,"1378674052701810696","203590668","everyone","203590668","2010-10-16T16:40:24.000Z","desderamona","Ramona",NA,"https://pbs.twimg.com/profile_images/1560299985/Portrait_of_Actress_Jeanne_Samary_1877_Renoir_normal.jpg",FALSE,"964713587360063488",FALSE,"",NA,9,1,11,0,0,865,3463,110314,12,NA,"“DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg"
"288","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the ev…","en",FALSE,"1378719493892009991",2021-04-04 14:41:57,"1378719493892009991","2531301415","everyone",NA,"2014-05-29T01:38:13.000Z","SansonTabuto","June Sanson",NA,"https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"",NA,9,0,0,0,0,60,91,12153,0,NA,"“DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg"
"289","RT @desderamona: “DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the ev…","en",FALSE,"1378720506514305034",2021-04-04 14:45:58,"1378720506514305034","1203696542214811648","everyone",NA,"2019-12-08T15:23:30.000Z","maryhur62009222","MaryHurley#13☮️🌊🇺🇸",NA,"https://pbs.twimg.com/profile_images/1540832730753093632/F8QWGNlz_normal.jpg",FALSE,NA,FALSE,"PFLAG Mom🏳️‍⚧️Grandma fighting to keep our democracy alive. 🍀Love family, country and my dog. #WeAreHumans #TransRightsAreHumanRights #Autism #Nurses RNBSN",NA,9,0,0,0,0,1555,4335,116428,2,NA,"“DeSantis is expected to give an update on the leak at 11am Sunday from the #Manatee County Emergency Center.”

“In the event of a catastrophic failure, DeSantis ordered every county in the state to prepare for a possible influx of evacuees.”

#PineyPoint
https://t.co/VTJaDhx4Zg"
"290","RT @wjxt4: Officials in Florida ordered more than 300 homes to be evacuated and closed off a highway Saturday near the large reservoir in t…","en",FALSE,"1378720595018444800",2021-04-04 14:46:19,"1378720595018444800","16630960","everyone",NA,"2008-10-07T15:08:19.000Z","StaceyReadout","Stacey Readout","https://t.co/rqBsJaMkS5","https://pbs.twimg.com/profile_images/1057420179397849088/In1C2752_normal.jpg",FALSE,NA,TRUE,"Assistant News Director at @WJXT4. @UFJSchool alumna. North Florida native. Real redhead.","Jacksonville, FL",1,0,0,0,0,2025,1122,10039,71,NA,"Officials in Florida ordered more than 300 homes to be evacuated and closed off a highway Saturday near the large reservoir in the Tampa Bay area north of Bradenton. https://t.co/EiSnO5XdWL"
"291","RT @SierraClubFL: It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the…","en",FALSE,"1378721070807621633",2021-04-04 14:48:13,"1378721070807621633","1364231618789924870","everyone",NA,"2021-02-23T15:18:23.000Z","VelmaCa27874512","Velma Campbell",NA,"https://pbs.twimg.com/profile_images/1587216135656652800/MwI5vFHL_normal.jpg",FALSE,NA,FALSE,"",NA,9,0,0,0,0,58,294,1872,2,NA,"It's not the 1st fear of an “imminent” collapse of a reservoir at #PineyPoint #phosphate plant in #ManateeCounty, not the 1st time sending contaminated wastewater to #TampaBay thru #PortManatee
https://t.co/wJhK7LkVTl"
"292","RT @BN9: UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse an…","en",FALSE,"1378723391646035973",2021-04-04 14:57:26,"1378723391646035973","1108563509225242624","everyone",NA,"2019-03-21T02:58:31.000Z","Allen58B","💖Allen58VoteBlue #TakingBackAmerica",NA,"https://pbs.twimg.com/profile_images/1188555555343699968/epBo-_au_normal.jpg",FALSE,"1192551694996869120",FALSE,"❤️my family! Resist #UniteAmerica #JailGOPTraitors #StrongerTogether #TaxTheRich #FightGOPFascism Hopes&Prayers Kill American’s FU-NRA/GOP","Los Angeles, CA",76,0,0,0,0,50482,43367,104770,27,NA,"UPDATE: A state of emergency has been declared in Hillsborough and Pinellas counties due to the potential gypsum stack collapse and leak in Manatee County. https://t.co/tOYQhbWp4q"
