"","text","author_id","id","possibly_sensitive","created_at.x","conversation_id","reply_settings","lang","name","location","username","profile_image_url","protected","url","verified","created_at.y","description","pinned_tweet_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_bookmark_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","public_metrics.y_like_count","text_with_display_links","in_reply_to_user_id","reply.to.thread.no.term"
"186","It's a stew of harmful algae blooms along a few Tampa Bay Area beaches.  Check out the various creatures in yesterday's water sampling: 

▶️ A small amount of red tide has been sampled by the FWC near ""New Pass"" in Sarasota and Clearwater Beach.  

▶️ Yesterday's sample from…  . https   twitter com i web status 1838370470984315282. https   twitter com weatherbryan status 1838370470984315282 photo 1","1452715530","1838370470984315282",FALSE,2024-09-24 00:10:50,"1838370470984315282","everyone","en","Bryan Bennett","Tampa, FL","weatherbryan","https://pbs.twimg.com/profile_images/1376726005419761670/kYF7H8db_normal.jpg",FALSE,NA,FALSE,"2013-05-23T23:11:40.000Z","Meteorologist, AMS Certified, Emmy awards for coverage of Hurricane Sandy & Irene, Undergrad degree from GT, Graduate degree from MS State.",NA,2,0,6,0,3,675,NA,3684,706,17357,164,13870,"It's a stew of harmful algae blooms along a few Tampa Bay Area beaches.  Check out the various creatures in yesterday's water sampling: 

▶️ A small amount of red tide has been sampled by the FWC near ""New Pass"" in Sarasota and Clearwater Beach.  

▶️ Yesterday's sample from… https://t.co/LQtslkhzXT https://t.co/IHbIvG4JMl",NA,NA
"187","The Gulf in southern Pinellas County (St. Pete Beach) was ""baby poop brown"" this afternoon, to quote a beachgoer.

There is a report of red tide (karenia brevis) in Sarasota County.  However, I don't think this is red tide.  I think it is more likely trichodesmium. 

The recent…  . https   twitter com i web status 1838012135538049025. https   twitter com weatherbryan status 1838012135538049025 photo 1","1452715530","1838012135538049025",FALSE,2024-09-23 00:26:56,"1838012135538049025","everyone","en","Bryan Bennett","Tampa, FL","weatherbryan","https://pbs.twimg.com/profile_images/1376726005419761670/kYF7H8db_normal.jpg",FALSE,NA,FALSE,"2013-05-23T23:11:40.000Z","Meteorologist, AMS Certified, Emmy awards for coverage of Hurricane Sandy & Irene, Undergrad degree from GT, Graduate degree from MS State.",NA,0,0,17,0,0,667,NA,3684,706,17357,164,13870,"The Gulf in southern Pinellas County (St. Pete Beach) was ""baby poop brown"" this afternoon, to quote a beachgoer.

There is a report of red tide (karenia brevis) in Sarasota County.  However, I don't think this is red tide.  I think it is more likely trichodesmium. 

The recent… https://t.co/zEWR5T4MNb https://t.co/K6YElA0mjY",NA,NA
"188","@mtgreenee In South Florida we can't afford Trump Ron DeSantis Red Tide Rick Scott or Mark Rubio! after all the hurricanes are insurance premiums have went up 400%! South Florida is polluted from Clearwater to Marco Island with red tide!","898215138582552576","1832157471546179863",FALSE,2024-09-06 20:42:35,"1832018923975213131","everyone","en","Anonymous","Open source shareware freeware","Anonymitysec","https://pbs.twimg.com/profile_images/1832294774071590912/XBQFoFXL_normal.jpg",FALSE,"https://t.co/KY1lqyBQ43",FALSE,"2017-08-17T16:09:11.000Z","No one in Power wants Democracy! Green is for the environment & Peace is for the people! #M4A HghSpd/Maglev NTFC #GreenNewDeal Together we can change the World!",NA,0,0,1,0,0,20,NA,577,239,17187,2,93232,"@mtgreenee In South Florida we can't afford Trump Ron DeSantis Red Tide Rick Scott or Mark Rubio! after all the hurricanes are insurance premiums have went up 400%! South Florida is polluted from Clearwater to Marco Island with red tide!","826065164504006657",NA
"189","@HailState_CO I've lived in 3 SWFL beach towns over the last 4 years until I had to move inland. Happy to help how I can.

The beaches between Clearwater and Manasota are the best I've seen in Florida short of Peanut Island. Water is crystal clear only problem is red tide.

Insurance is brutal","1514201749007048714","1820212488199078388",FALSE,2024-08-04 21:37:29,"1820170377349529625","everyone","en","Outdoor Sports Enthusiast","the suburbs","335enthusiast","https://pbs.twimg.com/profile_images/1764034192797466624/DJ2WgLvH_normal.jpg",FALSE,NA,FALSE,"2022-04-13T11:20:13.000Z","Fan of Sports.  

Enjoyer of MSG and 5G Cell Towers.

Former Sandwich Artist.

Not a hero.",NA,0,2,1,0,0,199,NA,526,323,19986,0,74088,"@HailState_CO I've lived in 3 SWFL beach towns over the last 4 years until I had to move inland. Happy to help how I can.

The beaches between Clearwater and Manasota are the best I've seen in Florida short of Peanut Island. Water is crystal clear only problem is red tide.

Insurance is brutal","786827384704020481",NA
"190","With one in 10 area residents in tourism, protecting our beaches is good business. 🏖️ The BP oil spill and 2018 red tide were environmental and economic disasters.

Pinellas County needs common sense laws that protect clean air and water so our economy can thrive. . https   twitter com lizforflorida status 1815400155438264483 video 1","1768728077238943744","1815400155438264483",FALSE,2024-07-22 14:55:00,"1815400155438264483","everyone","en","Liz Dahan",NA,"lizforflorida","https://pbs.twimg.com/profile_images/1778820116836241412/_cYvkXME_normal.jpg",FALSE,"https://t.co/6SPBI2AV2v",FALSE,"2024-03-15T19:57:11.000Z","Businesswoman, diplomat, and Floridian running for Congress in Florida’s 13th Congressional District.","1801595406771421296",0,0,2,0,0,79,NA,100,121,82,1,16,"With one in 10 area residents in tourism, protecting our beaches is good business. 🏖️ The BP oil spill and 2018 red tide were environmental and economic disasters.

Pinellas County needs common sense laws that protect clean air and water so our economy can thrive. https://t.co/3pJu7fmhUz",NA,NA
"191","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","3291516273","1814645639260651864",FALSE,2024-07-20 12:56:49,"1814645639260651864","everyone","en","zoe",NA,"katzoecat","https://pbs.twimg.com/profile_images/1070332453993082880/SUkbO7Nr_normal.jpg",FALSE,NA,FALSE,"2015-05-20T16:31:53.000Z","Joined Twitter in order to join the Resistance. Despise the trump administration. Trump will never be my president. Standing with Ukraine 🇺🇦. no Dms","1267991961186820097",107,0,0,0,0,0,NA,3504,3754,114271,5,169623,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"192","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1292476725977387010","1814638683338768665",FALSE,2024-07-20 12:29:11,"1814638683338768665","everyone","en","BadLindaRobot","United States","BadrobotLinda","https://pbs.twimg.com/profile_images/1656426482791530499/vITNzwA1_normal.jpg",FALSE,NA,FALSE,"2020-08-09T15:04:23.000Z","A twin, married, liberal, #BidenHarris, 🇺🇦 living blue in a red state, #Resister, #DemsUnited, #ProudBlue, #Fresh","1570387622245335041",107,0,0,0,0,0,NA,38322,25505,289443,11,335664,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"193","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","195045036","1814502692288422327",FALSE,2024-07-20 03:28:48,"1814502692288422327","everyone","en","Vivian 💙 Democracy","Southern WI","VivianCreekmore","https://pbs.twimg.com/profile_images/1656333808231219201/flApsypa_normal.jpg",FALSE,NA,FALSE,"2010-09-25T17:10:35.000Z","NO DM's  Psych/Bio/LCSW
🌊#Democrats 2024 
#DemVoice1 #USDemocracy 
WI Primary Election: Aug 13
Gen Election Nov 5
Ck your voter status:
https://t.co/NOPXlFzFP2","1814327092386934824",107,0,0,0,0,0,NA,6582,6264,157455,7,226358,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"194","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1111353379807072256","1814458950575640911",FALSE,2024-07-20 00:34:59,"1814458950575640911","everyone","en","Jason Thompson",NA,"J_Thompson_Art","https://pbs.twimg.com/profile_images/1498680270979010568/NH1BVf6e_normal.jpg",FALSE,NA,FALSE,"2019-03-28T19:44:28.000Z","Graphic Designer, Painter, & Photographer. I like to do art of cryptids, kaiju, paleontology, and Pokemon. #RenewInfinityTrain #FinishInfinityTrain","1807571874215342499",107,0,0,0,0,0,NA,1115,615,270438,0,365672,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"195","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1181410363499106304","1814448743716213045",FALSE,2024-07-19 23:54:25,"1814448743716213045","everyone","en","J Mask up!","USA","curiouschinwag","https://pbs.twimg.com/profile_images/1400231388771586051/m_pxmE0X_normal.jpg",FALSE,NA,FALSE,"2019-10-08T03:26:27.000Z","Just an old dyke living under a rock, in back of a cave, with the computer screen as one of my light sources.

Be forewarned, I am an EPIC retweeter.","1522612891228254208",107,0,0,0,0,0,NA,1339,4587,308961,5,331413,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"196","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","822847432899891200","1814442873112154434",FALSE,2024-07-19 23:31:06,"1814442873112154434","everyone","en","Helis Bor","Midwest USA","helisbor","https://pbs.twimg.com/profile_images/1319350082773389312/QpzMjsT8_normal.jpg",FALSE,NA,FALSE,"2017-01-21T16:44:50.000Z","Joined Twitter in 2017 to protest tRump the unfit president. I believe that Americans deserve better and in a strategic longview of a better America for all.",NA,107,0,0,0,0,0,NA,3659,691,98640,8,532451,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"197","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","220849777","1814442696745865339",FALSE,2024-07-19 23:30:24,"1814442696745865339","everyone","en","Bill DeMayo","New York, USA","BDeMayo","https://pbs.twimg.com/profile_images/1759671211376701440/N1Ywn8rO_normal.jpg",FALSE,"https://t.co/fFeLc1vK49",FALSE,"2010-11-29T00:56:34.000Z","A nice #fella. Occasionally funny enough to be quoted in Newsweek and Yahoo News. Happily riding a Blue Wave 🌊 Snark guaranteed.","1673034622286938112",107,0,0,0,0,0,NA,10732,3671,48562,35,56823,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"198","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","47085577","1814423061325640124",FALSE,2024-07-19 22:12:22,"1814423061325640124","everyone","en","Ellen #VoteBlue Bender 💙 🏳️‍🌈","NYC","ElvinBen","https://pbs.twimg.com/profile_images/1596135793977954304/ZTJA5L--_normal.jpg",FALSE,"https://t.co/CjNO8kcaIC",FALSE,"2009-06-14T12:46:37.000Z","Co-Founder @DemocracyMarker, #PostcardsToVoters, #SharpieWarrior, Former Lawyer, Lifelong Democrat. she/her/hers https://t.co/jY25pn5yZZ",NA,107,0,0,0,0,0,NA,2893,5119,183322,17,300076,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"199","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","116234100","1814397701041401994",FALSE,2024-07-19 20:31:36,"1814397701041401994","everyone","en","Yvonne Lochner","Northern California","doglips13","https://pbs.twimg.com/profile_images/1400602713444941824/BzbkDfX6_normal.jpg",FALSE,NA,FALSE,"2010-02-21T17:52:15.000Z","Retired, Married to @LochnerWalter, Mom, Grandma, Dog Rescuer, BLM, #VoteBlueIn2024 #wtpBLUE #ProudBlue #DemsUnited",NA,107,0,0,0,0,0,NA,17528,17992,124722,19,190365,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"200","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","831577159605039105","1814299786909978703",FALSE,2024-07-19 14:02:31,"1814299786909978703","everyone","en","Core bears",NA,"CoreBears","https://pbs.twimg.com/profile_images/1815402603259326464/z7ZYGL-j_normal.jpg",FALSE,NA,FALSE,"2017-02-14T18:53:39.000Z","",NA,107,0,0,0,0,0,NA,2484,5079,357414,1,752860,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"201","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1178016470476959744","1814298500676420038",FALSE,2024-07-19 13:57:25,"1814298500676420038","everyone","en","PLongstocking2.0",NA,"0Plongstocking2","https://pbs.twimg.com/profile_images/1680604563705933825/alVwA4iP_normal.jpg",FALSE,NA,FALSE,"2019-09-28T18:41:46.000Z","Not a traitor. Traveler. Liker of food. Orchid grower. Over educated sexual anarchist. I didn’t request a pardon, never had to plead the 5th. She devil🫦",NA,107,0,0,0,0,0,NA,2715,3642,73885,2,162932,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"202","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","961359893910425600","1814297602394927280",FALSE,2024-07-19 13:53:51,"1814297602394927280","everyone","en","mary dupree",NA,"MaryNissmax","https://pbs.twimg.com/profile_images/1767680703704018944/xjtiGaDl_normal.jpg",FALSE,NA,FALSE,"2018-02-07T22:03:54.000Z","",NA,107,0,0,0,0,0,NA,892,509,83619,0,25763,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"203","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","852951566","1814280747164869073",FALSE,2024-07-19 12:46:52,"1814280747164869073","everyone","en","Gayla Arnold","St. Petersburg, Florida ","GaylaArnold","https://pbs.twimg.com/profile_images/1808975607352733696/U18_oH-Q_normal.jpg",FALSE,NA,FALSE,"2012-09-29T14:12:10.000Z","","766353213889085440",107,0,0,0,0,0,NA,241,717,32975,3,52529,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"204","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1939118838","1814233660633018536",FALSE,2024-07-19 09:39:46,"1814233660633018536","everyone","en","Brian Cardone 🏴‍☠️🇺🇦","North Carolina, USA","cardon_brian","https://pbs.twimg.com/profile_images/1444782599315107843/apaTNMU2_normal.jpg",FALSE,NA,FALSE,"2013-10-05T23:41:35.000Z","#LincolnVoter #DemsAct #DemVoice1 #wtpBlue.","1513498938908844034",107,0,0,0,0,0,NA,21214,8712,892981,56,664168,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"205","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","56658089","1814218566356369774",FALSE,2024-07-19 08:39:47,"1814218566356369774","everyone","en","Danny Ullom","Cape Coral, FL","danny_wva","https://pbs.twimg.com/profile_images/1810964611740397568/MAIHyLSy_normal.jpg",FALSE,"https://t.co/x3vcslHRFU",FALSE,"2009-07-14T10:07:28.000Z","Marine Veteran, Animal Lover, Sun And Fun In Florida!🇨🇦🐅🤘",NA,107,0,0,0,0,0,NA,490,251,24917,6,31739,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"206","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","3372228929","1814201374814482753",FALSE,2024-07-19 07:31:28,"1814201374814482753","everyone","en","Maura Willing",NA,"maura_willing","https://pbs.twimg.com/profile_images/1752281883122061312/PdK2Jed8_normal.jpg",FALSE,NA,FALSE,"2015-07-12T12:42:00.000Z","",NA,107,0,0,0,0,0,NA,222,1138,55331,0,31006,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"207","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","34532237","1814183834604466376",FALSE,2024-07-19 06:21:46,"1814183834604466376","everyone","en","Dame Sickof-BloodyLies 🌻🇺🇦🏳️‍🌈🤬GOP","Australia","MumOf2RatBags","https://pbs.twimg.com/profile_images/1497022093912788995/bzIktaue_normal.jpg",FALSE,NA,FALSE,"2009-04-23T04:30:48.000Z","Introvert who came back to twitter thinking the world has gone mad. Murdoch is a c*nt. Trump is a w*nkstain. Putin kills. Your body is YOURS. 💙whoU💙. 🚫DMs","1618929759534329856",107,0,0,0,0,0,NA,5583,5814,94021,10,157423,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"208","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1359474374382923780","1814179228448915931",FALSE,2024-07-19 06:03:28,"1814179228448915931","everyone","en","Fred Busso",NA,"FredBusso","https://pbs.twimg.com/profile_images/1795386485375369216/Pg86i2ZS_normal.jpg",FALSE,NA,FALSE,"2021-02-10T12:09:02.000Z","Donald Trump should’ve been arrested on January 7th - justice matters - many politicians are cunts! Telling the truth means you don’t have to remember the lies","1810253159958290721",107,0,0,0,0,0,NA,5190,6967,24972,15,54888,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"209","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","1628210979590012928","1814138645848437171",FALSE,2024-07-19 03:22:12,"1814138645848437171","everyone","en","Eve Nantel","Vancouver, British Columbia","EveNantel13","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"2023-02-22T01:53:01.000Z","",NA,107,0,0,0,0,0,NA,259,131,31724,0,16205,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
"210","RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up…  . https   twitter com i web status 1814032301606523041. https   twitter com whitfox status 1814032301606523041 photo 1","795516865","1814135745436606630",FALSE,2024-07-19 03:10:41,"1814135745436606630","everyone","en","Patrick GinnatyMoore",NA,"phr5ed","https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png",FALSE,NA,FALSE,"2012-09-01T06:59:40.000Z","",NA,107,0,0,0,0,0,NA,402,489,199150,5,104436,"RT @whitfox: Exposed: Anna Paulina Luna takes Big Sugar's dirty money. 💰🦠

Big Sugar pollutes our waters, fuels red tide, and kills our marine life. Red tide costs Pinellas millions and our health.

I'll never sell out our beaches for campaign cash.

#FL13 deserves better. Let's clean up… https://t.co/kfpspelmeE https://t.co/yz30Y8WahP",NA,NA
