"","text","id","reply_settings","created_at.x","lang","possibly_sensitive","in_reply_to_user_id","conversation_id","author_id","location","username","url","name","created_at.y","verified","pinned_tweet_id","profile_image_url","description","protected","geo_place_id","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count"
"341","Good Sunday morning! @bradentonherald Page 1 features @saranealeigh &amp; @miamiherald colleagues on #redtide &amp; tourism; &amp; Florida’s race for governor. Inside, there’s a tribute to the late John McCain. Read more at https://t.co/yh6lSLqACX #ReadLocal https://t.co/bWikcXul24","1033655593217785856","everyone",2018-08-26 10:01:12,"en",FALSE,NA,"1033655593217785856","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",1,0,1,0,0,3163,1917,76767,119
"342","The beach is sick and my pool is being re-done #wahhhhh 😢😫 #redtide is devastating this year ... I pay a lot of money to live near the #gulfbeaches and I’ve not been to the beach in over a month bc of this shit cmon @FLGovScott stop the #draining the #okeechobee #srq #sarasota","1033744250742235136","everyone",2018-08-26 15:53:30,"en",FALSE,NA,"1033744250742235136","145455972",NA,"tarynperky",NA,"tearin paper","2010-05-19T01:12:46.000Z",FALSE,"1469805572723724293","https://pbs.twimg.com/profile_images/1610445005813841920/9aVuqTc__normal.jpg","wifey&mom.born & raised ohioian slowly becoming a Floridian,lover of ALL real housewives shows.Ohio sports nut.florida living.beach going #ilivewhereyouvacation",FALSE,"0064b4f401ced97c",0,0,0,0,0,1001,2876,23271,5
"343","Damn you red tide! Holmes beach has a little traffic on my coffee beach break. No fishy smell! https://t.co/ZYaNPlXI6W","1033750025325690892","everyone",2018-08-26 16:16:26,"en",FALSE,NA,"1033750025325690892","201069084","Sunny SW Florida","CycleGearGuy",NA,"Mike 🚴🏻❄️☕️🌊⚛️ 🇺🇦","2010-10-11T00:39:14.000Z",FALSE,"1355897459747262464","https://pbs.twimg.com/profile_images/1437736511139680259/6KVCJ_g9_normal.jpg","Bicycling enthusiast, Cannondale rider, coffee lover, humanist, transplanted Pittsburger, Penn State alum, and Penguins 🐧 hockey fan, NP. #resistance",FALSE,"19e150d848908604",0,0,0,0,0,2479,3985,14273,25
"344","@DFMCosplay Down with Big Sugar 👎👎😠😠😠","1033824184227508226","everyone",2018-08-26 21:11:07,"en",FALSE,"921742827159203841","1033457918392315906","1267891752",NA,"the_interbutt",NA,"local fiery wench","2013-03-14T20:20:33.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1429633224758661122/3QVwWhuh_normal.jpg","King shit of fuck mountain 🗻 | she/they | a mean, fat girl 🔪",FALSE,NA,0,0,1,0,0,48,162,6431,0
"345",".@ManateeGov officials are providing latest on efforts to cleanup fish kills caused by #redtide.","1034123462766481408","everyone",2018-08-27 17:00:21,"en",FALSE,NA,"1034123462766481408","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"346","#New: Moving forward Manatee County plans to move forward with a volunteer method to clean up red tide. The county will provide nets, dumpsters and buckets to volunteers. @mysuncoast https://t.co/vHATqxpZ4Y","1034123879135027201","everyone",2018-08-27 17:02:00,"en",FALSE,NA,"1034123879135027201","3105087901","Cleveland, OH","JessDoudrick","https://t.co/VVBfSzAeLW","Jessica Smylie","2015-03-23T15:59:22.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1062406118822080512/IFOf0OaE_normal.jpg","Comm Director @american_heart covering NE Ohio. Retired anchor/reporter for @mysuncoast in #Sarasota & @jet24fox66 in #Erie. York, PA native. @eagles fan.",FALSE,"008338532a26abed",3,0,4,0,0,1217,703,6761,27
"347","About 241 tons of #redtide debris has been cleaned up from Manatee County beaches, parks and waterways.","1034123877906042881","everyone",2018-08-27 17:02:00,"en",FALSE,NA,"1034123877906042881","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,1,0,0,2840,1467,31062,82
"348","There are currently 15 dumpster sites throughout the county. @ManateeGov will also be distributing nets and buckets to residents.#redtide","1034125945668599809","everyone",2018-08-27 17:10:13,"en",FALSE,NA,"1034125945668599809","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"349","@realDonaldTrump He also denies climate change,and has taken back millions of dollars designated for environmental concerns. That's one reason the state has failed miserably with the red tide problem. He's been a terrible governor and will be worse as senator.","1034138789373980673","everyone",2018-08-27 18:01:15,"en",FALSE,"25073877","1034128239579549696","974561452810944513","Bayshore Gardens, FL","Steveeklund3",NA,"Steve eklund","2018-03-16T08:22:11.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1248732984162877441/mm6zJCpS_normal.jpg","veteran",FALSE,"b83641daa7c732dc",0,0,0,0,0,842,1610,4932,0
"350","After picking up more than 240 tons of dead fish, @ManateeGov wants your help with red tide cleanup
https://t.co/xBHfEE5aKD","1034173444986953728","everyone",2018-08-27 20:18:57,"en",FALSE,NA,"1034173444986953728","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",1,0,0,0,0,2840,1467,31062,82
"351","#Sarasota is trending on twitter #home #floridalife #saveourbeaches #redtide","1034244321866866698","everyone",2018-08-28 01:00:36,"en",FALSE,NA,"1034244321866866698","145455972",NA,"tarynperky",NA,"tearin paper","2010-05-19T01:12:46.000Z",FALSE,"1469805572723724293","https://pbs.twimg.com/profile_images/1610445005813841920/9aVuqTc__normal.jpg","wifey&mom.born & raised ohioian slowly becoming a Floridian,lover of ALL real housewives shows.Ohio sports nut.florida living.beach going #ilivewhereyouvacation",FALSE,"0064b4f401ced97c",0,0,0,0,0,1001,2876,23271,5
"352","It is literally raining sideways, pushing westward. Maybe this is the intense storm we need to choke the red tide. 🤞🏼🤞🏼🤞🏼","1034544739557761026","everyone",2018-08-28 20:54:21,"en",FALSE,NA,"1034544739557761026","95549809","Bradenton, Florida","_NickAzzara",NA,"Nick Azzara","2009-12-09T01:51:12.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1312807270997209089/e3RJ2Cb1_normal.jpg","Family man. Met fan. Thoughts and RTs are my own.",FALSE,"445510b59110e7a2",0,0,3,0,0,208,930,2820,12
"353","@craigtimes Not really the way I was hoping we would come out from under the #redtide. From one natural disaster to another.","1034570710843305985","everyone",2018-08-28 22:37:33,"en",FALSE,"62575859","1034569546366164992","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"008338532a26abed",0,0,0,0,0,2840,1467,31062,82
"354","@stevedischiavi Looks beautiful this morning but how bads the smell? It's so bad in in Sarasota and Manatee that I won't go near the water,33 yrs &amp; ive seen red tide this bad!!","1034809145906683904","everyone",2018-08-29 14:25:00,"en",FALSE,"1155918704","1034760011132612608","3121930696","Bradenton, FL","perduecathya",NA,"Cathy Perdue","2015-03-27T18:06:07.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/581517701107097601/L-LVjMXW_normal.png","I'm 56 yr old married 2nd time, have 4 kids 30-13 yes old, 6 gr8 grandkids. Love all things paranormal & zombies lol.",FALSE,"d096ac3f2b0da338",0,0,0,0,0,48,238,7989,8
"355","Our campaign is meeting at 7:30am at 9917 Manatee Ave in West Bradenton to clean up after the red tide. Masks, buckets and gloves will be provided, but closed toed shoes are required. Please feel free to come help us or share this post to spread the word!

https://t.co/ZdfXy7tzUR","1035262330555314180","everyone",2018-08-30 20:25:48,"en",FALSE,NA,"1035262330555314180","920377708240130050","Sarasota, FL","Shapiro4FL16","https://t.co/t6xqdAlF7x","David Shapiro","2017-10-17T19:55:20.000Z",TRUE,"1047510552958984192","https://pbs.twimg.com/profile_images/1029003923175157760/QdnqdmVi_normal.jpg","Husband, Father, and Attorney running for #FL16 to fight for and protect Florida families",FALSE,"008338532a26abed",16,1,24,2,0,3879,5102,445,30
"356","@Shapiro4FL16 Good stuff, David 👏🏽","1035267007908900864","everyone",2018-08-30 20:44:23,"en",FALSE,"920377708240130050","1035262330555314180","70220263","Florida via O-H-I-O","ChrisIsBald",NA,"Chris Williams","2009-08-30T21:34:36.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1541579924854767617/kg5jPajY_normal.jpg","I squeeze 30 hours into each day. Christ follower, husband, father, lover of the grind, and advocate to those who have been counted out.",FALSE,"5acc3a887617d093",0,0,0,0,0,6990,703,49774,199
"357","this red tide is horrible, I literally got sick from between my car and my jobs building, it’s so disgusting😷","1035326979451568129","everyone",2018-08-31 00:42:42,"en",FALSE,NA,"1035326979451568129","955839606766866433","Live Oak, FL","shelbydemilly","https://t.co/zWP46OqxJr","Shelby Lynn DeMilly🐚","2018-01-23T16:28:15.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1620168059100200960/qBNvnuWX_normal.jpg","Keep A Weather Eye On The Horizon 🪬",FALSE,"008338532a26abed",0,0,0,0,0,38,167,6944,0
"358",".@marcorubio on #RedTide https://t.co/hjlMXtB6p2","1035356684024246272","everyone",2018-08-31 02:40:44,"und",FALSE,NA,"1035356684024246272","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,0,0,0,3163,1917,76767,119
"359","Fuck adulting. Fuck bills. And A BIG FUCK YOU to #RedTide that is all.","1035363648363999232","everyone",2018-08-31 03:08:24,"en",FALSE,NA,"1035363648363999232","111450263",NA,"CaseyWh0",NA,"Casey Ann 🦈","2010-02-04T23:55:03.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1610119650519441408/8s6eQWCl_normal.jpg","",FALSE,"b83641daa7c732dc",0,0,0,0,0,77,666,9741,1
"360","@RasJosh10 @DIRECTV the ads sometimes are good..did you see putnams bullshit ads? Even my old patients said ""What a bunch horseshit what about the red tide"" ?","1035398303377178624","everyone",2018-08-31 05:26:06,"en",FALSE,"29555227","1035396243894099969","459823706","bradenton fl","stilldabeast73",NA,"Chalky of the Fellas","2012-01-10T02:58:25.000Z",FALSE,"1486050708982013965","https://pbs.twimg.com/profile_images/1622428972515557377/ryQLcIMw_normal.jpg","Father. USAF Vet.  PT. Rugby, Raiders, Lightning, Knicks, BBWs  Single Moms. 
I want you to smile, laugh or think.
 #NAFO #SlavaUkraini  
#Chalky #Raiders #Dem",FALSE,"015ece617bb3a210",0,0,1,0,0,2630,3767,110770,17
"361","So excited, look who was at the nest this morning! Please god eat fish from the pond and not the bay 🙏🦅 #redtide https://t.co/bVa9WQZvjK","1035531747113484290","everyone",2018-08-31 14:16:22,"en",FALSE,NA,"1035531747113484290","1858652311","Florida","LoriMoffet",NA,"lori smith moffet","2013-09-12T21:32:28.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1540310363744489478/R8i8Kacn_normal.jpg","Florida Native , I bleed Orange and Blue , LOVE FOOTBALL , HS / GO Palmetto TIGERS 🐅 , College / GO GATORS🐊NFL/ GO BUCS ! LOVE TIM TEBOW , Reality junkie!",FALSE,"445510b59110e7a2",0,0,1,0,0,1823,3271,108182,50
"362","The water still looks like #redtide but this is the prettiest morning on #annamariaisland in at least a month (I’m out here every Saturday during #seaturtle season) 9/1/18 https://t.co/G1jBBm2WiB","1035850847282970624","everyone",2018-09-01 11:24:21,"en",FALSE,NA,"1035850847282970624","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"19e150d848908604",7,2,22,0,0,3163,1917,76767,119
"363","@MRMasferrer @bradentonherald Are you worried about those little babies? How will they survive this?","1035856386998059009","everyone",2018-09-01 11:46:22,"en",FALSE,"349049976","1035850847282970624","1668816522",NA,"gypsymydog",NA,"gypsymydog","2013-08-13T22:03:17.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/378800000300121506/e672854fcf35ef5c78afcd1654f47b80_normal.jpeg","I'm adopted and I am so happy to have a new house and family. Time to explore!",FALSE,NA,0,1,0,0,0,41,106,2115,0
"364","@gypsymydog @bradentonherald So what about #RedTide ? Hatchlings don’t eat for 3 days so by the time they’re ready for their first meal, they should have swam past the muck says AMI Turtle Watch https://t.co/HH6O8ziCT2","1035858252330934274","everyone",2018-09-01 11:53:47,"en",FALSE,"1668816522","1035850847282970624","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,NA,0,0,1,0,0,3163,1917,76771,119
"365","Water is pretty dark today but those I’ve spoken to said they haven’t noticed any respiratory irritation. Neither have I. #redtide https://t.co/NxLdCrYk4A","1035907998399512576","everyone",2018-09-01 15:11:27,"en",FALSE,NA,"1035907998399512576","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"07d9f111eb088000",1,1,2,0,0,1382,1186,6520,30
"366","Everyone I spoke to on the beach today said they read my #redtide story last night about decreased levels in Manatee 😌 #ReadLocal y’all!!!

https://t.co/0kZq47S3mA","1035933558429417472","everyone",2018-09-01 16:53:01,"en",FALSE,NA,"1035933558429417472","1697808410",NA,"RCCallihan","https://t.co/lvv5hrbF92","Ryan Callihan","2013-08-25T01:02:52.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg","Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"4019ea33d81d7fe8",4,0,14,1,0,1382,1186,6520,30
"367","Good morning! Sunday’s @bradentonherald Page 1 features @jenstaletovich of @MiamiHerald on how pollution’s effect on #redtide &amp; how politics mucks what we know &amp; don’t know; &amp; the #McCainMemorial Read more at https://t.co/yh6lSLqACX #ReadLocal https://t.co/wTxim76k36","1036194874226364417","everyone",2018-09-02 10:11:24,"en",FALSE,NA,"1036194874226364417","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,0,0,0,3163,1917,76767,119
"368","@MRMasferrer How’s the respiratory issues been for you? A lot of the folks we’ve talked to really aren’t having any at all around the Bradenton Beach and Holmes Beach areas! Tip of the island seems to be day to day.","1036262096776953856","everyone",2018-09-02 14:38:31,"en",FALSE,"349049976","1035850847282970624","343392474","Anna Maria Island, Florida","amichamber","http://t.co/z6r34Esdvs","Anna Maria Island Chamber","2011-07-27T14:16:23.000Z",FALSE,"1451237392376074243","https://pbs.twimg.com/profile_images/979536235608924162/ZHFZJwyH_normal.jpg","Emerald waters, stunning sunsets, and a relaxed atmosphere makes us a must for your next destination!
Share all your local photos and videos with #MyAnnaMaria",FALSE,NA,0,1,0,0,0,2982,269,2092,41
"369","@amichamber I had a little bit north of Public Beach yesterday but not too bad. The closer to the water I got, stronger the smell.","1036275004667768835","everyone",2018-09-02 15:29:48,"en",FALSE,"343392474","1035850847282970624","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,1,0,0,3163,1917,76771,119
"370","People are hitting the beaches finally. The Red Tide has calmed down. It’s a beautiful day here and the sun is wonderful. #annamarieisland #gulf #beach #florida @ Bradenton Beach, Florida https://t.co/bLCipwBdFD","1036293000853258240","everyone",2018-09-02 16:41:19,"en",FALSE,NA,"1036293000853258240","41012109","Wisconsin","sportochick","https://t.co/yQi3rcHDOr","Sportochick","2009-05-19T00:34:19.000Z",FALSE,"1486189993341161472","https://pbs.twimg.com/profile_images/1380735682423971842/kvVCuX-D_normal.png","Freelance Costume Stitcher, AVID reader and book review blogger. I read A LOT! Give me a great book filled with emotional impact and I am your fan for life.",FALSE,"224d8d4e6da92f36",0,0,0,0,0,1156,1834,6100,56
"371","People are hitting the beaches finally. The Red Tide has calmed down. It’s a beautiful day here and the sun is wonderful. #annamarieisland #gulf #beach #florida @ The Beaches of Anna Maria… https://t.co/7YeFD7ovUy","1036293417888829440","everyone",2018-09-02 16:42:58,"en",FALSE,NA,"1036293417888829440","41012109","Wisconsin","sportochick","https://t.co/yQi3rcHDOr","Sportochick","2009-05-19T00:34:19.000Z",FALSE,"1486189993341161472","https://pbs.twimg.com/profile_images/1380735682423971842/kvVCuX-D_normal.png","Freelance Costume Stitcher, AVID reader and book review blogger. I read A LOT! Give me a great book filled with emotional impact and I am your fan for life.",FALSE,"224d8d4e6da92f36",0,0,0,0,0,1156,1834,6100,56
"372","A #RedTide poll question https://t.co/WJr060QCiY","1036311927599886336","everyone",2018-09-02 17:56:31,"en",FALSE,NA,"1036311927599886336","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"3c2aec1245cb0d0c",0,0,0,0,0,3163,1917,76767,119
"373","#RedTide may be natural but it’s clear Floridians have made it worse with what we dump in the water. The science is clear: We have to acknowledge this or we risk losing what makes our spot in the world so special","1036329325342208001","everyone",2018-09-02 19:05:39,"en",FALSE,"349049976","1036328629502918656","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",2,0,0,0,0,3163,1917,76767,119
"374","@vdeanfla @SamPutterman @RCCallihan On balance, I’m OK with anything up to a weak tropical storm that stays hundreds of miles offshore &amp; fizzles out before it hits New Orleans or Houston — IF it kills the #redtide","1036341037306970113","everyone",2018-09-02 19:52:12,"en",FALSE,"48382281","1036300326079479811","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,0,1,0,0,3163,1917,76767,119
"375","Some Facebook users comment that @ManateeGov is painting an overly rosy picture of the #redtide situation in order to drum up tourism. Red tide conditions can vary but it is still here. My own observations are that at sunrise it doesn’t look as bad as it does in middle of the day","1036410932296142848","everyone",2018-09-03 00:29:56,"en",FALSE,"349049976","1036410033570021376","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",1,2,0,0,0,3163,1917,76767,119
"376","Driving around #AnnaMariaIsland on Sunday afternoon it was clear #redtide has taken its toll. Fewer people on the beach, especially for a holiday &amp; many restaurants seemed less busy. Considering the red tide conditions, that’s not surprising","1036412321965531136","everyone",2018-09-03 00:35:27,"en",FALSE,"349049976","1036410033570021376","349049976","Bradenton, Fla.","MRMasferrer",NA,"Marc R. Masferrer","2011-08-05T13:16:34.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg","",FALSE,"d096ac3f2b0da338",0,1,0,0,0,3163,1917,76767,119
"377","Parking not a problem this Labor Day at Manatee Public Beach. Forecasted rain and #redtide seems to have kept people away.  #AMI https://t.co/Dc2ZmRA4yH","1036644740043866118","everyone",2018-09-03 15:59:00,"en",FALSE,NA,"1036644740043866118","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",0,0,0,0,0,2840,1467,31062,82
"378","Only #redtide and bad weather could cause the beach to be this empty mid-day on Labor Day. Not raining yet but plenty of cloud cover. https://t.co/ns6NWuluRn","1036644908432609282","everyone",2018-09-03 15:59:40,"en",FALSE,NA,"1036644908432609282","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",0,1,0,0,0,2840,1467,31062,82
"379","Not stopping some people from getting into the water. #redtide https://t.co/iRL4zkvszI","1036645196354801664","everyone",2018-09-03 16:00:49,"en",FALSE,NA,"1036645196354801664","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,"07d9f111eb088000",0,0,0,0,0,2840,1467,31062,82
"380","@SNNTV Red tide and Tropical Storm Gordon didn’t affect families enjoying their Labor Day at Coquina Beach! https://t.co/xL8Lyy0QVR","1036685419713372160","everyone",2018-09-03 18:40:39,"en",FALSE,"324496098","1036685419713372160","1962930078",NA,"jessdlang",NA,"Jessica Lang","2013-10-15T16:22:57.000Z",FALSE,"1243976444373610499","https://pbs.twimg.com/profile_images/1355753456582201348/Uy6qjp8Z_normal.jpg","",FALSE,"07d9db6fd6486002",0,0,1,0,0,1688,189,1147,6
"381","@JU_RO69 Right now #redtide conditions on Anna Maria have improved but there is no telling what conditions will be like, better or worse, that far out. Best advice, is to keep following.","1036730544820760576","everyone",2018-09-03 21:39:58,"en",FALSE,"467415665","1036644908432609282","265559945","Bradenton, FL","JDeleon1012","https://t.co/CRohX622QC","Jessica De Leon","2011-03-13T19:24:39.000Z",TRUE,"1612861489475457029","https://pbs.twimg.com/profile_images/1613951615102324757/ES0hXmN3_normal.jpg","Investigative multi-media journalist at @abcactionnews.

Formerly @BradentonHerald and @BHnewsguild.

Confidential tips: JessDeLeon@protonmail.com",FALSE,NA,0,0,1,0,0,2840,1467,31062,82
"382","The water at Cortez Beach is looking better. Patches of a parent algae in the water, but much further back. #RedTide https://t.co/uLl6OC42w7","1037400305594519554","everyone",2018-09-05 18:01:21,"en",FALSE,NA,"1037400305594519554","21992035","⚓ Cumberland, RI ","ReadCarlos","https://t.co/XWTXNo6tNp","Carlos R. Munoz 📰","2009-02-26T08:55:50.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",FALSE,"07d9e8e8e5c83000",1,1,6,0,0,3375,1856,40379,97
"383","There were several groups of people at Cortez Beach 🏖 but not crowded. https://t.co/P1BzBF1lQB","1037400629537325058","everyone",2018-09-05 18:02:38,"en",FALSE,"21992035","1037400305594519554","21992035","⚓ Cumberland, RI ","ReadCarlos","https://t.co/XWTXNo6tNp","Carlos R. Munoz 📰","2009-02-26T08:55:50.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",FALSE,NA,0,1,1,0,0,3375,1856,40381,97
"384","Bradenton Beach had signs cautioning patrons of #redtide. https://t.co/CNyroeJXLv","1037403927749316610","everyone",2018-09-05 18:15:45,"en",FALSE,"21992035","1037400305594519554","21992035","⚓ Cumberland, RI ","ReadCarlos","https://t.co/XWTXNo6tNp","Carlos R. Munoz 📰","2009-02-26T08:55:50.000Z",TRUE,NA,"https://pbs.twimg.com/profile_images/1611079726767955980/Jq6x5xmU_normal.jpg","Digital & audience engagement editor @Globe_RI (@BostonGlobe). 
🐶 Ewok Duke. 
🐮 WI native. 
🐘 @rhodeisland@newsie.social",FALSE,"07d9e8e8e5c83000",0,1,0,0,0,3375,1856,40379,97
"385","@ReadCarlos Naturally occurring. That is so misleading... and that from Mote, unbelievable (I guess they can not upset @MosaicCompany ). It's fueled in a major way by pollution!","1037517599272325120","everyone",2018-09-06 01:47:26,"en",FALSE,"21992035","1037400305594519554","191081656","Swiss Native in Sarasota, FL","Umightwant2know",NA,"Maya N","2010-09-15T15:26:12.000Z",FALSE,NA,"https://pbs.twimg.com/profile_images/1420457009699303426/CJphqxSk_normal.jpg","""Those who can make you believe absurdities, can make you commit attrocities."" ~Voltaire",FALSE,NA,0,1,0,0,0,890,596,11104,29
