"","text","id","reply_settings","possibly_sensitive","created_at.x","lang","author_id","conversation_id","in_reply_to_user_id","created_at.y","name","username","location","description","protected","url","pinned_tweet_id","profile_image_url","verified","public_metrics.x_retweet_count","public_metrics.x_reply_count","public_metrics.x_like_count","public_metrics.x_quote_count","public_metrics.x_impression_count","geo_place_id","public_metrics.y_followers_count","public_metrics.y_following_count","public_metrics.y_tweet_count","public_metrics.y_listed_count","text_with_display_links"
"1395","RT @FRLAnews: Anna Maria Island restaurants joined together to host a long table dinner on the beach to raise awareness that they are open…","1035907327046635521","everyone",FALSE,2018-09-01 15:08:47,"en","2465253295","1035907327046635521",NA,"2014-04-26T23:35:02.000Z","Kellie Ralston","ralston_kellie","Tallahassee, FL","VP Conservation and Public Policy for @bonetarpontrust, wife, mother, Floridian. Tweets are my own.",FALSE,"https://t.co/xkvwukrccp",NA,"https://pbs.twimg.com/profile_images/1029899477606445056/e7FoWwYl_normal.jpg",FALSE,10,0,0,0,0,NA,374,333,2362,4,"Anna Maria Island restaurants joined together to host a long table dinner on the beach to raise awareness that they are open for business during the #RedTide. Thanks to @VISITFLORIDA and @VisitBradenton for sponsoring this great event that benefited @MoteMarineLab. #LoveFL https://t.co/lmJc0N4veN"
"1396","RT @FRLAnews: Anna Maria Island restaurants joined together to host a long table dinner on the beach to raise awareness that they are open…","1035932298171043840","everyone",FALSE,2018-09-01 16:48:01,"en","976603302","1035932298171043840",NA,"2012-11-28T17:40:40.000Z","Anna Maria Vacations","AMIvacations","Anna Maria Island, Florida","A truly unique rental company specializing in only the finest vacation rentals on Anna Maria Island, FL 855.447.8886 | #LoveAMI",FALSE,"https://t.co/VjWqYC3vSd",NA,"https://pbs.twimg.com/profile_images/943525001424244737/ACYKCxtx_normal.jpg",FALSE,10,0,0,0,0,NA,2007,436,17943,77,"Anna Maria Island restaurants joined together to host a long table dinner on the beach to raise awareness that they are open for business during the #RedTide. Thanks to @VISITFLORIDA and @VisitBradenton for sponsoring this great event that benefited @MoteMarineLab. #LoveFL https://t.co/lmJc0N4veN"
"1397","No one has covered #RedTide in #AnnaMariaIsland, #Bradenton &amp; #ManateeCounty like @RCCallihan &amp; other @bradentonherald staffers #ReadLocal . https   twitter com RCCallihan status 1035933558429417472","1035966490908999681","everyone",FALSE,2018-09-01 19:03:53,"en","349049976","1035966490908999681",NA,"2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,3,0,1,0,0,NA,3103,1910,76258,120,"No one has covered #RedTide in #AnnaMariaIsland, #Bradenton &amp; #ManateeCounty like @RCCallihan &amp; other @bradentonherald staffers #ReadLocal https://t.co/gMtaWnyzg9"
"1398","RT @MRMasferrer: No one has covered #RedTide in #AnnaMariaIsland, #Bradenton &amp; #ManateeCounty like @RCCallihan &amp; other @bradentonherald sta…","1035967998836854784","everyone",FALSE,2018-09-01 19:09:52,"en","1697808410","1035967998836854784",NA,"2013-08-25T01:02:52.000Z","Ryan Callihan","RCCallihan",NA,"Local Gov & Politics Reporter @BradentonHerald | Tech guru, NBA stunt double & aspiring Chopped competitor | @GoUSFSP Journalism | Tips? rcallihan@bradenton.com",FALSE,"https://t.co/lvv5hrbF92",NA,"https://pbs.twimg.com/profile_images/1247154115488210944/qUXaMYoU_normal.jpg",TRUE,3,0,0,0,0,NA,1382,1185,6487,32,"No one has covered #RedTide in #AnnaMariaIsland, #Bradenton &amp; #ManateeCounty like @RCCallihan &amp; other @bradentonherald staffers #ReadLocal https://t.co/gMtaWnyzg9"
"1399","RT @MRMasferrer: No one has covered #RedTide in #AnnaMariaIsland, #Bradenton &amp; #ManateeCounty like @RCCallihan &amp; other @bradentonherald sta…","1035991296249397249","everyone",FALSE,2018-09-01 20:42:27,"en","19156536","1035991296249397249",NA,"2009-01-18T20:26:20.000Z","Jeff Kleinman","jeffkleinman","Miami","Day Editor at @MiamiHerald | #Florida man | Sharing news with digital brain and analog heart https://t.co/VJa2E8gEOS",FALSE,"https://t.co/uBxU9WtCCx",NA,"https://pbs.twimg.com/profile_images/1592768592990412800/GZgzDnpT_normal.jpg",TRUE,3,0,0,0,0,NA,7884,8576,31624,339,"No one has covered #RedTide in #AnnaMariaIsland, #Bradenton &amp; #ManateeCounty like @RCCallihan &amp; other @bradentonherald staffers #ReadLocal https://t.co/gMtaWnyzg9"
"1400","RT @MRMasferrer: Good Saturday morning. The surf at #annamariaisland #florida still looks like #redtide but no dead fish on beach https://t…","1036063583057137664","everyone",FALSE,2018-09-02 01:29:41,"en","3937263083","1036063583057137664",NA,"2015-10-12T13:02:36.000Z","Frack Hazard Reveal","FrackHazReveal","New England, USA","Threats to the health and well being of those exposed to fracking, fracked gas, and the pipelines that carry the gas across our countries and planet. #StopNED",FALSE,"https://t.co/EDCwAmMgip",NA,"https://pbs.twimg.com/profile_images/653713138907521024/ulEHtBml_normal.jpg",FALSE,9,0,0,0,0,NA,6160,6471,764488,57,"Good Saturday morning. The surf at #annamariaisland #florida still looks like #redtide but no dead fish on beach https://t.co/MBQoiEG7vg"
"1401","Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 . https   twitter com angie_angers status 1036226303328960512 video 1","1036226303328960512","everyone",FALSE,2018-09-02 12:16:17,"en","706265810","1036226303328960512",NA,"2012-07-20T02:40:00.000Z","Angie Angers","angie_angers","Bradenton, FL","Reporter at Bay News 9 in St. Pete. RI native and longtime Floridian. Story idea? Golf recs? DM/Email me at angela.angers@charter.com",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1359183461517508612/LPsYPTpE_normal.jpg",TRUE,12,5,33,1,0,NA,2941,1033,4152,67,"Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 https://t.co/uxzQXmYNPq"
"1402","RT @angie_angers: Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little o…","1036227124401790976","everyone",FALSE,2018-09-02 12:19:33,"en","17308428","1036227124401790976",NA,"2008-11-11T12:03:53.000Z","Spectrum Bay News 9","BN9","Tampa Bay area","Breaking news first in Tampa Bay. Continuous updates and in-depth coverage only @BN9, @BN9weather and @BN9Traffic can provide  |  News. Weather. Now.",FALSE,"http://t.co/j3OZJEwDmE",NA,"https://pbs.twimg.com/profile_images/912176447036502017/BBeoQTuF_normal.jpg",TRUE,12,0,0,0,0,NA,384435,443,144237,1747,"Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 https://t.co/uxzQXmYNPq"
"1403","RT @angie_angers: Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little o…","1036230120065953792","everyone",FALSE,2018-09-02 12:31:27,"en","27566598","1036230120065953792",NA,"2009-03-30T02:39:14.000Z","Lauren Yonge","laurenyonge","Palmetto, FL","💒🐈🐈🐈🌴🐊🐊",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/487291197946605570/KgCgmx2M_normal.jpeg",FALSE,12,0,0,0,0,NA,270,1011,3875,7,"Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 https://t.co/uxzQXmYNPq"
"1404","RT @angie_angers: Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little o…","1036230175825035264","everyone",FALSE,2018-09-02 12:31:40,"en","35597805","1036230175825035264",NA,"2009-04-26T23:23:24.000Z","The Silver Spoon Gardening Goon","blreeves","Eden","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1581110748914262017/DQ6S1ByT_normal.jpg",FALSE,12,0,0,0,0,NA,734,447,326297,12,"Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 https://t.co/uxzQXmYNPq"
"1405","RT @angie_angers: Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little o…","1036233766614777856","everyone",FALSE,2018-09-02 12:45:56,"en","20781985","1036233766614777856",NA,"2009-02-13T16:17:28.000Z","Frederick Cilurso","fcilurso",NA,"Planning Editor at Spectrum Bay News 9. News hound who loves sports and classic music.  Any opinions are my own and not necessarily those of my employer.",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1609613977440378881/ex7CT5Iu_normal.jpg",FALSE,12,0,0,0,0,NA,1297,3384,28603,20,"Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 https://t.co/uxzQXmYNPq"
"1406","RT @angie_angers: Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little o…","1036253806852493313","everyone",FALSE,2018-09-02 14:05:34,"en","929376802098860032","1036253806852493313",NA,"2017-11-11T15:54:31.000Z","stpetenine","Rodneyg54961524","Saint Petersburg, Florida ","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/929389564069908480/WQRSXmP8_normal.jpg",FALSE,12,0,0,0,0,NA,134,0,10337,0,"Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 https://t.co/uxzQXmYNPq"
"1407","@angie_angers @BN9 Because the fish are all dead","1036258646563479552","everyone",FALSE,2018-09-02 14:24:48,"en","551673408","1036226303328960512","706265810","2012-04-12T05:25:29.000Z","greg","greg__alan",NA,"",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1355882443472072704/HQ4BMT1__normal.jpg",FALSE,0,0,0,0,0,NA,34,627,897,1,NA
"1408","@MRMasferrer How’s the respiratory issues been for you? A lot of the folks we’ve talked to really aren’t having any at all around the Bradenton Beach and Holmes Beach areas! Tip of the island seems to be day to day.","1036262096776953856","everyone",FALSE,2018-09-02 14:38:31,"en","343392474","1035850847282970624","349049976","2011-07-27T14:16:23.000Z","Anna Maria Island Chamber","amichamber","Anna Maria Island, Florida","Emerald waters, stunning sunsets, and a relaxed atmosphere makes us a must for your next destination!
Share all your local photos and videos with #MyAnnaMaria",FALSE,"http://t.co/z6r34Esdvs","1451237392376074243","https://pbs.twimg.com/profile_images/979536235608924162/ZHFZJwyH_normal.jpg",FALSE,0,1,0,0,0,NA,2980,269,2092,41,NA
"1409","@angie_angers @BN9 🙌🏻🙌🏻🙌🏻","1036268701522321409","everyone",FALSE,2018-09-02 15:04:46,"und","93798204","1036226303328960512","706265810","2009-12-01T05:35:55.000Z","Katie Jones","KJones821",NA,"Dog mom 🐶 recovering reporter 🎤 caffeine enthusiast ☕️",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1108786657740947460/25o9bKHC_normal.jpg",TRUE,0,0,1,0,0,"4ec01c9dbc693497",1314,429,3540,62,NA
"1410","@amichamber I had a little bit north of Public Beach yesterday but not too bad. The closer to the water I got, stronger the smell.","1036275004667768835","everyone",FALSE,2018-09-02 15:29:48,"en","349049976","1035850847282970624","343392474","2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,1,0,0,"d096ac3f2b0da338",3118,1913,76405,119,NA
"1411","On Sunday #RedTide on #AnnaMariaIsland looks like this . https   twitter com MRMasferrer status 1036307853152342017 video 1","1036307853152342017","everyone",FALSE,2018-09-02 17:40:20,"en","349049976","1036307853152342017",NA,"2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,0,0,0,"4ec01c9dbc693497",3103,1910,76258,120,"On Sunday #RedTide on #AnnaMariaIsland looks like this https://t.co/GOUNIM3cqt"
"1412","#RedTide remains in the #GulfOfMexico of #AnnaMariaIsland. Would you swim in the water?. ","1036310989006925825","everyone",FALSE,2018-09-02 17:52:48,"en","19344401","1036310989006925825",NA,"2009-01-22T16:00:14.000Z","Bradenton Herald","bradentonherald","Bradenton, Florida","The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",FALSE,"https://t.co/KwY6u39gya",NA,"https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg",TRUE,3,4,2,1,0,NA,44489,1509,139359,544,"#RedTide remains in the #GulfOfMexico of #AnnaMariaIsland. Would you swim in the water?"
"1413","RT @bradentonherald: #RedTide remains in the #GulfOfMexico of #AnnaMariaIsland. Would you swim in the water?","1036311245102690305","everyone",FALSE,2018-09-02 17:53:49,"en","436159049","1036311245102690305",NA,"2011-12-13T21:24:23.000Z","Katy K","KatyMK29","Massachusetts","Instagram: @KatyMK29",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1416921942737698818/DzdKnWkx_normal.jpg",FALSE,3,0,0,0,0,NA,199,1087,7223,3,"#RedTide remains in the #GulfOfMexico of #AnnaMariaIsland. Would you swim in the water?"
"1414","It looked like this Sunday afternoon of #LaborDayWeekend2018 north of the Sandbar https://t.co/rSLtMLG2qu","1036311679200649216","everyone",FALSE,2018-09-02 17:55:32,"en","19344401","1036310989006925825","19344401","2009-01-22T16:00:14.000Z","Bradenton Herald","bradentonherald","Bradenton, Florida","The leading source for local news, sports and information in Bradenton, Florida, Lakewood Ranch, Palmetto, Ellenton and all of Manatee County.",FALSE,"https://t.co/KwY6u39gya",NA,"https://pbs.twimg.com/profile_images/1422199020395577348/BNoyXuoP_normal.jpg",TRUE,0,1,0,0,0,NA,44535,1508,139500,544,NA
"1415","@passthepinot @mysuncoast It's all about lining the pockets of big businesses and shady greedy politicians. #RedTide #Florida #Suncoast #AnnaMariaIsland. ","1036311737950240768","everyone",FALSE,2018-09-02 17:55:46,"en","126358979","1036303292232593418","148961900","2010-03-25T16:19:48.000Z","ROH","RealOldHouswife","Manatee County, Florida","I'm a joker, I'm a smoker, I'm a midnight toker. When I'm not smokin', tokin' & jokin' I sit on my lanai all dolled up in a mumu as I tweet. Blocked by Trump",FALSE,"http://t.co/N3YLy9xSNt","1210060192710320128","https://pbs.twimg.com/profile_images/1223818949277757440/VlV1KzKp_normal.jpg",FALSE,0,1,3,0,0,NA,3795,2248,174965,131,"@passthepinot @mysuncoast It's all about lining the pockets of big businesses and shady greedy politicians. #RedTide #Florida #Suncoast #AnnaMariaIsland"
"1416","RT @bradentonherald: #RedTide remains in the #GulfOfMexico of #AnnaMariaIsland. Would you swim in the water?","1036312014598164481","everyone",FALSE,2018-09-02 17:56:52,"en","126358979","1036312014598164481",NA,"2010-03-25T16:19:48.000Z","ROH","RealOldHouswife","Manatee County, Florida","I'm a joker, I'm a smoker, I'm a midnight toker. When I'm not smokin', tokin' & jokin' I sit on my lanai all dolled up in a mumu as I tweet. Blocked by Trump",FALSE,"http://t.co/N3YLy9xSNt","1210060192710320128","https://pbs.twimg.com/profile_images/1223818949277757440/VlV1KzKp_normal.jpg",FALSE,3,0,0,0,0,NA,3795,2248,174965,131,"#RedTide remains in the #GulfOfMexico of #AnnaMariaIsland. Would you swim in the water?"
"1417","If you don’t mind the water being the color of watered down coffee w/heavy cream, then #AnnaMariaIsland was for you Sunday afternoon But know this: #redtide is still here &amp; the color of the water is NOT normal . https   twitter com MRMasferrer status 1036313260071575552 photo 1","1036313260071575552","everyone",FALSE,2018-09-02 18:01:49,"en","349049976","1036313260071575552",NA,"2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,4,3,2,2,0,NA,3103,1910,76258,120,"If you don’t mind the water being the color of watered down coffee w/heavy cream, then #AnnaMariaIsland was for you Sunday afternoon But know this: #redtide is still here &amp; the color of the water is NOT normal https://t.co/5BhINm0w2l"
"1418","RT @MRMasferrer: If you don’t mind the water being the color of watered down coffee w/heavy cream, then #AnnaMariaIsland was for you Sunday…","1036313783566839808","everyone",FALSE,2018-09-02 18:03:54,"en","126358979","1036313783566839808",NA,"2010-03-25T16:19:48.000Z","ROH","RealOldHouswife","Manatee County, Florida","I'm a joker, I'm a smoker, I'm a midnight toker. When I'm not smokin', tokin' & jokin' I sit on my lanai all dolled up in a mumu as I tweet. Blocked by Trump",FALSE,"http://t.co/N3YLy9xSNt","1210060192710320128","https://pbs.twimg.com/profile_images/1223818949277757440/VlV1KzKp_normal.jpg",FALSE,4,0,0,0,0,NA,3795,2248,174965,131,"If you don’t mind the water being the color of watered down coffee w/heavy cream, then #AnnaMariaIsland was for you Sunday afternoon But know this: #redtide is still here &amp; the color of the water is NOT normal https://t.co/5BhINm0w2l"
"1419","RT @MRMasferrer: No one has covered #RedTide in #AnnaMariaIsland, #Bradenton &amp; #ManateeCounty like @RCCallihan &amp; other @bradentonherald sta…","1036313791250743296","everyone",FALSE,2018-09-02 18:03:56,"en","2923005037","1036313791250743296",NA,"2014-12-08T16:34:19.000Z","Lori Rozsa","lori_rozsa","Palm Beach County FL","Helping the Washington Post cover Florida. We never run out of news in the Sunshine State. ☀️lori.rozsa@washpost.com @washingtonpost",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1492969097549787146/fWv0KQV-_normal.jpg",FALSE,3,0,0,0,0,NA,947,2538,2242,18,"No one has covered #RedTide in #AnnaMariaIsland, #Bradenton &amp; #ManateeCounty like @RCCallihan &amp; other @bradentonherald staffers #ReadLocal https://t.co/gMtaWnyzg9"
"1420","RT @angie_angers: Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little o…","1036316197342601217","everyone",FALSE,2018-09-02 18:13:29,"en","709017549585956865","1036316197342601217",NA,"2016-03-13T14:05:31.000Z","Gretchen Tryggeseth","GretchenTrygge1",NA,"",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/709034810686226436/MgagMK3j_normal.jpg",FALSE,12,0,0,0,0,NA,57,88,1574,2,"Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 https://t.co/uxzQXmYNPq"
"1421","@bradentonherald I did whats next #Morocco","1036316292637184000","everyone",FALSE,2018-09-02 18:13:52,"en","45556215","1036310989006925825","19344401","2009-06-08T12:42:13.000Z","airnation","airnation"," 39,000 ","HI! I love my dog
gardening, cooking, photographie, voyager, écrire des histoires.
Liberty of expression 
justice, honnêteté
Peace and love to you all.",FALSE,NA,"1582831137046790144","https://pbs.twimg.com/profile_images/438025809148665857/zgWt0-Aj_normal.jpeg",FALSE,0,0,0,0,0,"2edb6e240797c549",113,569,127191,199,NA
"1422","RT @angie_angers: Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little o…","1036316598762651648","everyone",FALSE,2018-09-02 18:15:05,"en","45556215","1036316598762651648",NA,"2009-06-08T12:42:13.000Z","airnation","airnation"," 39,000 ","HI! I love my dog
gardening, cooking, photographie, voyager, écrire des histoires.
Liberty of expression 
justice, honnêteté
Peace and love to you all.",FALSE,NA,"1582831137046790144","https://pbs.twimg.com/profile_images/438025809148665857/zgWt0-Aj_normal.jpeg",FALSE,12,0,0,0,0,NA,112,563,126775,198,"Good Morning from Anna Maria Island! On Manatee Beach the water isn’t clear, but it looks much better. There’s a little of the red tide throat tickle but I haven’t seen any dead fish #redtide @BN9 https://t.co/uxzQXmYNPq"
"1423","RT @MRMasferrer: If you don’t mind the water being the color of watered down coffee w/heavy cream, then #AnnaMariaIsland was for you Sunday…","1036317793384325121","everyone",FALSE,2018-09-02 18:19:50,"en","97079159","1036317793384325121",NA,"2009-12-15T22:46:29.000Z","EℓvĭẴ ZG","Elvi204","Florida USA عℓvĭẴ ","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1397832369/th_Elvi1_normal.jpg",FALSE,4,0,0,0,0,NA,225,904,15078,4,"If you don’t mind the water being the color of watered down coffee w/heavy cream, then #AnnaMariaIsland was for you Sunday afternoon But know this: #redtide is still here &amp; the color of the water is NOT normal https://t.co/5BhINm0w2l"
"1424","Brown water is NOT NORMAL... #FloridaBeaches #redtide #toxicalgea #Florida #SWFL #Sarasota #Sanibel #AnnaMariaIsland #pollution #watercrisis . https   twitter com MRMasferrer status 1036313260071575552","1036322252579659776","everyone",FALSE,2018-09-02 18:37:33,"en","191081656","1036322252579659776",NA,"2010-09-15T15:26:12.000Z","Maya N","Umightwant2know","New York, Sarasota, FL","""Those who can make you believe absurdities, can make you commit attrocities."" ~Voltaire",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1420457009699303426/CJphqxSk_normal.jpg",FALSE,0,0,1,0,0,NA,883,556,10934,29,"Brown water is NOT NORMAL... #FloridaBeaches #redtide #toxicalgea #Florida #SWFL #Sarasota #Sanibel #AnnaMariaIsland #pollution #watercrisis https://t.co/230WrNhImr"
"1425","RT @ComplCoastal: Brown water is NOT NORMAL... #FloridaBeaches #redtide #toxicalgea #Florida #SWFL #Sarasota #Sanibel #AnnaMariaIsland #pollution #watercrisis . https   twitter com MRMasferrer status 1036313260071575552","1036322451553173505","everyone",FALSE,2018-09-02 18:38:21,"en","823728782653550592","1036322451553173505",NA,"2017-01-24T03:07:00.000Z","Kōkua Bottles","my_kokua","Salt Lake City, UT","Be the hero. Every purchase you make supplies a child in Haiti with clean water.",FALSE,"https://t.co/OGL4mOFwvS",NA,"https://pbs.twimg.com/profile_images/850098674403168256/Ji0Y-gxx_normal.jpg",FALSE,0,0,1,0,0,NA,1137,3173,30798,20,"RT @ComplCoastal: Brown water is NOT NORMAL... #FloridaBeaches #redtide #toxicalgea #Florida #SWFL #Sarasota #Sanibel #AnnaMariaIsland #pollution #watercrisis https://t.co/sguZPAlREm"
"1426","@MRMasferrer @RealOldHouswife Can't believe that people actually go into that brown (toxic?) water. Denial or ignorance?","1036322522952867840","everyone",FALSE,2018-09-02 18:38:38,"en","191081656","1036313260071575552","349049976","2010-09-15T15:26:12.000Z","Maya N","Umightwant2know","Swiss Native in Sarasota, FL","""Those who can make you believe absurdities, can make you commit attrocities."" ~Voltaire",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1420457009699303426/CJphqxSk_normal.jpg",FALSE,0,1,0,0,0,NA,888,570,10985,29,NA
"1427","@ComplCoastal @MRMasferrer And letting their children play in it! We are mammals, just like the dead manatees and dolphins washing up on our shores. I wouldn't get in the water or eat anything from the Gulf right now.","1036323914425790464","everyone",FALSE,2018-09-02 18:44:09,"en","126358979","1036313260071575552","191081656","2010-03-25T16:19:48.000Z","ROH","RealOldHouswife","Manatee County, Florida","I'm a joker, I'm a smoker, I'm a midnight toker. When I'm not smokin', tokin' & jokin' I sit on my lanai all dolled up in a mumu as I tweet. Blocked by Trump",FALSE,"http://t.co/N3YLy9xSNt","1210060192710320128","https://pbs.twimg.com/profile_images/1223818949277757440/VlV1KzKp_normal.jpg",FALSE,0,0,0,0,0,NA,3793,2246,174914,131,NA
"1428","RT @bradentonherald: #RedTide remains in the #GulfOfMexico of #AnnaMariaIsland. Would you swim in the water?","1036326800283119616","everyone",FALSE,2018-09-02 18:55:37,"en","236370429","1036326800283119616",NA,"2011-01-10T12:41:55.000Z","EvanH ErikM. 🍅🇨🇦🚜🏗🌳","klaagblondy","The Netherlands","Mother of Evan H & Erik M Frederick. Adoption by her = illegal.PAS. IPV.Coercive Control survivor. Never run back to what broke U. Destin.MIA . NAL & Pan Am.🍅",FALSE,NA,"1008389253984849922","https://pbs.twimg.com/profile_images/1575093259038253056/tCiszDHh_normal.jpg",FALSE,3,0,0,0,0,NA,749,973,554389,226,"#RedTide remains in the #GulfOfMexico of #AnnaMariaIsland. Would you swim in the water?"
"1429","#RedTide is an existential issue for #AnnaMariaIsland &amp; #Bradenton, as nothing matches our location on the water in defining our identity as a community. Red tide &amp; other water issues, such as climate change, challenge the essence of who we are ... . https   www miamiherald com news local environment article216894990 html","1036328629502918656","everyone",FALSE,2018-09-02 19:02:53,"en","349049976","1036328629502918656",NA,"2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,2,1,2,0,0,NA,3103,1910,76258,120,"#RedTide is an existential issue for #AnnaMariaIsland &amp; #Bradenton, as nothing matches our location on the water in defining our identity as a community. Red tide &amp; other water issues, such as climate change, challenge the essence of who we are ... https://t.co/GjIsR3LlIY"
"1430","#RedTide may be natural but it’s clear Floridians have made it worse with what we dump in the water. The science is clear: We have to acknowledge this or we risk losing what makes our spot in the world so special","1036329325342208001","everyone",FALSE,2018-09-02 19:05:39,"en","349049976","1036328629502918656","349049976","2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,2,0,0,0,0,"d096ac3f2b0da338",3118,1913,76405,119,NA
"1431","#RedTide is natural. But the brown water it brings is not normal #AnnaMariaIsland . https   twitter com MRMasferrer status 1036330055729852416 photo 1","1036330055729852416","everyone",FALSE,2018-09-02 19:08:34,"en","349049976","1036330055729852416",NA,"2011-08-05T13:16:34.000Z","Marc R. Masferrer","MRMasferrer","Bradenton, Fla.","",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1533823573181157376/JHIldUXO_normal.jpg",TRUE,0,0,0,0,0,NA,3103,1910,76258,120,"#RedTide is natural. But the brown water it brings is not normal #AnnaMariaIsland https://t.co/gMmtnqpu8y"
"1432","RT @MRMasferrer: #RedTide is an existential issue for #AnnaMariaIsland &amp; #Bradenton, as nothing matches our location on the water in defini…","1036330192418091008","everyone",FALSE,2018-09-02 19:09:06,"en","126358979","1036330192418091008",NA,"2010-03-25T16:19:48.000Z","ROH","RealOldHouswife","Manatee County, Florida","I'm a joker, I'm a smoker, I'm a midnight toker. When I'm not smokin', tokin' & jokin' I sit on my lanai all dolled up in a mumu as I tweet. Blocked by Trump",FALSE,"http://t.co/N3YLy9xSNt","1210060192710320128","https://pbs.twimg.com/profile_images/1223818949277757440/VlV1KzKp_normal.jpg",FALSE,2,0,0,0,0,NA,3795,2248,174965,131,"#RedTide is an existential issue for #AnnaMariaIsland &amp; #Bradenton, as nothing matches our location on the water in defining our identity as a community. Red tide &amp; other water issues, such as climate change, challenge the essence of who we are ... https://t.co/GjIsR3LlIY"
"1433","@bradentonherald Looks great 
Not swimming","1036338839604879366","everyone",FALSE,2018-09-02 19:43:28,"en","847589946","1036310989006925825","19344401","2012-09-26T15:22:20.000Z","Joann Davino 🌊🇺🇸💙","JoannDavino","Sarasota Florida","resistance #blanchisgolden #PHILLY #CapeMay #SARASOTAHaircolorist #ABCH 💇🏼‍♀️Making the world a MORE BEAUTIFUL place D.M’s=Block",FALSE,NA,NA,"https://pbs.twimg.com/profile_images/1505875230358740996/EqQhXHrH_normal.jpg",FALSE,0,0,0,0,0,NA,3635,4341,12647,6,NA
